p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,837,0,inf,837,"401,882",0,"78,926",5.09,0.16,1.00,1.00
0.02,"1,067",0,inf,"1,904","400,815",0,"78,926",5.08,0.16,1.00,1.00
0.03,"1,515",4,378.75,"3,419","399,300",4,"78,922",5.06,0.17,1.00,0.99
0.04,"1,824",1,1824.00,"5,243","397,476",5,"78,921",5.04,0.17,1.00,0.99
0.05,"2,195",3,731.67,"7,438","395,281",8,"78,918",5.01,0.17,1.00,0.98
0.06,"2,481",10,248.10,"9,919","392,800",18,"78,908",4.98,0.17,1.00,0.98
0.07,"2,635",7,376.43,"12,554","390,165",25,"78,901",4.94,0.17,1.00,0.97
0.08,"2,862",9,318.00,"15,416","387,303",34,"78,892",4.91,0.17,1.00,0.97
0.09,"2,972",17,174.82,"18,388","384,331",51,"78,875",4.87,0.17,1.00,0.96
0.1,"3,193",26,122.81,"21,581","381,138",77,"78,849",4.83,0.17,1.00,0.96
0.11,"3,128",23,136.00,"24,709","378,010",100,"78,826",4.80,0.17,1.00,0.95
0.12,"3,357",24,139.88,"28,066","374,653",124,"78,802",4.75,0.17,1.00,0.94
0.13,"3,420",25,136.80,"31,486","371,233",149,"78,777",4.71,0.18,1.00,0.93
0.14,"3,444",39,88.31,"34,930","367,789",188,"78,738",4.67,0.18,1.00,0.93
0.15,"3,689",45,81.98,"38,619","364,100",233,"78,693",4.63,0.18,1.00,0.92
0.16,"3,712",53,70.04,"42,331","360,388",286,"78,640",4.58,0.18,1.00,0.91
0.17,"3,718",55,67.60,"46,049","356,670",341,"78,585",4.54,0.18,1.00,0.90
0.18,"3,825",49,78.06,"49,874","352,845",390,"78,536",4.49,0.18,1.00,0.90
0.19,"3,879",56,69.27,"53,753","348,966",446,"78,480",4.45,0.18,0.99,0.89
0.2,"4,051",79,51.28,"57,804","344,915",525,"78,401",4.40,0.19,0.99,0.88
0.21,"3,975",68,58.46,"61,779","340,940",593,"78,333",4.35,0.19,0.99,0.87
0.22,"3,920",90,43.56,"65,699","337,020",683,"78,243",4.31,0.19,0.99,0.86
0.23,"4,065",83,48.98,"69,764","332,955",766,"78,160",4.26,0.19,0.99,0.85
0.24,"4,185",95,44.05,"73,949","328,770",861,"78,065",4.21,0.19,0.99,0.84
0.25,"4,140",96,43.12,"78,089","324,630",957,"77,969",4.16,0.19,0.99,0.84
0.26,"4,122",115,35.84,"82,211","320,508","1,072","77,854",4.12,0.20,0.99,0.83
0.27,"4,229",117,36.15,"86,440","316,279","1,189","77,737",4.07,0.20,0.98,0.82
0.28,"4,302",111,38.76,"90,742","311,977","1,300","77,626",4.02,0.20,0.98,0.81
0.29,"4,183",139,30.09,"94,925","307,794","1,439","77,487",3.97,0.20,0.98,0.80
