p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"2,561",65,0.02,"2,561","418,009",65,"78,861",0.16,1.00,0.99
0.05,"24,583","1,181",0.05,"27,144","393,426","1,246","77,680",0.16,0.98,0.94
0.1,"35,124","2,314",0.06,"62,268","358,302","3,560","75,366",0.17,0.95,0.87
0.15,"30,270","2,579",0.08,"92,538","328,032","6,139","72,787",0.18,0.92,0.80
0.2,"31,776","3,519",0.10,"124,314","296,256","9,658","69,268",0.19,0.88,0.73
0.25,"49,030","6,296",0.11,"173,344","247,226","15,954","62,972",0.20,0.80,0.62
0.3,"52,670","7,962",0.13,"226,014","194,556","23,916","55,010",0.22,0.70,0.50
0.35,"40,792","7,373",0.15,"266,806","153,764","31,289","47,637",0.24,0.60,0.40
0.4,"28,400","5,710",0.17,"295,206","125,364","36,999","41,927",0.25,0.53,0.33
0.45,"22,189","5,032",0.18,"317,395","103,175","42,031","36,895",0.26,0.47,0.28
0.5,"18,700","4,813",0.20,"336,095","84,475","46,844","32,082",0.28,0.41,0.23
0.55,"17,350","4,933",0.22,"353,445","67,125","51,777","27,149",0.29,0.34,0.19
0.6,"14,426","4,541",0.24,"367,871","52,699","56,318","22,608",0.30,0.29,0.15
0.65,"13,742","4,637",0.25,"381,613","38,957","60,955","17,971",0.32,0.23,0.11
0.7,"10,849","4,094",0.27,"392,462","28,108","65,049","13,877",0.33,0.18,0.08
0.75,"9,253","3,704",0.29,"401,715","18,855","68,753","10,173",0.35,0.13,0.06
0.8,"6,233","2,756",0.31,"407,948","12,622","71,509","7,417",0.37,0.09,0.04
0.85,"4,272","2,099",0.33,"412,220","8,350","73,608","5,318",0.39,0.07,0.03
0.9,"3,055","1,653",0.35,"415,275","5,295","75,261","3,665",0.41,0.05,0.02
0.95,"2,076","1,247",0.38,"417,351","3,219","76,508","2,418",0.43,0.03,0.01
1.0,"3,219","2,418",0.43,"420,570",0,"78,926",0,nan,0.00,0.00
