p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,210",222,0.05,"4,210","416,360",222,"78,704",0.16,1.00,0.99
0.1,"83,969","5,816",0.06,"88,179","332,391","6,038","72,888",0.18,0.92,0.81
0.2,"71,299","8,724",0.11,"159,478","261,092","14,762","64,164",0.20,0.81,0.65
0.3,"91,555","14,938",0.14,"251,033","169,537","29,700","49,226",0.23,0.62,0.44
0.4,"64,262","13,294",0.17,"315,295","105,275","42,994","35,932",0.25,0.46,0.28
0.5,"38,062","10,217",0.21,"353,357","67,213","53,211","25,715",0.28,0.33,0.19
0.6,"34,653","11,487",0.25,"388,010","32,560","64,698","14,228",0.30,0.18,0.09
0.7,"17,078","6,887",0.29,"405,088","15,482","71,585","7,341",0.32,0.09,0.05
0.8,"7,866","3,405",0.30,"412,954","7,616","74,990","3,936",0.34,0.05,0.02
0.9,"3,847","1,902",0.33,"416,801","3,769","76,892","2,034",0.35,0.03,0.01
1.0,"3,769","2,034",0.35,"420,570",0,"78,926",0,nan,0.00,0.00
