p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",0.16,1.00,1.00
0.01,0,0,nan,0,"402,719",0,"78,926",0.16,1.00,1.00
0.02,2,0,0.00,2,"402,717",0,"78,926",0.16,1.00,1.00
0.03,52,1,0.02,54,"402,665",1,"78,925",0.16,1.00,1.00
0.04,214,1,0.00,268,"402,451",2,"78,924",0.16,1.00,1.00
0.05,582,6,0.01,850,"401,869",8,"78,918",0.16,1.00,1.00
0.06,"1,152",12,0.01,"2,002","400,717",20,"78,906",0.16,1.00,1.00
0.07,"1,752",18,0.01,"3,754","398,965",38,"78,888",0.17,1.00,0.99
0.08,"2,354",28,0.01,"6,108","396,611",66,"78,860",0.17,1.00,0.99
0.09,"2,939",46,0.02,"9,047","393,672",112,"78,814",0.17,1.00,0.98
0.1,"3,519",68,0.02,"12,566","390,153",180,"78,746",0.17,1.00,0.97
0.11,"4,029",87,0.02,"16,595","386,124",267,"78,659",0.17,1.00,0.96
0.12,"4,638",102,0.02,"21,233","381,486",369,"78,557",0.17,1.00,0.96
0.13,"5,024",118,0.02,"26,257","376,462",487,"78,439",0.17,0.99,0.94
0.14,"5,537",149,0.03,"31,794","370,925",636,"78,290",0.17,0.99,0.93
0.15,"5,870",151,0.03,"37,664","365,055",787,"78,139",0.18,0.99,0.92
0.16,"6,251",201,0.03,"43,915","358,804",988,"77,938",0.18,0.99,0.91
0.17,"6,403",229,0.03,"50,318","352,401","1,217","77,709",0.18,0.98,0.89
0.18,"6,785",238,0.03,"57,103","345,616","1,455","77,471",0.18,0.98,0.88
0.19,"6,748",266,0.04,"63,851","338,868","1,721","77,205",0.19,0.98,0.86
0.2,"7,007",310,0.04,"70,858","331,861","2,031","76,895",0.19,0.97,0.85
0.21,"7,167",330,0.04,"78,025","324,694","2,361","76,565",0.19,0.97,0.83
0.22,"7,334",355,0.05,"85,359","317,360","2,716","76,210",0.19,0.97,0.82
0.23,"7,368",410,0.05,"92,727","309,992","3,126","75,800",0.20,0.96,0.80
0.24,"7,583",415,0.05,"100,310","302,409","3,541","75,385",0.20,0.96,0.78
0.25,"7,391",475,0.06,"107,701","295,018","4,016","74,910",0.20,0.95,0.77
0.26,"7,625",475,0.06,"115,326","287,393","4,491","74,435",0.21,0.94,0.75
0.27,"7,798",497,0.06,"123,124","279,595","4,988","73,938",0.21,0.94,0.73
0.28,"7,842",534,0.06,"130,966","271,753","5,522","73,404",0.21,0.93,0.72
0.29,"7,787",573,0.07,"138,753","263,966","6,095","72,831",0.22,0.92,0.70
0.3,"7,788",600,0.07,"146,541","256,178","6,695","72,231",0.22,0.92,0.68
0.31,"7,772",629,0.07,"154,313","248,406","7,324","71,602",0.22,0.91,0.66
0.32,"7,741",662,0.08,"162,054","240,665","7,986","70,940",0.23,0.90,0.65
0.33,"7,642",687,0.08,"169,696","233,023","8,673","70,253",0.23,0.89,0.63
0.34,"7,645",803,0.10,"177,341","225,378","9,476","69,450",0.24,0.88,0.61
0.35,"7,541",751,0.09,"184,882","217,837","10,227","68,699",0.24,0.87,0.59
0.36,"7,307",810,0.10,"192,189","210,530","11,037","67,889",0.24,0.86,0.58
0.37,"7,202",821,0.10,"199,391","203,328","11,858","67,068",0.25,0.85,0.56
0.38,"7,386",883,0.11,"206,777","195,942","12,741","66,185",0.25,0.84,0.54
0.39,"7,116",918,0.11,"213,893","188,826","13,659","65,267",0.26,0.83,0.53
0.4,"7,107",955,0.12,"221,000","181,719","14,614","64,312",0.26,0.81,0.51
0.41,"6,741",948,0.12,"227,741","174,978","15,562","63,364",0.27,0.80,0.49
0.42,"6,689",994,0.13,"234,430","168,289","16,556","62,370",0.27,0.79,0.48
0.43,"6,661",998,0.13,"241,091","161,628","17,554","61,372",0.28,0.78,0.46
0.44,"6,468","1,047",0.14,"247,559","155,160","18,601","60,325",0.28,0.76,0.45
0.45,"6,269","1,008",0.14,"253,828","148,891","19,609","59,317",0.28,0.75,0.43
