p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,264,0,inf,264,"420,306",0,"78,926",5.33,0.16,1.00,1.00
0.05,"7,185",0,inf,"7,449","413,121",0,"78,926",5.23,0.16,1.00,0.99
0.1,"21,196",0,inf,"28,645","391,925",0,"78,926",4.97,0.17,1.00,0.94
0.15,"34,206",0,inf,"62,851","357,719",0,"78,926",4.53,0.18,1.00,0.87
0.2,"42,758",0,inf,"105,609","314,961",0,"78,926",3.99,0.20,1.00,0.79
0.25,"47,232",0,inf,"152,841","267,729",0,"78,926",3.39,0.23,1.00,0.69
0.3,"48,963",0,inf,"201,804","218,766",0,"78,926",2.77,0.27,1.00,0.60
0.35,"46,427",0,inf,"248,231","172,339",0,"78,926",2.18,0.31,1.00,0.50
0.4,"41,964",0,inf,"290,195","130,375",0,"78,926",1.65,0.38,1.00,0.42
0.45,"35,612",1,35612.00,"325,807","94,763",1,"78,925",1.20,0.45,1.00,0.35
0.5,"28,856",0,inf,"354,663","65,907",1,"78,925",0.84,0.54,1.00,0.29
0.55,"22,362",5,4472.40,"377,025","43,545",6,"78,920",0.55,0.64,1.00,0.25
0.6,"15,864",75,211.52,"392,889","27,681",81,"78,845",0.35,0.74,1.00,0.21
0.65,"11,282",639,17.66,"404,171","16,399",720,"78,206",0.21,0.83,0.99,0.19
0.7,"7,324","2,427",3.02,"411,495","9,075","3,147","75,779",0.12,0.89,0.96,0.17
0.75,"4,576","6,160",0.74,"416,071","4,499","9,307","69,619",0.06,0.94,0.88,0.15
0.8,"2,627","11,708",0.22,"418,698","1,872","21,015","57,911",0.03,0.97,0.73,0.12
0.85,"1,336","16,481",0.08,"420,034",536,"37,496","41,430",0.01,0.99,0.52,0.08
0.9,415,"17,556",0.02,"420,449",121,"55,052","23,874",0.01,0.99,0.30,0.05
0.95,98,"15,375",0.01,"420,547",23,"70,427","8,499",0.00,1.00,0.11,0.02
1.0,23,"8,499",0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
