p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.06,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.07,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.08,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.09,9,0,0.00,9,"420,561",0,"78,926",0.16,1.00,1.00
0.1,20,0,0.00,29,"420,541",0,"78,926",0.16,1.00,1.00
0.11,71,2,0.03,100,"420,470",2,"78,924",0.16,1.00,1.00
0.12,79,1,0.01,179,"420,391",3,"78,923",0.16,1.00,1.00
0.13,199,2,0.01,378,"420,192",5,"78,921",0.16,1.00,1.00
0.14,486,5,0.01,864,"419,706",10,"78,916",0.16,1.00,1.00
0.15,869,22,0.02,"1,733","418,837",32,"78,894",0.16,1.00,1.00
0.16,"1,708",49,0.03,"3,441","417,129",81,"78,845",0.16,1.00,0.99
0.17,"1,865",82,0.04,"5,306","415,264",163,"78,763",0.16,1.00,0.99
0.18,"2,536",85,0.03,"7,842","412,728",248,"78,678",0.16,1.00,0.98
0.19,"2,960",107,0.03,"10,802","409,768",355,"78,571",0.16,1.00,0.98
0.2,"3,481",172,0.05,"14,283","406,287",527,"78,399",0.16,0.99,0.97
0.21,"2,463",88,0.03,"16,746","403,824",615,"78,311",0.16,0.99,0.97
0.22,"4,884",223,0.04,"21,630","398,940",838,"78,088",0.16,0.99,0.96
0.23,"5,485",303,0.05,"27,115","393,455","1,141","77,785",0.17,0.99,0.94
0.24,"5,197",300,0.05,"32,312","388,258","1,441","77,485",0.17,0.98,0.93
0.25,"5,312",322,0.06,"37,624","382,946","1,763","77,163",0.17,0.98,0.92
0.26,"5,893",375,0.06,"43,517","377,053","2,138","76,788",0.17,0.97,0.91
0.27,"6,918",463,0.06,"50,435","370,135","2,601","76,325",0.17,0.97,0.89
0.28,"4,779",317,0.06,"55,214","365,356","2,918","76,008",0.17,0.96,0.88
0.29,"4,694",284,0.06,"59,908","360,662","3,202","75,724",0.17,0.96,0.87
0.3,"6,388",471,0.07,"66,296","354,274","3,673","75,253",0.18,0.95,0.86
0.31,"5,685",436,0.07,"71,981","348,589","4,109","74,817",0.18,0.95,0.85
0.32,"5,629",453,0.07,"77,610","342,960","4,562","74,364",0.18,0.94,0.84
0.33,"4,624",433,0.09,"82,234","338,336","4,995","73,931",0.18,0.94,0.83
0.34,"5,044",429,0.08,"87,278","333,292","5,424","73,502",0.18,0.93,0.81
0.35,"5,413",537,0.09,"92,691","327,879","5,961","72,965",0.18,0.92,0.80
0.36,"6,623",677,0.09,"99,314","321,256","6,638","72,288",0.18,0.92,0.79
0.37,"6,317",651,0.09,"105,631","314,939","7,289","71,637",0.19,0.91,0.77
0.38,"6,884",699,0.09,"112,515","308,055","7,988","70,938",0.19,0.90,0.76
0.39,"8,553",983,0.10,"121,068","299,502","8,971","69,955",0.19,0.89,0.74
0.4,"9,767","1,156",0.11,"130,835","289,735","10,127","68,799",0.19,0.87,0.72
0.41,"9,622","1,192",0.11,"140,457","280,113","11,319","67,607",0.19,0.86,0.70
0.42,"10,261","1,241",0.11,"150,718","269,852","12,560","66,366",0.20,0.84,0.67
0.43,"11,340","1,483",0.12,"162,058","258,512","14,043","64,883",0.20,0.82,0.65
0.44,"11,446","1,570",0.12,"173,504","247,066","15,613","63,313",0.20,0.80,0.62
0.45,"12,592","1,899",0.13,"186,096","234,474","17,512","61,414",0.21,0.78,0.59
0.46,"12,846","1,890",0.13,"198,942","221,628","19,402","59,524",0.21,0.75,0.56
0.47,"12,445","1,926",0.13,"211,387","209,183","21,328","57,598",0.22,0.73,0.53
0.48,"12,207","2,009",0.14,"223,594","196,976","23,337","55,589",0.22,0.70,0.51
0.49,"12,169","2,081",0.15,"235,763","184,807","25,418","53,508",0.22,0.68,0.48
0.5,"11,758","2,107",0.15,"247,521","173,049","27,525","51,401",0.23,0.65,0.45
0.51,"11,404","2,084",0.15,"258,925","161,645","29,609","49,317",0.23,0.62,0.42
0.52,"10,024","1,919",0.16,"268,949","151,621","31,528","47,398",0.24,0.60,0.40
0.53,"9,753","1,867",0.16,"278,702","141,868","33,395","45,531",0.24,0.58,0.38
0.54,"9,937","2,130",0.18,"288,639","131,931","35,525","43,401",0.25,0.55,0.35
0.55,"9,242","1,975",0.18,"297,881","122,689","37,500","41,426",0.25,0.52,0.33
0.56,"8,274","1,924",0.19,"306,155","114,415","39,424","39,502",0.26,0.50,0.31
0.57,"7,769","1,744",0.18,"313,924","106,646","41,168","37,758",0.26,0.48,0.29
0.58,"7,501","1,803",0.19,"321,425","99,145","42,971","35,955",0.27,0.46,0.27
0.59,"8,393","2,118",0.20,"329,818","90,752","45,089","33,837",0.27,0.43,0.25
0.6,"6,985","1,784",0.20,"336,803","83,767","46,873","32,053",0.28,0.41,0.23
0.61,"6,043","1,696",0.22,"342,846","77,724","48,569","30,357",0.28,0.38,0.22
0.62,"6,718","1,932",0.22,"349,564","71,006","50,501","28,425",0.29,0.36,0.20
0.63,"6,084","1,829",0.23,"355,648","64,922","52,330","26,596",0.29,0.34,0.18
0.64,"6,263","2,068",0.25,"361,911","58,659","54,398","24,528",0.29,0.31,0.17
0.65,"5,582","1,810",0.24,"367,493","53,077","56,208","22,718",0.30,0.29,0.15
0.66,"5,984","1,986",0.25,"373,477","47,093","58,194","20,732",0.31,0.26,0.14
0.67,"6,710","2,413",0.26,"380,187","40,383","60,607","18,319",0.31,0.23,0.12
