p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"11,033",0,0.00,"11,033","409,537",0,"78,926",0.16,1.00,0.98
0.01,"1,271",0,0.00,"12,304","408,266",0,"78,926",0.16,1.00,0.98
0.02,"3,015",0,0.00,"15,319","405,251",0,"78,926",0.16,1.00,0.97
0.03,"3,236",0,0.00,"18,555","402,015",0,"78,926",0.16,1.00,0.96
0.04,"3,485",0,0.00,"22,040","398,530",0,"78,926",0.17,1.00,0.96
0.05,"4,095",0,0.00,"26,135","394,435",0,"78,926",0.17,1.00,0.95
0.06,"3,854",0,0.00,"29,989","390,581",0,"78,926",0.17,1.00,0.94
0.07,"4,624",0,0.00,"34,613","385,957",0,"78,926",0.17,1.00,0.93
0.08,"5,274",0,0.00,"39,887","380,683",0,"78,926",0.17,1.00,0.92
0.09,"5,675",0,0.00,"45,562","375,008",0,"78,926",0.17,1.00,0.91
0.1,"3,479",0,0.00,"49,041","371,529",0,"78,926",0.18,1.00,0.90
0.11,"6,260",0,0.00,"55,301","365,269",0,"78,926",0.18,1.00,0.89
0.12,"6,340",0,0.00,"61,641","358,929",0,"78,926",0.18,1.00,0.88
0.13,"6,814",0,0.00,"68,455","352,115",0,"78,926",0.18,1.00,0.86
0.14,"6,768",1,0.00,"75,223","345,347",1,"78,925",0.19,1.00,0.85
0.15,"6,500",0,0.00,"81,723","338,847",1,"78,925",0.19,1.00,0.84
0.16,"7,771",0,0.00,"89,494","331,076",1,"78,925",0.19,1.00,0.82
0.17,"7,591",0,0.00,"97,085","323,485",1,"78,925",0.20,1.00,0.81
0.18,"8,186",0,0.00,"105,271","315,299",1,"78,925",0.20,1.00,0.79
0.19,"8,347",0,0.00,"113,618","306,952",1,"78,925",0.20,1.00,0.77
0.2,"8,508",0,0.00,"122,126","298,444",1,"78,925",0.21,1.00,0.76
0.21,"5,577",0,0.00,"127,703","292,867",1,"78,925",0.21,1.00,0.74
0.22,"8,764",0,0.00,"136,467","284,103",1,"78,925",0.22,1.00,0.73
0.23,"8,870",0,0.00,"145,337","275,233",1,"78,925",0.22,1.00,0.71
0.24,"8,323",1,0.00,"153,660","266,910",2,"78,924",0.23,1.00,0.69
0.25,"9,275",1,0.00,"162,935","257,635",3,"78,923",0.23,1.00,0.67
0.26,"8,175",1,0.00,"171,110","249,460",4,"78,922",0.24,1.00,0.66
0.27,"8,760",2,0.00,"179,870","240,700",6,"78,920",0.25,1.00,0.64
0.28,"8,895",1,0.00,"188,765","231,805",7,"78,919",0.25,1.00,0.62
0.29,"8,817",1,0.00,"197,582","222,988",8,"78,918",0.26,1.00,0.60
0.3,"8,949",1,0.00,"206,531","214,039",9,"78,917",0.27,1.00,0.59
0.31,"5,682",1,0.00,"212,213","208,357",10,"78,916",0.27,1.00,0.58
0.32,"8,964",4,0.00,"221,177","199,393",14,"78,912",0.28,1.00,0.56
0.33,"8,725",5,0.00,"229,902","190,668",19,"78,907",0.29,1.00,0.54
0.34,"8,230",5,0.00,"238,132","182,438",24,"78,902",0.30,1.00,0.52
0.35,"7,409",6,0.00,"245,541","175,029",30,"78,896",0.31,1.00,0.51
0.36,"8,363",7,0.00,"253,904","166,666",37,"78,889",0.32,1.00,0.49
0.37,"7,610",11,0.00,"261,514","159,056",48,"78,878",0.33,1.00,0.48
0.38,"7,774",14,0.00,"269,288","151,282",62,"78,864",0.34,1.00,0.46
0.39,"7,587",11,0.00,"276,875","143,695",73,"78,853",0.35,1.00,0.45
0.4,"7,499",18,0.00,"284,374","136,196",91,"78,835",0.37,1.00,0.43
0.41,"4,759",16,0.00,"289,133","131,437",107,"78,819",0.37,1.00,0.42
0.42,"7,111",20,0.00,"296,244","124,326",127,"78,799",0.39,1.00,0.41
0.43,"6,853",23,0.00,"303,097","117,473",150,"78,776",0.40,1.00,0.39
0.44,"6,219",24,0.00,"309,316","111,254",174,"78,752",0.41,1.00,0.38
0.45,"6,340",20,0.00,"315,656","104,914",194,"78,732",0.43,1.00,0.37
0.46,"5,628",27,0.00,"321,284","99,286",221,"78,705",0.44,1.00,0.36
0.47,"5,377",33,0.01,"326,661","93,909",254,"78,672",0.46,1.00,0.35
0.48,"5,473",51,0.01,"332,134","88,436",305,"78,621",0.47,1.00,0.33
0.49,"5,454",49,0.01,"337,588","82,982",354,"78,572",0.49,1.00,0.32
0.5,"5,240",47,0.01,"342,828","77,742",401,"78,525",0.50,0.99,0.31
0.51,"3,060",58,0.02,"345,888","74,682",459,"78,467",0.51,0.99,0.31
0.52,"4,640",69,0.01,"350,528","70,042",528,"78,398",0.53,0.99,0.30
0.53,"4,280",67,0.02,"354,808","65,762",595,"78,331",0.54,0.99,0.29
0.54,"4,073",100,0.02,"358,881","61,689",695,"78,231",0.56,0.99,0.28
0.55,"3,940",106,0.03,"362,821","57,749",801,"78,125",0.57,0.99,0.27
0.56,"3,455",126,0.04,"366,276","54,294",927,"77,999",0.59,0.99,0.26
0.57,"3,502",149,0.04,"369,778","50,792","1,076","77,850",0.61,0.99,0.26
0.58,"3,347",167,0.05,"373,125","47,445","1,243","77,683",0.62,0.98,0.25
0.59,"3,248",199,0.06,"376,373","44,197","1,442","77,484",0.64,0.98,0.24
0.6,"1,942",205,0.10,"378,315","42,255","1,647","77,279",0.65,0.98,0.24
0.61,"3,106",265,0.08,"381,421","39,149","1,912","77,014",0.66,0.98,0.23
0.62,"2,739",301,0.10,"384,160","36,410","2,213","76,713",0.68,0.97,0.23
0.63,"2,633",384,0.13,"386,793","33,777","2,597","76,329",0.69,0.97,0.22
0.64,"2,516",439,0.15,"389,309","31,261","3,036","75,890",0.71,0.96,0.21
0.65,"2,361",537,0.19,"391,670","28,900","3,573","75,353",0.72,0.95,0.21
0.66,"2,427",649,0.21,"394,097","26,473","4,222","74,704",0.74,0.95,0.20
0.67,"2,187",726,0.25,"396,284","24,286","4,948","73,978",0.75,0.94,0.20
0.68,"2,104",838,0.28,"398,388","22,182","5,786","73,140",0.77,0.93,0.19
0.69,"1,994",956,0.32,"400,382","20,188","6,742","72,184",0.78,0.91,0.18
0.7,"1,347",743,0.36,"401,729","18,841","7,485","71,441",0.79,0.91,0.18
0.71,"1,880","1,182",0.39,"403,609","16,961","8,667","70,259",0.81,0.89,0.17
0.72,"1,706","1,328",0.44,"405,315","15,255","9,995","68,931",0.82,0.87,0.17
