p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,"54,583",583,0.01,"54,583","365,987",583,"78,343",0.18,0.99,0.89
0.2,"68,597","2,123",0.03,"123,180","297,390","2,706","76,220",0.20,0.97,0.75
0.3,"64,417","3,967",0.06,"187,597","232,973","6,673","72,253",0.24,0.92,0.61
0.4,"57,933","5,895",0.09,"245,530","175,040","12,568","66,358",0.27,0.84,0.48
0.5,"50,877","7,857",0.13,"296,407","124,163","20,425","58,501",0.32,0.74,0.37
0.6,"43,335","9,831",0.18,"339,742","80,828","30,256","48,670",0.38,0.62,0.26
0.7,"35,918","12,309",0.26,"375,660","44,910","42,565","36,361",0.45,0.46,0.16
0.8,"25,681","13,307",0.34,"401,341","19,229","55,872","23,054",0.55,0.29,0.08
0.9,"14,756","13,301",0.47,"416,097","4,473","69,173","9,753",0.69,0.12,0.03
1.0,"4,473","9,753",0.69,"420,570",0,"78,926",0,nan,0.00,0.00
