p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,"64,686",0,inf,"64,686","355,884",0,"78,926",4.51,0.18,1.00,0.87
0.05,165,0,inf,"64,851","355,719",0,"78,926",4.51,0.18,1.00,0.87
0.1,"81,529",3,27176.33,"146,380","274,190",3,"78,923",3.47,0.22,1.00,0.71
0.15,344,0,inf,"146,724","273,846",3,"78,923",3.47,0.22,1.00,0.71
0.2,"79,194",16,4949.62,"225,918","194,652",19,"78,907",2.47,0.29,1.00,0.55
0.25,389,1,389.00,"226,307","194,263",20,"78,906",2.46,0.29,1.00,0.55
0.3,"66,460",145,458.34,"292,767","127,803",165,"78,761",1.62,0.38,1.00,0.41
0.35,356,10,35.60,"293,123","127,447",175,"78,751",1.62,0.38,1.00,0.41
0.4,"50,622",565,89.60,"343,745","76,825",740,"78,186",0.98,0.50,0.99,0.31
0.45,315,22,14.32,"344,060","76,510",762,"78,164",0.98,0.51,0.99,0.31
0.5,"34,769","1,983",17.53,"378,829","41,741","2,745","76,181",0.55,0.65,0.97,0.24
0.55,272,51,5.33,"379,101","41,469","2,796","76,130",0.54,0.65,0.96,0.24
0.6,"21,468","5,284",4.06,"400,569","20,001","8,080","70,846",0.28,0.78,0.90,0.18
0.65,251,107,2.35,"400,820","19,750","8,187","70,739",0.28,0.78,0.90,0.18
0.7,"11,550","10,884",1.06,"412,370","8,200","19,071","59,855",0.14,0.88,0.76,0.14
0.75,192,147,1.31,"412,562","8,008","19,218","59,708",0.13,0.88,0.76,0.14
0.8,"5,465","17,683",0.31,"418,027","2,543","36,901","42,025",0.06,0.94,0.53,0.09
0.85,161,196,0.82,"418,188","2,382","37,097","41,829",0.06,0.95,0.53,0.09
0.9,"1,951","22,077",0.09,"420,139",431,"59,174","19,752",0.02,0.98,0.25,0.04
0.95,63,136,0.46,"420,202",368,"59,310","19,616",0.02,0.98,0.25,0.04
1.0,368,"19,616",0.02,"420,570",0,"78,926",0,nan,nan,0.00,0.00
