p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.06,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.07,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.08,49,0,inf,49,"420,521",0,"78,926",5.33,0.16,1.00,1.00
0.09,369,14,26.36,418,"420,152",14,"78,912",5.32,0.16,1.00,1.00
0.1,"3,006",161,18.67,"3,424","417,146",175,"78,751",5.30,0.16,1.00,0.99
0.11,"12,880",688,18.72,"16,304","404,266",863,"78,063",5.18,0.16,0.99,0.97
0.12,"21,723","1,283",16.93,"38,027","382,543","2,146","76,780",4.98,0.17,0.97,0.92
0.13,"19,911","1,390",14.32,"57,938","362,632","3,536","75,390",4.81,0.17,0.96,0.88
0.14,"12,882","1,034",12.46,"70,820","349,750","4,570","74,356",4.70,0.18,0.94,0.85
0.15,"8,933",705,12.67,"79,753","340,817","5,275","73,651",4.63,0.18,0.93,0.83
0.16,"7,098",677,10.48,"86,851","333,719","5,952","72,974",4.57,0.18,0.92,0.81
0.17,"7,570",810,9.35,"94,421","326,149","6,762","72,164",4.52,0.18,0.91,0.80
0.18,"9,108","1,058",8.61,"103,529","317,041","7,820","71,106",4.46,0.18,0.90,0.78
0.19,"11,518","1,329",8.67,"115,047","305,523","9,149","69,777",4.38,0.19,0.88,0.75
0.2,"13,666","1,704",8.02,"128,713","291,857","10,853","68,073",4.29,0.19,0.86,0.72
0.21,"15,017","1,949",7.70,"143,730","276,840","12,802","66,124",4.19,0.19,0.84,0.69
0.22,"17,679","2,398",7.37,"161,409","259,161","15,200","63,726",4.07,0.20,0.81,0.65
0.23,"18,793","2,717",6.92,"180,202","240,368","17,917","61,009",3.94,0.20,0.77,0.60
0.24,"18,798","2,956",6.36,"199,000","221,570","20,873","58,053",3.82,0.21,0.74,0.56
0.25,"16,819","2,726",6.17,"215,819","204,751","23,599","55,327",3.70,0.21,0.70,0.52
0.26,"16,246","2,752",5.90,"232,065","188,505","26,351","52,575",3.59,0.22,0.67,0.48
0.27,"16,758","2,967",5.65,"248,823","171,747","29,318","49,608",3.46,0.22,0.63,0.44
0.28,"15,489","2,888",5.36,"264,312","156,258","32,206","46,720",3.34,0.23,0.59,0.41
0.29,"14,416","2,830",5.09,"278,728","141,842","35,036","43,890",3.23,0.24,0.56,0.37
0.3,"14,189","2,991",4.74,"292,917","127,653","38,027","40,899",3.12,0.24,0.52,0.34
0.31,"11,348","2,483",4.57,"304,265","116,305","40,510","38,416",3.03,0.25,0.49,0.31
0.32,"9,601","2,165",4.43,"313,866","106,704","42,675","36,251",2.94,0.25,0.46,0.29
0.33,"8,470","2,016",4.20,"322,336","98,234","44,691","34,235",2.87,0.26,0.43,0.27
0.34,"7,463","1,824",4.09,"329,799","90,771","46,515","32,411",2.80,0.26,0.41,0.25
0.35,"7,759","2,146",3.62,"337,558","83,012","48,661","30,265",2.74,0.27,0.38,0.23
0.36,"7,663","2,174",3.52,"345,221","75,349","50,835","28,091",2.68,0.27,0.36,0.21
0.37,"8,680","2,487",3.49,"353,901","66,669","53,322","25,604",2.60,0.28,0.32,0.18
0.38,"8,515","2,575",3.31,"362,416","58,154","55,897","23,029",2.53,0.28,0.29,0.16
0.39,"7,274","2,437",2.98,"369,690","50,880","58,334","20,592",2.47,0.29,0.26,0.14
0.4,"8,216","2,780",2.96,"377,906","42,664","61,114","17,812",2.40,0.29,0.23,0.12
0.41,"6,145","2,172",2.83,"384,051","36,519","63,286","15,640",2.33,0.30,0.20,0.10
0.42,"6,359","2,454",2.59,"390,410","30,160","65,740","13,186",2.29,0.30,0.17,0.09
0.43,"4,616","1,801",2.56,"395,026","25,544","67,541","11,385",2.24,0.31,0.14,0.07
0.44,"4,502","1,799",2.50,"399,528","21,042","69,340","9,586",2.20,0.31,0.12,0.06
0.45,"3,406","1,393",2.45,"402,934","17,636","70,733","8,193",2.15,0.32,0.10,0.05
0.46,"2,810","1,175",2.39,"405,744","14,826","71,908","7,018",2.11,0.32,0.09,0.04
0.47,"2,714","1,159",2.34,"408,458","12,112","73,067","5,859",2.07,0.33,0.07,0.04
0.48,"2,005",811,2.47,"410,463","10,107","73,878","5,048",2.00,0.33,0.06,0.03
0.49,"1,588",751,2.11,"412,051","8,519","74,629","4,297",1.98,0.34,0.05,0.03
0.5,"1,215",537,2.26,"413,266","7,304","75,166","3,760",1.94,0.34,0.05,0.02
0.51,"1,071",536,2.00,"414,337","6,233","75,702","3,224",1.93,0.34,0.04,0.02
0.52,968,452,2.14,"415,305","5,265","76,154","2,772",1.90,0.34,0.04,0.02
0.53,875,405,2.16,"416,180","4,390","76,559","2,367",1.85,0.35,0.03,0.01
0.54,737,385,1.91,"416,917","3,653","76,944","1,982",1.84,0.35,0.03,0.01
0.55,864,416,2.08,"417,781","2,789","77,360","1,566",1.78,0.36,0.02,0.01
0.56,667,307,2.17,"418,448","2,122","77,667","1,259",1.69,0.37,0.02,0.01
0.57,591,298,1.98,"419,039","1,531","77,965",961,1.59,0.39,0.01,0.00
0.58,551,313,1.76,"419,590",980,"78,278",648,1.51,0.40,0.01,0.00
0.59,320,214,1.50,"419,910",660,"78,492",434,1.52,0.40,0.01,0.00
0.6,314,167,1.88,"420,224",346,"78,659",267,1.30,0.44,0.00,0.00
0.61,176,149,1.18,"420,400",170,"78,808",118,1.44,0.41,0.00,0.00
0.62,81,59,1.37,"420,481",89,"78,867",59,1.51,0.40,0.00,0.00
0.63,47,37,1.27,"420,528",42,"78,904",22,1.91,0.34,0.00,0.00
0.64,26,13,2.00,"420,554",16,"78,917",9,1.78,0.36,0.00,0.00
0.65,10,3,3.33,"420,564",6,"78,920",6,1.00,0.50,0.00,0.00
0.66,1,2,0.50,"420,565",5,"78,922",4,1.25,0.44,0.00,0.00
0.67,5,2,2.50,"420,570",0,"78,924",2,0.00,1.00,0.00,0.00
0.68,0,1,0.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.69,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.71,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.72,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.73,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.74,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.76,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.77,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.78,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.79,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.81,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.82,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.83,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.84,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.86,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
