p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"3,449",0,0.00,"3,449","417,121",0,"78,926",0.16,1.00,0.99
0.05,"14,892",0,0.00,"18,341","402,229",0,"78,926",0.16,1.00,0.96
0.1,"28,911",0,0.00,"47,252","373,318",0,"78,926",0.17,1.00,0.91
0.15,"39,480",0,0.00,"86,732","333,838",0,"78,926",0.19,1.00,0.83
0.2,"36,575",0,0.00,"123,307","297,263",0,"78,926",0.21,1.00,0.75
0.25,"48,153",0,0.00,"171,460","249,110",0,"78,926",0.24,1.00,0.66
0.3,"48,394",0,0.00,"219,854","200,716",0,"78,926",0.28,1.00,0.56
0.35,"45,158",0,0.00,"265,012","155,558",0,"78,926",0.34,1.00,0.47
0.4,"39,655",0,0.00,"304,667","115,903",0,"78,926",0.41,1.00,0.39
0.45,"33,039",0,0.00,"337,706","82,864",0,"78,926",0.49,1.00,0.32
0.5,"26,571",0,0.00,"364,277","56,293",0,"78,926",0.58,1.00,0.27
0.55,"16,359",11,0.00,"380,636","39,934",11,"78,915",0.66,1.00,0.24
0.6,"14,973",109,0.01,"395,609","24,961",120,"78,806",0.76,1.00,0.21
0.65,"10,154",773,0.07,"405,763","14,807",893,"78,033",0.84,0.99,0.19
0.7,"6,783","3,003",0.31,"412,546","8,024","3,896","75,030",0.90,0.95,0.17
0.75,"4,104","7,443",0.64,"416,650","3,920","11,339","67,587",0.95,0.86,0.14
0.8,"2,411","12,822",0.84,"419,061","1,509","24,161","54,765",0.97,0.69,0.11
0.85,993,"13,680",0.93,"420,054",516,"37,841","41,085",0.99,0.52,0.08
0.9,421,"17,326",0.98,"420,475",95,"55,167","23,759",1.00,0.30,0.05
0.95,80,"15,311",0.99,"420,555",15,"70,478","8,448",1.00,0.11,0.02
1.0,15,"8,448",1.00,"420,570",0,"78,926",0,nan,0.00,0.00
