p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,279,0,inf,279,"420,291",0,"78,926",5.33,0.16,1.00,1.00
0.05,"6,859",0,inf,"7,138","413,432",0,"78,926",5.24,0.16,1.00,0.99
0.1,"20,061",0,inf,"27,199","393,371",0,"78,926",4.98,0.17,1.00,0.95
0.15,"32,571",0,inf,"59,770","360,800",0,"78,926",4.57,0.18,1.00,0.88
0.2,"40,962",0,inf,"100,732","319,838",0,"78,926",4.05,0.20,1.00,0.80
0.25,"46,577",0,inf,"147,309","273,261",0,"78,926",3.46,0.22,1.00,0.71
0.3,"48,741",0,inf,"196,050","224,520",0,"78,926",2.84,0.26,1.00,0.61
0.35,"47,045",0,inf,"243,095","177,475",0,"78,926",2.25,0.31,1.00,0.51
0.4,"42,438",0,inf,"285,533","135,037",0,"78,926",1.71,0.37,1.00,0.43
0.45,"36,649",0,inf,"322,182","98,388",0,"78,926",1.25,0.45,1.00,0.35
0.5,"29,983",1,29983.00,"352,165","68,405",1,"78,925",0.87,0.54,1.00,0.29
0.55,"23,075",8,2884.38,"375,240","45,330",9,"78,917",0.57,0.64,1.00,0.25
0.6,"17,071",71,240.44,"392,311","28,259",80,"78,846",0.36,0.74,1.00,0.21
0.65,"11,402",617,18.48,"403,713","16,857",697,"78,229",0.22,0.82,0.99,0.19
0.7,"7,456","2,279",3.27,"411,169","9,401","2,976","75,950",0.12,0.89,0.96,0.17
0.75,"4,849","5,969",0.81,"416,018","4,552","8,945","69,981",0.07,0.94,0.89,0.15
0.8,"2,660","11,440",0.23,"418,678","1,892","20,385","58,541",0.03,0.97,0.74,0.12
0.85,"1,377","16,503",0.08,"420,055",515,"36,888","42,038",0.01,0.99,0.53,0.09
0.9,394,"17,721",0.02,"420,449",121,"54,609","24,317",0.00,1.00,0.31,0.05
0.95,102,"15,671",0.01,"420,551",19,"70,280","8,646",0.00,1.00,0.11,0.02
1.0,19,"8,646",0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
