p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,234",123,0.03,"4,234","416,336",123,"78,803",0.16,1.00,0.99
0.01,"4,284",154,0.03,"8,518","412,052",277,"78,649",0.16,1.00,0.98
0.02,"4,092",188,0.04,"12,610","407,960",465,"78,461",0.16,0.99,0.97
0.03,"5,338",279,0.05,"17,948","402,622",744,"78,182",0.16,0.99,0.96
0.04,"9,409",512,0.05,"27,357","393,213","1,256","77,670",0.16,0.98,0.94
0.05,"8,394",484,0.05,"35,751","384,819","1,740","77,186",0.17,0.98,0.92
0.06,"7,061",398,0.05,"42,812","377,758","2,138","76,788",0.17,0.97,0.91
0.07,"7,232",488,0.06,"50,044","370,526","2,626","76,300",0.17,0.97,0.89
0.08,"7,890",591,0.07,"57,934","362,636","3,217","75,709",0.17,0.96,0.88
0.09,"6,867",541,0.07,"64,801","355,769","3,758","75,168",0.17,0.95,0.86
0.1,"5,993",437,0.07,"70,794","349,776","4,195","74,731",0.18,0.95,0.85
0.11,"7,737",665,0.08,"78,531","342,039","4,860","74,066",0.18,0.94,0.83
0.12,"6,453",567,0.08,"84,984","335,586","5,427","73,499",0.18,0.93,0.82
0.13,"6,422",604,0.09,"91,406","329,164","6,031","72,895",0.18,0.92,0.80
0.14,"5,794",554,0.09,"97,200","323,370","6,585","72,341",0.18,0.92,0.79
0.15,"6,120",649,0.10,"103,320","317,250","7,234","71,692",0.18,0.91,0.78
0.16,"6,736",742,0.10,"110,056","310,514","7,976","70,950",0.19,0.90,0.76
0.17,"7,416",851,0.10,"117,472","303,098","8,827","70,099",0.19,0.89,0.75
0.18,"8,087",988,0.11,"125,559","295,011","9,815","69,111",0.19,0.88,0.73
0.19,"9,298","1,080",0.10,"134,857","285,713","10,895","68,031",0.19,0.86,0.71
0.2,"12,406","1,499",0.11,"147,263","273,307","12,394","66,532",0.20,0.84,0.68
0.21,"9,719","1,271",0.12,"156,982","263,588","13,665","65,261",0.20,0.83,0.66
0.22,"10,133","1,397",0.12,"167,115","253,455","15,062","63,864",0.20,0.81,0.64
0.23,"12,109","1,733",0.13,"179,224","241,346","16,795","62,131",0.20,0.79,0.61
0.24,"10,904","1,534",0.12,"190,128","230,442","18,329","60,597",0.21,0.77,0.58
0.25,"10,793","1,604",0.13,"200,921","219,649","19,933","58,993",0.21,0.75,0.56
0.26,"11,283","1,680",0.13,"212,204","208,366","21,613","57,313",0.22,0.73,0.53
0.27,"11,751","1,944",0.14,"223,955","196,615","23,557","55,369",0.22,0.70,0.50
0.28,"10,897","1,950",0.15,"234,852","185,718","25,507","53,419",0.22,0.68,0.48
0.29,"8,529","1,527",0.15,"243,381","177,189","27,034","51,892",0.23,0.66,0.46
0.3,"8,534","1,427",0.14,"251,915","168,655","28,461","50,465",0.23,0.64,0.44
0.31,"9,165","1,692",0.16,"261,080","159,490","30,153","48,773",0.23,0.62,0.42
0.32,"7,115","1,419",0.17,"268,195","152,375","31,572","47,354",0.24,0.60,0.40
0.33,"7,563","1,492",0.16,"275,758","144,812","33,064","45,862",0.24,0.58,0.38
0.34,"5,637","1,065",0.16,"281,395","139,175","34,129","44,797",0.24,0.57,0.37
0.35,"5,738","1,114",0.16,"287,133","133,437","35,243","43,683",0.25,0.55,0.35
0.36,"5,300","1,199",0.18,"292,433","128,137","36,442","42,484",0.25,0.54,0.34
0.37,"5,714","1,202",0.17,"298,147","122,423","37,644","41,282",0.25,0.52,0.33
0.38,"4,575","1,020",0.18,"302,722","117,848","38,664","40,262",0.25,0.51,0.32
0.39,"4,663","1,057",0.18,"307,385","113,185","39,721","39,205",0.26,0.50,0.31
0.4,"4,761","1,082",0.19,"312,146","108,424","40,803","38,123",0.26,0.48,0.29
0.41,"5,010","1,166",0.19,"317,156","103,414","41,969","36,957",0.26,0.47,0.28
0.42,"4,198",976,0.19,"321,354","99,216","42,945","35,981",0.27,0.46,0.27
0.43,"3,993","1,032",0.21,"325,347","95,223","43,977","34,949",0.27,0.44,0.26
0.44,"4,430","1,174",0.21,"329,777","90,793","45,151","33,775",0.27,0.43,0.25
0.45,"3,681",953,0.21,"333,458","87,112","46,104","32,822",0.27,0.42,0.24
0.46,"3,771","1,038",0.22,"337,229","83,341","47,142","31,784",0.28,0.40,0.23
0.47,"4,269","1,224",0.22,"341,498","79,072","48,366","30,560",0.28,0.39,0.22
0.48,"3,404",955,0.22,"344,902","75,668","49,321","29,605",0.28,0.38,0.21
0.49,"3,339",894,0.21,"348,241","72,329","50,215","28,711",0.28,0.36,0.20
0.5,"4,147","1,293",0.24,"352,388","68,182","51,508","27,418",0.29,0.35,0.19
0.51,"2,969",790,0.21,"355,357","65,213","52,298","26,628",0.29,0.34,0.18
0.52,"3,517","1,058",0.23,"358,874","61,696","53,356","25,570",0.29,0.32,0.17
0.53,"3,039",894,0.23,"361,913","58,657","54,250","24,676",0.30,0.31,0.17
0.54,"3,138","1,093",0.26,"365,051","55,519","55,343","23,583",0.30,0.30,0.16
0.55,"3,159","1,077",0.25,"368,210","52,360","56,420","22,506",0.30,0.29,0.15
0.56,"3,235","1,001",0.24,"371,445","49,125","57,421","21,505",0.30,0.27,0.14
0.57,"2,863","1,035",0.27,"374,308","46,262","58,456","20,470",0.31,0.26,0.13
0.58,"2,780",986,0.26,"377,088","43,482","59,442","19,484",0.31,0.25,0.13
0.59,"2,681",858,0.24,"379,769","40,801","60,300","18,626",0.31,0.24,0.12
0.6,"2,860","1,046",0.27,"382,629","37,941","61,346","17,580",0.32,0.22,0.11
0.61,"2,550",890,0.26,"385,179","35,391","62,236","16,690",0.32,0.21,0.10
0.62,"2,335",895,0.28,"387,514","33,056","63,131","15,795",0.32,0.20,0.10
0.63,"2,048",800,0.28,"389,562","31,008","63,931","14,995",0.33,0.19,0.09
0.64,"2,406",940,0.28,"391,968","28,602","64,871","14,055",0.33,0.18,0.09
0.65,"2,110",831,0.28,"394,078","26,492","65,702","13,224",0.33,0.17,0.08
0.66,"2,295",874,0.28,"396,373","24,197","66,576","12,350",0.34,0.16,0.07
0.67,"2,144",847,0.28,"398,517","22,053","67,423","11,503",0.34,0.15,0.07
0.68,"1,923",784,0.29,"400,440","20,130","68,207","10,719",0.35,0.14,0.06
0.69,"1,472",618,0.30,"401,912","18,658","68,825","10,101",0.35,0.13,0.06
0.7,"1,565",717,0.31,"403,477","17,093","69,542","9,384",0.35,0.12,0.05
0.71,"1,374",519,0.27,"404,851","15,719","70,061","8,865",0.36,0.11,0.05
