p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,"5,687",20,284.35,"5,687","414,883",20,"78,906",5.26,0.16,1.00,0.99
0.02,"11,632",89,130.70,"17,319","403,251",109,"78,817",5.12,0.16,1.00,0.97
0.03,"14,964",171,87.51,"32,283","388,287",280,"78,646",4.94,0.17,1.00,0.93
0.04,"15,779",277,56.96,"48,062","372,508",557,"78,369",4.75,0.17,0.99,0.90
0.05,"15,691",323,48.58,"63,753","356,817",880,"78,046",4.57,0.18,0.99,0.87
0.06,"15,819",414,38.21,"79,572","340,998","1,294","77,632",4.39,0.19,0.98,0.84
0.07,"15,267",542,28.17,"94,839","325,731","1,836","77,090",4.23,0.19,0.98,0.81
0.08,"14,629",575,25.44,"109,468","311,102","2,411","76,515",4.07,0.20,0.97,0.78
0.09,"14,110",599,23.56,"123,578","296,992","3,010","75,916",3.91,0.20,0.96,0.75
0.1,"13,554",673,20.14,"137,132","283,438","3,683","75,243",3.77,0.21,0.95,0.72
0.11,"12,907",725,17.80,"150,039","270,531","4,408","74,518",3.63,0.22,0.94,0.69
0.12,"12,465",786,15.86,"162,504","258,066","5,194","73,732",3.50,0.22,0.93,0.66
0.13,"11,905",782,15.22,"174,409","246,161","5,976","72,950",3.37,0.23,0.92,0.64
0.14,"11,518",859,13.41,"185,927","234,643","6,835","72,091",3.25,0.24,0.91,0.61
0.15,"10,831",895,12.10,"196,758","223,812","7,730","71,196",3.14,0.24,0.90,0.59
0.16,"10,265",933,11.00,"207,023","213,547","8,663","70,263",3.04,0.25,0.89,0.57
0.17,"9,948",946,10.52,"216,971","203,599","9,609","69,317",2.94,0.25,0.88,0.55
0.18,"9,451",966,9.78,"226,422","194,148","10,575","68,351",2.84,0.26,0.87,0.53
0.19,"8,966",985,9.10,"235,388","185,182","11,560","67,366",2.75,0.27,0.85,0.51
0.2,"8,699","1,048",8.30,"244,087","176,483","12,608","66,318",2.66,0.27,0.84,0.49
0.21,"8,381","1,056",7.94,"252,468","168,102","13,664","65,262",2.58,0.28,0.83,0.47
0.22,"7,864","1,060",7.42,"260,332","160,238","14,724","64,202",2.50,0.29,0.81,0.45
0.23,"7,597","1,071",7.09,"267,929","152,641","15,795","63,131",2.42,0.29,0.80,0.43
0.24,"7,221","1,138",6.35,"275,150","145,420","16,933","61,993",2.35,0.30,0.79,0.42
0.25,"6,932","1,104",6.28,"282,082","138,488","18,037","60,889",2.27,0.31,0.77,0.40
0.26,"6,660","1,073",6.21,"288,742","131,828","19,110","59,816",2.20,0.31,0.76,0.38
0.27,"6,398","1,129",5.67,"295,140","125,430","20,239","58,687",2.14,0.32,0.74,0.37
0.28,"6,138","1,071",5.73,"301,278","119,292","21,310","57,616",2.07,0.33,0.73,0.35
0.29,"5,779","1,104",5.23,"307,057","113,513","22,414","56,512",2.01,0.33,0.72,0.34
0.3,"5,581","1,174",4.75,"312,638","107,932","23,588","55,338",1.95,0.34,0.70,0.33
0.31,"5,235","1,154",4.54,"317,873","102,697","24,742","54,184",1.90,0.35,0.69,0.31
0.32,"5,210","1,120",4.65,"323,083","97,487","25,862","53,064",1.84,0.35,0.67,0.30
0.33,"4,836","1,150",4.21,"327,919","92,651","27,012","51,914",1.78,0.36,0.66,0.29
0.34,"4,698","1,139",4.12,"332,617","87,953","28,151","50,775",1.73,0.37,0.64,0.28
0.35,"4,598","1,092",4.21,"337,215","83,355","29,243","49,683",1.68,0.37,0.63,0.27
0.36,"4,243","1,171",3.62,"341,458","79,112","30,414","48,512",1.63,0.38,0.61,0.26
0.37,"4,235","1,185",3.57,"345,693","74,877","31,599","47,327",1.58,0.39,0.60,0.24
0.38,"3,851","1,200",3.21,"349,544","71,026","32,799","46,127",1.54,0.39,0.58,0.23
0.39,"3,721","1,143",3.26,"353,265","67,305","33,942","44,984",1.50,0.40,0.57,0.22
0.4,"3,586","1,172",3.06,"356,851","63,719","35,114","43,812",1.45,0.41,0.56,0.22
0.41,"3,546","1,154",3.07,"360,397","60,173","36,268","42,658",1.41,0.41,0.54,0.21
0.42,"3,307","1,141",2.90,"363,704","56,866","37,409","41,517",1.37,0.42,0.53,0.20
0.43,"3,219","1,194",2.70,"366,923","53,647","38,603","40,323",1.33,0.43,0.51,0.19
0.44,"3,015","1,214",2.48,"369,938","50,632","39,817","39,109",1.29,0.44,0.50,0.18
0.45,"2,967","1,119",2.65,"372,905","47,665","40,936","37,990",1.25,0.44,0.48,0.17
0.46,"2,715","1,075",2.53,"375,620","44,950","42,011","36,915",1.22,0.45,0.47,0.16
0.47,"2,617","1,172",2.23,"378,237","42,333","43,183","35,743",1.18,0.46,0.45,0.16
0.48,"2,551","1,103",2.31,"380,788","39,782","44,286","34,640",1.15,0.47,0.44,0.15
0.49,"2,335","1,020",2.29,"383,123","37,447","45,306","33,620",1.11,0.47,0.43,0.14
0.5,"2,228","1,089",2.05,"385,351","35,219","46,395","32,531",1.08,0.48,0.41,0.14
0.51,"2,231","1,088",2.05,"387,582","32,988","47,483","31,443",1.05,0.49,0.40,0.13
0.52,"2,068","1,008",2.05,"389,650","30,920","48,491","30,435",1.02,0.50,0.39,0.12
0.53,"2,011","1,036",1.94,"391,661","28,909","49,527","29,399",0.98,0.50,0.37,0.12
0.54,"1,835",942,1.95,"393,496","27,074","50,469","28,457",0.95,0.51,0.36,0.11
0.55,"1,779",994,1.79,"395,275","25,295","51,463","27,463",0.92,0.52,0.35,0.11
0.56,"1,631","1,007",1.62,"396,906","23,664","52,470","26,456",0.89,0.53,0.34,0.10
0.57,"1,617",894,1.81,"398,523","22,047","53,364","25,562",0.86,0.54,0.32,0.10
0.58,"1,523","1,003",1.52,"400,046","20,524","54,367","24,559",0.84,0.54,0.31,0.09
0.59,"1,389",919,1.51,"401,435","19,135","55,286","23,640",0.81,0.55,0.30,0.09
0.6,"1,321",891,1.48,"402,756","17,814","56,177","22,749",0.78,0.56,0.29,0.08
0.61,"1,342",932,1.44,"404,098","16,472","57,109","21,817",0.76,0.57,0.28,0.08
0.62,"1,167",893,1.31,"405,265","15,305","58,002","20,924",0.73,0.58,0.27,0.07
0.63,"1,162",891,1.30,"406,427","14,143","58,893","20,033",0.71,0.59,0.25,0.07
0.64,"1,046",888,1.18,"407,473","13,097","59,781","19,145",0.68,0.59,0.24,0.06
0.65,"1,030",835,1.23,"408,503","12,067","60,616","18,310",0.66,0.60,0.23,0.06
0.66,916,772,1.19,"409,419","11,151","61,388","17,538",0.64,0.61,0.22,0.06
0.67,896,818,1.10,"410,315","10,255","62,206","16,720",0.61,0.62,0.21,0.05
0.68,783,777,1.01,"411,098","9,472","62,983","15,943",0.59,0.63,0.20,0.05
0.69,797,788,1.01,"411,895","8,675","63,771","15,155",0.57,0.64,0.19,0.05
0.7,745,757,0.98,"412,640","7,930","64,528","14,398",0.55,0.64,0.18,0.04
0.71,639,765,0.84,"413,279","7,291","65,293","13,633",0.53,0.65,0.17,0.04
0.72,629,732,0.86,"413,908","6,662","66,025","12,901",0.52,0.66,0.16,0.04
0.73,565,713,0.79,"414,473","6,097","66,738","12,188",0.50,0.67,0.15,0.04
0.74,551,662,0.83,"415,024","5,546","67,400","11,526",0.48,0.68,0.15,0.03
0.75,528,633,0.83,"415,552","5,018","68,033","10,893",0.46,0.68,0.14,0.03
0.76,493,661,0.75,"416,045","4,525","68,694","10,232",0.44,0.69,0.13,0.03
0.77,430,596,0.72,"416,475","4,095","69,290","9,636",0.42,0.70,0.12,0.03
0.78,378,589,0.64,"416,853","3,717","69,879","9,047",0.41,0.71,0.11,0.03
0.79,368,579,0.64,"417,221","3,349","70,458","8,468",0.40,0.72,0.11,0.02
0.8,333,539,0.62,"417,554","3,016","70,997","7,929",0.38,0.72,0.10,0.02
0.81,295,596,0.49,"417,849","2,721","71,593","7,333",0.37,0.73,0.09,0.02
0.82,272,512,0.53,"418,121","2,449","72,105","6,821",0.36,0.74,0.09,0.02
0.83,299,556,0.54,"418,420","2,150","72,661","6,265",0.34,0.74,0.08,0.02
0.84,281,548,0.51,"418,701","1,869","73,209","5,717",0.33,0.75,0.07,0.02
0.85,280,543,0.52,"418,981","1,589","73,752","5,174",0.31,0.77,0.07,0.01
0.86,247,552,0.45,"419,228","1,342","74,304","4,622",0.29,0.77,0.06,0.01
0.87,215,572,0.38,"419,443","1,127","74,876","4,050",0.28,0.78,0.05,0.01
0.88,196,564,0.35,"419,639",931,"75,440","3,486",0.27,0.79,0.04,0.01
0.89,196,603,0.33,"419,835",735,"76,043","2,883",0.25,0.80,0.04,0.01
0.9,187,616,0.30,"420,022",548,"76,659","2,267",0.24,0.81,0.03,0.01
0.91,160,529,0.30,"420,182",388,"77,188","1,738",0.22,0.82,0.02,0.00
0.92,147,495,0.30,"420,329",241,"77,683","1,243",0.19,0.84,0.02,0.00
0.93,95,446,0.21,"420,424",146,"78,129",797,0.18,0.85,0.01,0.00
0.94,66,305,0.22,"420,490",80,"78,434",492,0.16,0.86,0.01,0.00
0.95,51,227,0.22,"420,541",29,"78,661",265,0.11,0.90,0.00,0.00
0.96,21,153,0.14,"420,562",8,"78,814",112,0.07,0.93,0.00,0.00
0.97,8,70,0.11,"420,570",0,"78,884",42,0.00,1.00,0.00,0.00
0.98,0,33,0.00,"420,570",0,"78,917",9,0.00,1.00,0.00,0.00
0.99,0,9,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
