p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"1,139",0,0.00,"1,139","419,431",0,"78,926",0.16,1.00,1.00
0.01,"2,769",8,0.00,"3,908","416,662",8,"78,918",0.16,1.00,0.99
0.02,"4,211",19,0.00,"8,119","412,451",27,"78,899",0.16,1.00,0.98
0.03,"5,113",28,0.01,"13,232","407,338",55,"78,871",0.16,1.00,0.97
0.04,"5,606",41,0.01,"18,838","401,732",96,"78,830",0.16,1.00,0.96
0.05,"6,041",63,0.01,"24,879","395,691",159,"78,767",0.17,1.00,0.95
0.06,"6,413",78,0.01,"31,292","389,278",237,"78,689",0.17,1.00,0.94
0.07,"6,621",81,0.01,"37,913","382,657",318,"78,608",0.17,1.00,0.92
0.08,"6,540",91,0.01,"44,453","376,117",409,"78,517",0.17,0.99,0.91
0.09,"6,904",107,0.02,"51,357","369,213",516,"78,410",0.18,0.99,0.90
0.1,"6,662",138,0.02,"58,019","362,551",654,"78,272",0.18,0.99,0.88
0.11,"6,736",139,0.02,"64,755","355,815",793,"78,133",0.18,0.99,0.87
0.12,"6,850",172,0.02,"71,605","348,965",965,"77,961",0.18,0.99,0.85
0.13,"6,764",205,0.03,"78,369","342,201","1,170","77,756",0.19,0.99,0.84
0.14,"6,813",197,0.03,"85,182","335,388","1,367","77,559",0.19,0.98,0.83
0.15,"6,828",206,0.03,"92,010","328,560","1,573","77,353",0.19,0.98,0.81
0.16,"6,716",211,0.03,"98,726","321,844","1,784","77,142",0.19,0.98,0.80
0.17,"6,666",248,0.04,"105,392","315,178","2,032","76,894",0.20,0.97,0.78
0.18,"6,680",227,0.03,"112,072","308,498","2,259","76,667",0.20,0.97,0.77
0.19,"6,661",266,0.04,"118,733","301,837","2,525","76,401",0.20,0.97,0.76
0.2,"6,608",282,0.04,"125,341","295,229","2,807","76,119",0.20,0.96,0.74
0.21,"6,505",314,0.05,"131,846","288,724","3,121","75,805",0.21,0.96,0.73
0.22,"6,446",353,0.05,"138,292","282,278","3,474","75,452",0.21,0.96,0.72
0.23,"6,468",342,0.05,"144,760","275,810","3,816","75,110",0.21,0.95,0.70
0.24,"6,464",356,0.05,"151,224","269,346","4,172","74,754",0.22,0.95,0.69
0.25,"6,350",388,0.06,"157,574","262,996","4,560","74,366",0.22,0.94,0.68
0.26,"6,280",393,0.06,"163,854","256,716","4,953","73,973",0.22,0.94,0.66
0.27,"6,232",433,0.06,"170,086","250,484","5,386","73,540",0.23,0.93,0.65
0.28,"6,156",440,0.07,"176,242","244,328","5,826","73,100",0.23,0.93,0.64
0.29,"6,151",442,0.07,"182,393","238,177","6,268","72,658",0.23,0.92,0.62
0.3,"6,075",462,0.07,"188,468","232,102","6,730","72,196",0.24,0.91,0.61
0.31,"6,051",483,0.07,"194,519","226,051","7,213","71,713",0.24,0.91,0.60
0.32,"6,046",564,0.09,"200,565","220,005","7,777","71,149",0.24,0.90,0.58
0.33,"5,703",528,0.08,"206,268","214,302","8,305","70,621",0.25,0.89,0.57
0.34,"5,781",561,0.09,"212,049","208,521","8,866","70,060",0.25,0.89,0.56
0.35,"5,809",554,0.09,"217,858","202,712","9,420","69,506",0.26,0.88,0.54
0.36,"5,589",584,0.09,"223,447","197,123","10,004","68,922",0.26,0.87,0.53
0.37,"5,589",627,0.10,"229,036","191,534","10,631","68,295",0.26,0.87,0.52
0.38,"5,359",610,0.10,"234,395","186,175","11,241","67,685",0.27,0.86,0.51
0.39,"5,415",634,0.10,"239,810","180,760","11,875","67,051",0.27,0.85,0.50
0.4,"5,510",675,0.11,"245,320","175,250","12,550","66,376",0.27,0.84,0.48
0.41,"5,360",696,0.11,"250,680","169,890","13,246","65,680",0.28,0.83,0.47
0.42,"5,253",694,0.12,"255,933","164,637","13,940","64,986",0.28,0.82,0.46
0.43,"5,074",714,0.12,"261,007","159,563","14,654","64,272",0.29,0.81,0.45
0.44,"5,144",703,0.12,"266,151","154,419","15,357","63,569",0.29,0.81,0.44
0.45,"4,929",781,0.14,"271,080","149,490","16,138","62,788",0.30,0.80,0.42
0.46,"5,030",817,0.14,"276,110","144,460","16,955","61,971",0.30,0.79,0.41
0.47,"4,896",818,0.14,"281,006","139,564","17,773","61,153",0.30,0.77,0.40
0.48,"4,846",793,0.14,"285,852","134,718","18,566","60,360",0.31,0.76,0.39
0.49,"4,764",824,0.15,"290,616","129,954","19,390","59,536",0.31,0.75,0.38
0.5,"4,707",845,0.15,"295,323","125,247","20,235","58,691",0.32,0.74,0.37
0.51,"4,609",863,0.16,"299,932","120,638","21,098","57,828",0.32,0.73,0.36
0.52,"4,551",839,0.16,"304,483","116,087","21,937","56,989",0.33,0.72,0.35
0.53,"4,270",914,0.18,"308,753","111,817","22,851","56,075",0.33,0.71,0.34
0.54,"4,507",904,0.17,"313,260","107,310","23,755","55,171",0.34,0.70,0.33
0.55,"4,214","1,040",0.20,"317,474","103,096","24,795","54,131",0.34,0.69,0.31
0.56,"4,389",968,0.18,"321,863","98,707","25,763","53,163",0.35,0.67,0.30
0.57,"4,298",908,0.17,"326,161","94,409","26,671","52,255",0.36,0.66,0.29
0.58,"4,018",994,0.20,"330,179","90,391","27,665","51,261",0.36,0.65,0.28
0.59,"4,007","1,061",0.21,"334,186","86,384","28,726","50,200",0.37,0.64,0.27
0.6,"3,978","1,082",0.21,"338,164","82,406","29,808","49,118",0.37,0.62,0.26
0.61,"3,979","1,110",0.22,"342,143","78,427","30,918","48,008",0.38,0.61,0.25
0.62,"3,851","1,128",0.23,"345,994","74,576","32,046","46,880",0.39,0.59,0.24
0.63,"3,850","1,174",0.23,"349,844","70,726","33,220","45,706",0.39,0.58,0.23
0.64,"3,623","1,229",0.25,"353,467","67,103","34,449","44,477",0.40,0.56,0.22
0.65,"3,665","1,187",0.24,"357,132","63,438","35,636","43,290",0.41,0.55,0.21
0.66,"3,496","1,170",0.25,"360,628","59,942","36,806","42,120",0.41,0.53,0.20
0.67,"3,475","1,236",0.26,"364,103","56,467","38,042","40,884",0.42,0.52,0.19
0.68,"3,318","1,249",0.27,"367,421","53,149","39,291","39,635",0.43,0.50,0.19
0.69,"3,231","1,245",0.28,"370,652","49,918","40,536","38,390",0.43,0.49,0.18
0.7,"3,177","1,236",0.28,"373,829","46,741","41,772","37,154",0.44,0.47,0.17
0.71,"2,991","1,286",0.30,"376,820","43,750","43,058","35,868",0.45,0.45,0.16
0.72,"2,967","1,267",0.30,"379,787","40,783","44,325","34,601",0.46,0.44,0.15
0.73,"2,779","1,252",0.31,"382,566","38,004","45,577","33,349",0.47,0.42,0.14
0.74,"2,861","1,236",0.30,"385,427","35,143","46,813","32,113",0.48,0.41,0.13
0.75,"2,680","1,332",0.33,"388,107","32,463","48,145","30,781",0.49,0.39,0.13
0.76,"2,566","1,262",0.33,"390,673","29,897","49,407","29,519",0.50,0.37,0.12
0.77,"2,370","1,334",0.36,"393,043","27,527","50,741","28,185",0.51,0.36,0.11
0.78,"2,339","1,367",0.37,"395,382","25,188","52,108","26,818",0.52,0.34,0.10
0.79,"2,206","1,391",0.39,"397,588","22,982","53,499","25,427",0.53,0.32,0.10
0.8,"2,126","1,329",0.38,"399,714","20,856","54,828","24,098",0.54,0.31,0.09
0.81,"2,043","1,348",0.40,"401,757","18,813","56,176","22,750",0.55,0.29,0.08
0.82,"1,961","1,397",0.42,"403,718","16,852","57,573","21,353",0.56,0.27,0.08
0.83,"1,782","1,318",0.43,"405,500","15,070","58,891","20,035",0.57,0.25,0.07
0.84,"1,738","1,324",0.43,"407,238","13,332","60,215","18,711",0.58,0.24,0.06
0.85,"1,583","1,326",0.46,"408,821","11,749","61,541","17,385",0.60,0.22,0.06
0.86,"1,518","1,342",0.47,"410,339","10,231","62,883","16,043",0.61,0.20,0.05
0.87,"1,383","1,316",0.49,"411,722","8,848","64,199","14,727",0.62,0.19,0.05
0.88,"1,300","1,285",0.50,"413,022","7,548","65,484","13,442",0.64,0.17,0.04
0.89,"1,212","1,258",0.51,"414,234","6,336","66,742","12,184",0.66,0.15,0.04
0.9,987,"1,247",0.56,"415,221","5,349","67,989","10,937",0.67,0.14,0.03
0.91,906,"1,227",0.58,"416,127","4,443","69,216","9,710",0.69,0.12,0.03
0.92,825,"1,177",0.59,"416,952","3,618","70,393","8,533",0.70,0.11,0.02
0.93,709,"1,069",0.60,"417,661","2,909","71,462","7,464",0.72,0.09,0.02
0.94,623,"1,091",0.64,"418,284","2,286","72,553","6,373",0.74,0.08,0.02
0.95,579,"1,171",0.67,"418,863","1,707","73,724","5,202",0.75,0.07,0.01
0.96,527,"1,272",0.71,"419,390","1,180","74,996","3,930",0.77,0.05,0.01
0.97,436,"1,342",0.75,"419,826",744,"76,338","2,588",0.78,0.03,0.01
0.98,394,"1,199",0.75,"420,220",350,"77,537","1,389",0.80,0.02,0.00
0.99,268,972,0.78,"420,488",82,"78,509",417,0.84,0.01,0.00
1.0,82,417,0.84,"420,570",0,"78,926",0,nan,0.00,0.00
