p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.01,77,0,0.00,77,"420,493",0,"78,926",0.16,1.00,1.00
0.02,169,0,0.00,246,"420,324",0,"78,926",0.16,1.00,1.00
0.03,168,0,0.00,414,"420,156",0,"78,926",0.16,1.00,1.00
0.04,315,0,0.00,729,"419,841",0,"78,926",0.16,1.00,1.00
0.05,396,1,0.00,"1,125","419,445",1,"78,925",0.16,1.00,1.00
0.06,498,0,0.00,"1,623","418,947",1,"78,925",0.16,1.00,1.00
0.07,678,3,0.00,"2,301","418,269",4,"78,922",0.16,1.00,1.00
0.08,961,4,0.00,"3,262","417,308",8,"78,918",0.16,1.00,0.99
0.09,"1,256",4,0.00,"4,518","416,052",12,"78,914",0.16,1.00,0.99
0.1,"1,557",8,0.01,"6,075","414,495",20,"78,906",0.16,1.00,0.99
0.11,"1,861",7,0.00,"7,936","412,634",27,"78,899",0.16,1.00,0.98
0.12,"2,173",9,0.00,"10,109","410,461",36,"78,890",0.16,1.00,0.98
0.13,"2,598",21,0.01,"12,707","407,863",57,"78,869",0.16,1.00,0.97
0.14,"3,091",23,0.01,"15,798","404,772",80,"78,846",0.16,1.00,0.97
0.15,"3,406",10,0.00,"19,204","401,366",90,"78,836",0.16,1.00,0.96
0.16,"3,631",26,0.01,"22,835","397,735",116,"78,810",0.17,1.00,0.95
0.17,"4,045",46,0.01,"26,880","393,690",162,"78,764",0.17,1.00,0.95
0.18,"4,395",61,0.01,"31,275","389,295",223,"78,703",0.17,1.00,0.94
0.19,"4,790",54,0.01,"36,065","384,505",277,"78,649",0.17,1.00,0.93
0.2,"5,127",83,0.02,"41,192","379,378",360,"78,566",0.17,1.00,0.92
0.21,"5,475",88,0.02,"46,667","373,903",448,"78,478",0.17,0.99,0.91
0.22,"5,768",111,0.02,"52,435","368,135",559,"78,367",0.18,0.99,0.89
0.23,"6,218",109,0.02,"58,653","361,917",668,"78,258",0.18,0.99,0.88
0.24,"6,453",133,0.02,"65,106","355,464",801,"78,125",0.18,0.99,0.87
0.25,"6,708",159,0.02,"71,814","348,756",960,"77,966",0.18,0.99,0.85
0.26,"6,818",181,0.03,"78,632","341,938","1,141","77,785",0.19,0.99,0.84
0.27,"7,240",190,0.03,"85,872","334,698","1,331","77,595",0.19,0.98,0.83
0.28,"7,489",252,0.03,"93,361","327,209","1,583","77,343",0.19,0.98,0.81
0.29,"7,686",274,0.03,"101,047","319,523","1,857","77,069",0.19,0.98,0.79
0.3,"7,849",268,0.03,"108,896","311,674","2,125","76,801",0.20,0.97,0.78
0.31,"8,176",354,0.04,"117,072","303,498","2,479","76,447",0.20,0.97,0.76
0.32,"8,205",349,0.04,"125,277","295,293","2,828","76,098",0.20,0.96,0.74
0.33,"8,313",378,0.04,"133,590","286,980","3,206","75,720",0.21,0.96,0.73
0.34,"8,573",428,0.05,"142,163","278,407","3,634","75,292",0.21,0.95,0.71
0.35,"8,514",475,0.05,"150,677","269,893","4,109","74,817",0.22,0.95,0.69
0.36,"8,613",524,0.06,"159,290","261,280","4,633","74,293",0.22,0.94,0.67
0.37,"8,727",617,0.07,"168,017","252,553","5,250","73,676",0.23,0.93,0.65
0.38,"8,844",660,0.07,"176,861","243,709","5,910","73,016",0.23,0.93,0.63
0.39,"9,022",696,0.07,"185,883","234,687","6,606","72,320",0.24,0.92,0.61
0.4,"8,802",726,0.08,"194,685","225,885","7,332","71,594",0.24,0.91,0.60
0.41,"8,915",754,0.08,"203,600","216,970","8,086","70,840",0.25,0.90,0.58
0.42,"8,844",852,0.09,"212,444","208,126","8,938","69,988",0.25,0.89,0.56
0.43,"8,813",879,0.09,"221,257","199,313","9,817","69,109",0.26,0.88,0.54
0.44,"8,680",935,0.10,"229,937","190,633","10,752","68,174",0.26,0.86,0.52
0.45,"8,748",980,0.10,"238,685","181,885","11,732","67,194",0.27,0.85,0.50
0.46,"8,397","1,044",0.11,"247,082","173,488","12,776","66,150",0.28,0.84,0.48
0.47,"8,223","1,087",0.12,"255,305","165,265","13,863","65,063",0.28,0.82,0.46
0.48,"8,248","1,169",0.12,"263,553","157,017","15,032","63,894",0.29,0.81,0.44
0.49,"8,091","1,182",0.13,"271,644","148,926","16,214","62,712",0.30,0.79,0.42
0.5,"7,934","1,244",0.14,"279,578","140,992","17,458","61,468",0.30,0.78,0.41
0.51,"7,961","1,331",0.14,"287,539","133,031","18,789","60,137",0.31,0.76,0.39
0.52,"7,872","1,438",0.15,"295,411","125,159","20,227","58,699",0.32,0.74,0.37
0.53,"7,525","1,469",0.16,"302,936","117,634","21,696","57,230",0.33,0.73,0.35
0.54,"7,293","1,492",0.17,"310,229","110,341","23,188","55,738",0.34,0.71,0.33
0.55,"7,126","1,530",0.18,"317,355","103,215","24,718","54,208",0.34,0.69,0.32
0.56,"6,969","1,642",0.19,"324,324","96,246","26,360","52,566",0.35,0.67,0.30
0.57,"6,602","1,636",0.20,"330,926","89,644","27,996","50,930",0.36,0.65,0.28
0.58,"6,375","1,688",0.21,"337,301","83,269","29,684","49,242",0.37,0.62,0.27
