p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,263,0,inf,263,"420,307",0,"78,926",5.33,0.16,1.00,1.00
0.1,787,0,inf,"1,050","419,520",0,"78,926",5.32,0.16,1.00,1.00
0.15,"3,070",3,1023.33,"4,120","416,450",3,"78,923",5.28,0.16,1.00,0.99
0.2,"10,510",44,238.86,"14,630","405,940",47,"78,879",5.15,0.16,1.00,0.97
0.25,"23,156",199,116.36,"37,786","382,784",246,"78,680",4.87,0.17,1.00,0.92
0.3,"39,429",784,50.29,"77,215","343,355","1,030","77,896",4.41,0.18,0.99,0.84
0.35,"55,918","2,135",26.19,"133,133","287,437","3,165","75,761",3.79,0.21,0.96,0.73
0.4,"67,153","4,572",14.69,"200,286","220,284","7,737","71,189",3.09,0.24,0.90,0.58
0.45,"68,732","8,242",8.34,"269,018","151,552","15,979","62,947",2.41,0.29,0.80,0.43
0.5,"61,059","11,965",5.10,"330,077","90,493","27,944","50,982",1.77,0.36,0.65,0.28
0.55,"45,336","14,478",3.13,"375,413","45,157","42,422","36,504",1.24,0.45,0.46,0.16
0.6,"26,545","13,546",1.96,"401,958","18,612","55,968","22,958",0.81,0.55,0.29,0.08
0.65,"11,980","10,355",1.16,"413,938","6,632","66,323","12,603",0.53,0.66,0.16,0.04
0.7,"4,466","6,336",0.70,"418,404","2,166","72,659","6,267",0.35,0.74,0.08,0.02
0.75,"1,683","4,214",0.40,"420,087",483,"76,873","2,053",0.24,0.81,0.03,0.01
0.8,447,"1,802",0.25,"420,534",36,"78,675",251,0.14,0.87,0.00,0.00
0.85,36,243,0.15,"420,570",0,"78,918",8,0.00,1.00,0.00,0.00
0.9,0,8,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
