p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,557,4,0.01,557,"420,013",4,"78,922",0.16,1.00,1.00
0.1,"5,036",55,0.01,"5,593","414,977",59,"78,867",0.16,1.00,0.99
0.15,"13,369",280,0.02,"18,962","401,608",339,"78,587",0.16,1.00,0.96
0.2,"22,480",800,0.03,"41,442","379,128","1,139","77,787",0.17,0.99,0.91
0.25,"30,910","1,494",0.05,"72,352","348,218","2,633","76,293",0.18,0.97,0.85
0.3,"37,751","2,520",0.06,"110,103","310,467","5,153","73,773",0.19,0.93,0.77
0.35,"43,130","3,656",0.08,"153,233","267,337","8,809","70,117",0.21,0.89,0.68
0.4,"44,128","4,840",0.10,"197,361","223,209","13,649","65,277",0.23,0.83,0.58
0.45,"43,849","6,009",0.12,"241,210","179,360","19,658","59,268",0.25,0.75,0.48
0.5,"40,953","6,747",0.14,"282,163","138,407","26,405","52,521",0.28,0.67,0.38
0.55,"36,028","7,639",0.17,"318,191","102,379","34,044","44,882",0.30,0.57,0.29
0.6,"30,154","7,760",0.20,"348,345","72,225","41,804","37,122",0.34,0.47,0.22
0.65,"23,479","7,383",0.24,"371,824","48,746","49,187","29,739",0.38,0.38,0.16
0.7,"17,214","6,820",0.28,"389,038","31,532","56,007","22,919",0.42,0.29,0.11
0.75,"12,188","6,144",0.34,"401,226","19,344","62,151","16,775",0.46,0.21,0.07
0.8,"8,656","5,595",0.39,"409,882","10,688","67,746","11,180",0.51,0.14,0.04
0.85,"6,247","5,400",0.46,"416,129","4,441","73,146","5,780",0.57,0.07,0.02
0.9,"3,542","4,229",0.54,"419,671",899,"77,375","1,551",0.63,0.02,0.00
0.95,878,"1,483",0.63,"420,549",21,"78,858",68,0.76,0.00,0.00
1.0,21,68,0.76,"420,570",0,"78,926",0,nan,0.00,0.00
