p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,584",346,0.03,"10,584","409,986",346,"78,580",0.16,1.00,0.98
0.1,"26,157","1,370",0.05,"36,741","383,829","1,716","77,210",0.17,0.98,0.92
0.2,"33,789","2,270",0.06,"70,530","350,040","3,986","74,940",0.18,0.95,0.85
0.3,"32,231","3,012",0.09,"102,761","317,809","6,998","71,928",0.18,0.91,0.78
0.4,"53,934","6,340",0.11,"156,695","263,875","13,338","65,588",0.20,0.83,0.66
0.5,"72,635","10,977",0.13,"229,330","191,240","24,315","54,611",0.22,0.69,0.49
0.6,"62,627","11,891",0.16,"291,957","128,613","36,206","42,720",0.25,0.54,0.34
0.7,"46,223","11,083",0.19,"338,180","82,390","47,289","31,637",0.28,0.40,0.23
0.8,"36,274","11,240",0.24,"374,454","46,116","58,529","20,397",0.31,0.26,0.13
0.9,"30,608","11,729",0.28,"405,062","15,508","70,258","8,668",0.36,0.11,0.05
1.0,"15,508","8,668",0.36,"420,570",0,"78,926",0,nan,0.00,0.00
