p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,207",127,0.03,"4,207","416,363",127,"78,799",0.16,1.00,0.99
0.1,"125,787","8,514",0.06,"129,994","290,576","8,641","70,285",0.19,0.89,0.72
0.2,"136,019","18,499",0.12,"266,013","154,557","27,140","51,786",0.25,0.66,0.41
0.3,"80,062","17,464",0.18,"346,075","74,495","44,604","34,322",0.32,0.43,0.22
0.4,"37,188","11,743",0.24,"383,263","37,307","56,347","22,579",0.38,0.29,0.12
0.5,"16,564","7,151",0.30,"399,827","20,743","63,498","15,428",0.43,0.20,0.07
0.6,"8,506","4,768",0.36,"408,333","12,237","68,266","10,660",0.47,0.14,0.05
0.7,"5,053","3,501",0.41,"413,386","7,184","71,767","7,159",0.50,0.09,0.03
0.8,"3,365","2,892",0.46,"416,751","3,819","74,659","4,267",0.53,0.05,0.02
0.9,"2,163","2,223",0.51,"418,914","1,656","76,882","2,044",0.55,0.03,0.01
1.0,"1,656","2,044",0.55,"420,570",0,"78,926",0,nan,0.00,0.00
