p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,206",126,0.03,"4,206","416,364",126,"78,800",0.16,1.00,0.99
0.01,"1,570",49,0.03,"5,776","414,794",175,"78,751",0.16,1.00,0.99
0.02,"1,922",60,0.03,"7,698","412,872",235,"78,691",0.16,1.00,0.98
0.03,"2,498",90,0.03,"10,196","410,374",325,"78,601",0.16,1.00,0.98
0.04,"2,682",96,0.03,"12,878","407,692",421,"78,505",0.16,0.99,0.97
0.05,"3,137",141,0.04,"16,015","404,555",562,"78,364",0.16,0.99,0.97
0.06,"3,512",132,0.04,"19,527","401,043",694,"78,232",0.16,0.99,0.96
0.07,"3,666",178,0.05,"23,193","397,377",872,"78,054",0.16,0.99,0.95
0.08,"3,901",170,0.04,"27,094","393,476","1,042","77,884",0.17,0.99,0.94
0.09,"4,278",246,0.05,"31,372","389,198","1,288","77,638",0.17,0.98,0.93
0.1,"4,323",223,0.05,"35,695","384,875","1,511","77,415",0.17,0.98,0.93
0.11,"4,674",250,0.05,"40,369","380,201","1,761","77,165",0.17,0.98,0.92
0.12,"4,669",253,0.05,"45,038","375,532","2,014","76,912",0.17,0.97,0.91
0.13,"4,958",303,0.06,"49,996","370,574","2,317","76,609",0.17,0.97,0.90
0.14,"4,975",273,0.05,"54,971","365,599","2,590","76,336",0.17,0.97,0.88
0.15,"5,132",328,0.06,"60,103","360,467","2,918","76,008",0.17,0.96,0.87
0.16,"5,136",361,0.07,"65,239","355,331","3,279","75,647",0.18,0.96,0.86
0.17,"5,615",375,0.06,"70,854","349,716","3,654","75,272",0.18,0.95,0.85
0.18,"5,817",372,0.06,"76,671","343,899","4,026","74,900",0.18,0.95,0.84
0.19,"6,012",450,0.07,"82,683","337,887","4,476","74,450",0.18,0.94,0.83
0.2,"5,868",468,0.07,"88,551","332,019","4,944","73,982",0.18,0.94,0.81
0.21,"6,273",487,0.07,"94,824","325,746","5,431","73,495",0.18,0.93,0.80
0.22,"6,212",534,0.08,"101,036","319,534","5,965","72,961",0.19,0.92,0.79
0.23,"6,413",520,0.08,"107,449","313,121","6,485","72,441",0.19,0.92,0.77
0.24,"6,472",558,0.08,"113,921","306,649","7,043","71,883",0.19,0.91,0.76
0.25,"6,563",627,0.09,"120,484","300,086","7,670","71,256",0.19,0.90,0.74
0.26,"6,769",640,0.09,"127,253","293,317","8,310","70,616",0.19,0.89,0.73
0.27,"7,038",715,0.09,"134,291","286,279","9,025","69,901",0.20,0.89,0.71
0.28,"6,933",744,0.10,"141,224","279,346","9,769","69,157",0.20,0.88,0.70
0.29,"7,264",769,0.10,"148,488","272,082","10,538","68,388",0.20,0.87,0.68
0.3,"7,302",791,0.10,"155,790","264,780","11,329","67,597",0.20,0.86,0.67
0.31,"7,321",823,0.10,"163,111","257,459","12,152","66,774",0.21,0.85,0.65
0.32,"7,476",822,0.10,"170,587","249,983","12,974","65,952",0.21,0.84,0.63
