p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,207",24,0.01,"4,207","416,363",24,"78,902",0.16,1.00,0.99
0.01,"4,946",32,0.01,"9,153","411,417",56,"78,870",0.16,1.00,0.98
0.02,"6,865",57,0.01,"16,018","404,552",113,"78,813",0.16,1.00,0.97
0.03,"8,544",109,0.01,"24,562","396,008",222,"78,704",0.17,1.00,0.95
0.04,"9,856",157,0.02,"34,418","386,152",379,"78,547",0.17,1.00,0.93
0.05,"11,098",200,0.02,"45,516","375,054",579,"78,347",0.17,0.99,0.91
0.06,"11,618",259,0.02,"57,134","363,436",838,"78,088",0.18,0.99,0.88
0.07,"12,196",308,0.02,"69,330","351,240","1,146","77,780",0.18,0.99,0.86
0.08,"12,602",381,0.03,"81,932","338,638","1,527","77,399",0.19,0.98,0.83
0.09,"12,763",461,0.03,"94,695","325,875","1,988","76,938",0.19,0.97,0.81
0.1,"12,940",532,0.04,"107,635","312,935","2,520","76,406",0.20,0.97,0.78
0.11,"12,931",556,0.04,"120,566","300,004","3,076","75,850",0.20,0.96,0.75
0.12,"13,003",659,0.05,"133,569","287,001","3,735","75,191",0.21,0.95,0.73
0.13,"12,543",719,0.05,"146,112","274,458","4,454","74,472",0.21,0.94,0.70
0.14,"12,845",815,0.06,"158,957","261,613","5,269","73,657",0.22,0.93,0.67
0.15,"12,557",835,0.06,"171,514","249,056","6,104","72,822",0.23,0.92,0.64
0.16,"12,422",883,0.07,"183,936","236,634","6,987","71,939",0.23,0.91,0.62
0.17,"12,337","1,026",0.08,"196,273","224,297","8,013","70,913",0.24,0.90,0.59
0.18,"11,666","1,044",0.08,"207,939","212,631","9,057","69,869",0.25,0.89,0.57
0.19,"11,527","1,180",0.09,"219,466","201,104","10,237","68,689",0.25,0.87,0.54
0.2,"11,035","1,203",0.10,"230,501","190,069","11,440","67,486",0.26,0.86,0.52
0.21,"10,583","1,211",0.10,"241,084","179,486","12,651","66,275",0.27,0.84,0.49
0.22,"10,280","1,208",0.11,"251,364","169,206","13,859","65,067",0.28,0.82,0.47
0.23,"9,856","1,314",0.12,"261,220","159,350","15,173","63,753",0.29,0.81,0.45
0.24,"9,373","1,355",0.13,"270,593","149,977","16,528","62,398",0.29,0.79,0.43
0.25,"9,018","1,353",0.13,"279,611","140,959","17,881","61,045",0.30,0.77,0.40
0.26,"8,512","1,385",0.14,"288,123","132,447","19,266","59,660",0.31,0.76,0.38
0.27,"8,255","1,476",0.15,"296,378","124,192","20,742","58,184",0.32,0.74,0.37
0.28,"7,707","1,455",0.16,"304,085","116,485","22,197","56,729",0.33,0.72,0.35
0.29,"7,352","1,414",0.16,"311,437","109,133","23,611","55,315",0.34,0.70,0.33
0.3,"6,930","1,464",0.17,"318,367","102,203","25,075","53,851",0.35,0.68,0.31
0.31,"6,661","1,491",0.18,"325,028","95,542","26,566","52,360",0.35,0.66,0.30
0.32,"6,253","1,450",0.19,"331,281","89,289","28,016","50,910",0.36,0.65,0.28
0.33,"5,917","1,502",0.20,"337,198","83,372","29,518","49,408",0.37,0.63,0.27
0.34,"5,706","1,463",0.20,"342,904","77,666","30,981","47,945",0.38,0.61,0.25
0.35,"5,413","1,472",0.21,"348,317","72,253","32,453","46,473",0.39,0.59,0.24
0.36,"5,075","1,443",0.22,"353,392","67,178","33,896","45,030",0.40,0.57,0.22
0.37,"4,611","1,493",0.24,"358,003","62,567","35,389","43,537",0.41,0.55,0.21
0.38,"4,325","1,496",0.26,"362,328","58,242","36,885","42,041",0.42,0.53,0.20
0.39,"4,155","1,449",0.26,"366,483","54,087","38,334","40,592",0.43,0.51,0.19
0.4,"3,834","1,406",0.27,"370,317","50,253","39,740","39,186",0.44,0.50,0.18
0.41,"3,572","1,299",0.27,"373,889","46,681","41,039","37,887",0.45,0.48,0.17
0.42,"3,376","1,326",0.28,"377,265","43,305","42,365","36,561",0.46,0.46,0.16
0.43,"3,080","1,289",0.30,"380,345","40,225","43,654","35,272",0.47,0.45,0.15
0.44,"2,888","1,268",0.31,"383,233","37,337","44,922","34,004",0.48,0.43,0.14
0.45,"2,702","1,189",0.31,"385,935","34,635","46,111","32,815",0.49,0.42,0.14
0.46,"2,441","1,161",0.32,"388,376","32,194","47,272","31,654",0.50,0.40,0.13
0.47,"2,345","1,155",0.33,"390,721","29,849","48,427","30,499",0.51,0.39,0.12
0.48,"2,188","1,142",0.34,"392,909","27,661","49,569","29,357",0.51,0.37,0.11
0.49,"1,945","1,070",0.35,"394,854","25,716","50,639","28,287",0.52,0.36,0.11
0.5,"1,891","1,031",0.35,"396,745","23,825","51,670","27,256",0.53,0.35,0.10
0.51,"1,695","1,008",0.37,"398,440","22,130","52,678","26,248",0.54,0.33,0.10
0.52,"1,624","1,031",0.39,"400,064","20,506","53,709","25,217",0.55,0.32,0.09
0.53,"1,465",995,0.40,"401,529","19,041","54,704","24,222",0.56,0.31,0.09
0.54,"1,361",969,0.42,"402,890","17,680","55,673","23,253",0.57,0.29,0.08
0.55,"1,268",913,0.42,"404,158","16,412","56,586","22,340",0.58,0.28,0.08
0.56,"1,128",883,0.44,"405,286","15,284","57,469","21,457",0.58,0.27,0.07
0.57,"1,121",805,0.42,"406,407","14,163","58,274","20,652",0.59,0.26,0.07
0.58,987,811,0.45,"407,394","13,176","59,085","19,841",0.60,0.25,0.07
0.59,956,782,0.45,"408,350","12,220","59,867","19,059",0.61,0.24,0.06
0.6,893,786,0.47,"409,243","11,327","60,653","18,273",0.62,0.23,0.06
0.61,833,736,0.47,"410,076","10,494","61,389","17,537",0.63,0.22,0.06
0.62,740,747,0.50,"410,816","9,754","62,136","16,790",0.63,0.21,0.05
0.63,746,762,0.51,"411,562","9,008","62,898","16,028",0.64,0.20,0.05
0.64,690,710,0.51,"412,252","8,318","63,608","15,318",0.65,0.19,0.05
0.65,600,693,0.54,"412,852","7,718","64,301","14,625",0.65,0.19,0.04
0.66,536,626,0.54,"413,388","7,182","64,927","13,999",0.66,0.18,0.04
0.67,513,603,0.54,"413,901","6,669","65,530","13,396",0.67,0.17,0.04
0.68,484,578,0.54,"414,385","6,185","66,108","12,818",0.67,0.16,0.04
0.69,444,570,0.56,"414,829","5,741","66,678","12,248",0.68,0.16,0.04
0.7,416,581,0.58,"415,245","5,325","67,259","11,667",0.69,0.15,0.03
0.71,410,528,0.56,"415,655","4,915","67,787","11,139",0.69,0.14,0.03
0.72,377,508,0.57,"416,032","4,538","68,295","10,631",0.70,0.13,0.03
0.73,340,484,0.59,"416,372","4,198","68,779","10,147",0.71,0.13,0.03
0.74,306,488,0.61,"416,678","3,892","69,267","9,659",0.71,0.12,0.03
0.75,306,475,0.61,"416,984","3,586","69,742","9,184",0.72,0.12,0.03
0.76,292,475,0.62,"417,276","3,294","70,217","8,709",0.73,0.11,0.02
0.77,288,489,0.63,"417,564","3,006","70,706","8,220",0.73,0.10,0.02
0.78,249,423,0.63,"417,813","2,757","71,129","7,797",0.74,0.10,0.02
0.79,239,436,0.65,"418,052","2,518","71,565","7,361",0.75,0.09,0.02
0.8,209,433,0.67,"418,261","2,309","71,998","6,928",0.75,0.09,0.02
0.81,205,438,0.68,"418,466","2,104","72,436","6,490",0.76,0.08,0.02
0.82,172,371,0.68,"418,638","1,932","72,807","6,119",0.76,0.08,0.02
0.83,205,414,0.67,"418,843","1,727","73,221","5,705",0.77,0.07,0.01
0.84,183,414,0.69,"419,026","1,544","73,635","5,291",0.77,0.07,0.01
0.85,160,394,0.71,"419,186","1,384","74,029","4,897",0.78,0.06,0.01
0.86,165,380,0.70,"419,351","1,219","74,409","4,517",0.79,0.06,0.01
0.87,139,390,0.74,"419,490","1,080","74,799","4,127",0.79,0.05,0.01
0.88,114,342,0.75,"419,604",966,"75,141","3,785",0.80,0.05,0.01
0.89,126,341,0.73,"419,730",840,"75,482","3,444",0.80,0.04,0.01
0.9,121,350,0.74,"419,851",719,"75,832","3,094",0.81,0.04,0.01
0.91,101,290,0.74,"419,952",618,"76,122","2,804",0.82,0.04,0.01
0.92,85,302,0.78,"420,037",533,"76,424","2,502",0.82,0.03,0.01
0.93,86,301,0.78,"420,123",447,"76,725","2,201",0.83,0.03,0.01
0.94,68,271,0.80,"420,191",379,"76,996","1,930",0.84,0.02,0.00
0.95,79,269,0.77,"420,270",300,"77,265","1,661",0.85,0.02,0.00
0.96,54,197,0.78,"420,324",246,"77,462","1,464",0.86,0.02,0.00
0.97,55,188,0.77,"420,379",191,"77,650","1,276",0.87,0.02,0.00
0.98,29,198,0.87,"420,408",162,"77,848","1,078",0.87,0.01,0.00
0.99,28,153,0.85,"420,436",134,"78,001",925,0.87,0.01,0.00
1.0,134,925,0.87,"420,570",0,"78,926",0,nan,0.00,0.00
