p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,377,0,inf,377,"420,193",0,"78,926",5.32,0.16,1.00,1.00
0.01,635,0,inf,"1,012","419,558",0,"78,926",5.32,0.16,1.00,1.00
0.02,981,0,inf,"1,993","418,577",0,"78,926",5.30,0.16,1.00,1.00
0.03,"1,389",0,inf,"3,382","417,188",0,"78,926",5.29,0.16,1.00,0.99
0.04,"1,882",0,inf,"5,264","415,306",0,"78,926",5.26,0.16,1.00,0.99
0.05,"2,385",0,inf,"7,649","412,921",0,"78,926",5.23,0.16,1.00,0.98
0.06,"3,018",0,inf,"10,667","409,903",0,"78,926",5.19,0.16,1.00,0.98
0.07,"3,538",0,inf,"14,205","406,365",0,"78,926",5.15,0.16,1.00,0.97
0.08,"4,021",0,inf,"18,226","402,344",0,"78,926",5.10,0.16,1.00,0.96
0.09,"4,750",0,inf,"22,976","397,594",0,"78,926",5.04,0.17,1.00,0.95
0.1,"5,112",0,inf,"28,088","392,482",0,"78,926",4.97,0.17,1.00,0.94
0.11,"5,564",0,inf,"33,652","386,918",0,"78,926",4.90,0.17,1.00,0.93
0.12,"6,030",0,inf,"39,682","380,888",0,"78,926",4.83,0.17,1.00,0.92
0.13,"6,512",0,inf,"46,194","374,376",0,"78,926",4.74,0.17,1.00,0.91
0.14,"6,697",0,inf,"52,891","367,679",0,"78,926",4.66,0.18,1.00,0.89
0.15,"7,340",0,inf,"60,231","360,339",0,"78,926",4.57,0.18,1.00,0.88
0.16,"7,651",0,inf,"67,882","352,688",0,"78,926",4.47,0.18,1.00,0.86
0.17,"7,915",0,inf,"75,797","344,773",0,"78,926",4.37,0.19,1.00,0.85
0.18,"8,151",0,inf,"83,948","336,622",0,"78,926",4.27,0.19,1.00,0.83
0.19,"8,613",0,inf,"92,561","328,009",0,"78,926",4.16,0.19,1.00,0.81
0.2,"8,823",0,inf,"101,384","319,186",0,"78,926",4.04,0.20,1.00,0.80
0.21,"8,852",0,inf,"110,236","310,334",0,"78,926",3.93,0.20,1.00,0.78
0.22,"9,177",0,inf,"119,413","301,157",0,"78,926",3.82,0.21,1.00,0.76
0.23,"9,303",0,inf,"128,716","291,854",0,"78,926",3.70,0.21,1.00,0.74
0.24,"9,508",0,inf,"138,224","282,346",0,"78,926",3.58,0.22,1.00,0.72
0.25,"9,696",0,inf,"147,920","272,650",0,"78,926",3.45,0.22,1.00,0.70
0.26,"9,570",0,inf,"157,490","263,080",0,"78,926",3.33,0.23,1.00,0.68
0.27,"9,612",0,inf,"167,102","253,468",0,"78,926",3.21,0.24,1.00,0.67
0.28,"9,504",0,inf,"176,606","243,964",0,"78,926",3.09,0.24,1.00,0.65
0.29,"9,657",0,inf,"186,263","234,307",0,"78,926",2.97,0.25,1.00,0.63
0.3,"9,663",0,inf,"195,926","224,644",0,"78,926",2.85,0.26,1.00,0.61
0.31,"9,835",0,inf,"205,761","214,809",0,"78,926",2.72,0.27,1.00,0.59
0.32,"9,491",0,inf,"215,252","205,318",0,"78,926",2.60,0.28,1.00,0.57
0.33,"9,536",0,inf,"224,788","195,782",0,"78,926",2.48,0.29,1.00,0.55
0.34,"9,327",0,inf,"234,115","186,455",0,"78,926",2.36,0.30,1.00,0.53
0.35,"9,156",0,inf,"243,271","177,299",0,"78,926",2.25,0.31,1.00,0.51
0.36,"8,927",0,inf,"252,198","168,372",0,"78,926",2.13,0.32,1.00,0.50
0.37,"8,581",0,inf,"260,779","159,791",0,"78,926",2.02,0.33,1.00,0.48
0.38,"8,387",0,inf,"269,166","151,404",0,"78,926",1.92,0.34,1.00,0.46
0.39,"8,185",0,inf,"277,351","143,219",0,"78,926",1.81,0.36,1.00,0.44
0.4,"8,265",0,inf,"285,616","134,954",0,"78,926",1.71,0.37,1.00,0.43
0.41,"7,702",0,inf,"293,318","127,252",0,"78,926",1.61,0.38,1.00,0.41
0.42,"7,726",0,inf,"301,044","119,526",0,"78,926",1.51,0.40,1.00,0.40
0.43,"7,620",0,inf,"308,664","111,906",0,"78,926",1.42,0.41,1.00,0.38
0.44,"6,932",0,inf,"315,596","104,974",0,"78,926",1.33,0.43,1.00,0.37
0.45,"6,828",0,inf,"322,424","98,146",0,"78,926",1.24,0.45,1.00,0.35
0.46,"6,625",1,6625.00,"329,049","91,521",1,"78,925",1.16,0.46,1.00,0.34
0.47,"6,196",0,inf,"335,245","85,325",1,"78,925",1.08,0.48,1.00,0.33
0.48,"5,963",0,inf,"341,208","79,362",1,"78,925",1.01,0.50,1.00,0.32
0.49,"5,727",0,inf,"346,935","73,635",1,"78,925",0.93,0.52,1.00,0.31
0.5,"5,507",0,inf,"352,442","68,128",1,"78,925",0.86,0.54,1.00,0.29
0.51,"5,224",1,5224.00,"357,666","62,904",2,"78,924",0.80,0.56,1.00,0.28
