p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"3,146",66,0.02,"3,146","177,099",66,"33,759",0.16,1.00,0.98
0.05,"3,057",77,0.02,"6,203","174,042",143,"33,682",0.16,1.00,0.97
0.1,"4,754",203,0.04,"10,957","169,288",346,"33,479",0.17,0.99,0.95
0.15,"6,834",312,0.04,"17,791","162,454",658,"33,167",0.17,0.98,0.91
0.2,"9,147",494,0.05,"26,938","153,307","1,152","32,673",0.18,0.97,0.87
0.25,"11,699",778,0.06,"38,637","141,608","1,930","31,895",0.18,0.94,0.81
0.3,"14,172","1,192",0.08,"52,809","127,436","3,122","30,703",0.19,0.91,0.74
0.35,"16,707","1,723",0.09,"69,516","110,729","4,845","28,980",0.21,0.86,0.65
0.4,"17,723","2,123",0.11,"87,239","93,006","6,968","26,857",0.22,0.79,0.56
0.45,"17,672","2,603",0.13,"104,911","75,334","9,571","24,254",0.24,0.72,0.47
0.5,"16,269","2,974",0.15,"121,180","59,065","12,545","21,280",0.26,0.63,0.38
0.55,"14,821","2,998",0.17,"136,001","44,244","15,543","18,282",0.29,0.54,0.29
0.6,"12,157","3,101",0.20,"148,158","32,087","18,644","15,181",0.32,0.45,0.22
0.65,"9,621","2,971",0.24,"157,779","22,466","21,615","12,210",0.35,0.36,0.16
0.7,"7,340","2,592",0.26,"165,119","15,126","24,207","9,618",0.39,0.28,0.12
0.75,"5,223","2,291",0.30,"170,342","9,903","26,498","7,327",0.43,0.22,0.08
0.8,"3,621","1,918",0.35,"173,963","6,282","28,416","5,409",0.46,0.16,0.05
0.85,"2,461","1,625",0.40,"176,424","3,821","30,041","3,784",0.50,0.11,0.04
0.9,"1,764","1,471",0.45,"178,188","2,057","31,512","2,313",0.53,0.07,0.02
0.95,"1,139","1,063",0.48,"179,327",918,"32,575","1,250",0.58,0.04,0.01
1.0,918,"1,250",0.58,"180,245",0,"33,825",0,nan,0.00,0.00
