p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.06,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.07,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.08,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.09,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.11,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.12,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.13,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.14,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.15,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.16,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.17,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.18,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.19,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.2,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.21,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.22,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.23,1,0,inf,1,"420,569",0,"78,926",5.33,0.16,1.00,1.00
0.24,10,0,inf,11,"420,559",0,"78,926",5.33,0.16,1.00,1.00
0.25,14,0,inf,25,"420,545",0,"78,926",5.33,0.16,1.00,1.00
0.26,17,0,inf,42,"420,528",0,"78,926",5.33,0.16,1.00,1.00
0.27,25,1,25.00,67,"420,503",1,"78,925",5.33,0.16,1.00,1.00
0.28,50,1,50.00,117,"420,453",2,"78,924",5.33,0.16,1.00,1.00
0.29,116,1,116.00,233,"420,337",3,"78,923",5.33,0.16,1.00,1.00
0.3,360,6,60.00,593,"419,977",9,"78,917",5.32,0.16,1.00,1.00
0.31,881,15,58.73,"1,474","419,096",24,"78,902",5.31,0.16,1.00,1.00
0.32,"1,646",47,35.02,"3,120","417,450",71,"78,855",5.29,0.16,1.00,0.99
0.33,"3,045",102,29.85,"6,165","414,405",173,"78,753",5.26,0.16,1.00,0.99
0.34,"2,159",68,31.75,"8,324","412,246",241,"78,685",5.24,0.16,1.00,0.98
0.35,"5,696",232,24.55,"14,020","406,550",473,"78,453",5.18,0.16,0.99,0.97
0.36,"9,633",463,20.81,"23,653","396,917",936,"77,990",5.09,0.16,0.99,0.95
0.37,"11,353",625,18.16,"35,006","385,564","1,561","77,365",4.98,0.17,0.98,0.93
0.38,"11,192",714,15.68,"46,198","374,372","2,275","76,651",4.88,0.17,0.97,0.90
0.39,"12,632",863,14.64,"58,830","361,740","3,138","75,788",4.77,0.17,0.96,0.88
0.4,"15,477","1,176",13.16,"74,307","346,263","4,314","74,612",4.64,0.18,0.95,0.84
0.41,"12,793","1,103",11.60,"87,100","333,470","5,417","73,509",4.54,0.18,0.93,0.81
0.42,"15,301","1,462",10.47,"102,401","318,169","6,879","72,047",4.42,0.18,0.91,0.78
0.43,"17,515","1,933",9.06,"119,916","300,654","8,812","70,114",4.29,0.19,0.89,0.74
0.44,"24,240","2,865",8.46,"144,156","276,414","11,677","67,249",4.11,0.20,0.85,0.69
0.45,"24,240","3,139",7.72,"168,396","252,174","14,816","64,110",3.93,0.20,0.81,0.63
0.46,"31,901","4,732",6.74,"200,297","220,273","19,548","59,378",3.71,0.21,0.75,0.56
0.47,"34,502","5,629",6.13,"234,799","185,771","25,177","53,749",3.46,0.22,0.68,0.48
0.48,"31,088","5,694",5.46,"265,887","154,683","30,871","48,055",3.22,0.24,0.61,0.41
0.49,"24,345","4,971",4.90,"290,232","130,338","35,842","43,084",3.03,0.25,0.55,0.35
0.5,"22,935","5,145",4.46,"313,167","107,403","40,987","37,939",2.83,0.26,0.48,0.29
0.51,"18,721","4,730",3.96,"331,888","88,682","45,717","33,209",2.67,0.27,0.42,0.24
0.52,"15,839","4,347",3.64,"347,727","72,843","50,064","28,862",2.52,0.28,0.37,0.20
0.53,"15,420","4,672",3.30,"363,147","57,423","54,736","24,190",2.37,0.30,0.31,0.16
0.54,"14,416","4,785",3.01,"377,563","43,007","59,521","19,405",2.22,0.31,0.25,0.12
0.55,"14,118","5,276",2.68,"391,681","28,889","64,797","14,129",2.04,0.33,0.18,0.09
0.56,"10,390","4,079",2.55,"402,071","18,499","68,876","10,050",1.84,0.35,0.13,0.06
0.57,"7,371","3,353",2.20,"409,442","11,128","72,229","6,697",1.66,0.38,0.08,0.04
0.58,"4,973","2,603",1.91,"414,415","6,155","74,832","4,094",1.50,0.40,0.05,0.02
0.59,"3,010","1,836",1.64,"417,425","3,145","76,668","2,258",1.39,0.42,0.03,0.01
0.6,"1,466",959,1.53,"418,891","1,679","77,627","1,299",1.29,0.44,0.02,0.01
0.61,892,598,1.49,"419,783",787,"78,225",701,1.12,0.47,0.01,0.00
0.62,417,357,1.17,"420,200",370,"78,582",344,1.08,0.48,0.00,0.00
0.63,233,186,1.25,"420,433",137,"78,768",158,0.87,0.54,0.00,0.00
0.64,96,91,1.05,"420,529",41,"78,859",67,0.61,0.62,0.00,0.00
0.65,21,38,0.55,"420,550",20,"78,897",29,0.69,0.59,0.00,0.00
0.66,11,24,0.46,"420,561",9,"78,921",5,1.80,0.36,0.00,0.00
0.67,4,5,0.80,"420,565",5,"78,926",0,inf,0.00,0.00,0.00
0.68,3,0,inf,"420,568",2,"78,926",0,inf,0.00,0.00,0.00
0.69,0,0,nan,"420,568",2,"78,926",0,inf,0.00,0.00,0.00
0.7,2,0,inf,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.71,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.72,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.73,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.74,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.76,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.77,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.78,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.79,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.81,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.82,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.83,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.84,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.86,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
