p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,"2,372",0,inf,"2,372","418,198",0,"78,926",5.30,0.16,1.00,1.00
0.05,"9,381",1,9381.00,"11,753","408,817",1,"78,925",5.18,0.16,1.00,0.98
0.1,"11,564",42,275.33,"23,317","397,253",43,"78,883",5.04,0.17,1.00,0.95
0.15,"15,907",210,75.75,"39,224","381,346",253,"78,673",4.85,0.17,1.00,0.92
0.2,"21,059",519,40.58,"60,283","360,287",772,"78,154",4.61,0.18,0.99,0.88
0.25,"26,855",997,26.94,"87,138","333,432","1,769","77,157",4.32,0.19,0.98,0.82
0.3,"28,597","1,468",19.48,"115,735","304,835","3,237","75,689",4.03,0.20,0.96,0.76
0.35,"32,237","2,235",14.42,"147,972","272,598","5,472","73,454",3.71,0.21,0.93,0.69
0.4,"34,426","3,131",11.00,"182,398","238,172","8,603","70,323",3.39,0.23,0.89,0.62
0.45,"36,365","4,239",8.58,"218,763","201,807","12,842","66,084",3.05,0.25,0.84,0.54
0.5,"41,022","6,089",6.74,"259,785","160,785","18,931","59,995",2.68,0.27,0.76,0.44
0.55,"38,376","7,071",5.43,"298,161","122,409","26,002","52,924",2.31,0.30,0.67,0.35
0.6,"33,122","7,561",4.38,"331,283","89,287","33,563","45,363",1.97,0.34,0.57,0.27
0.65,"28,278","7,979",3.54,"359,561","61,009","41,542","37,384",1.63,0.38,0.47,0.20
0.7,"22,170","7,948",2.79,"381,731","38,839","49,490","29,436",1.32,0.43,0.37,0.14
0.75,"17,036","7,876",2.16,"398,767","21,803","57,366","21,560",1.01,0.50,0.27,0.09
0.8,"10,861","6,683",1.63,"409,628","10,942","64,049","14,877",0.74,0.58,0.19,0.05
0.85,"6,250","5,413",1.15,"415,878","4,692","69,462","9,464",0.50,0.67,0.12,0.03
0.9,"3,402","4,474",0.76,"419,280","1,290","73,936","4,990",0.26,0.79,0.06,0.01
0.95,"1,070","2,860",0.37,"420,350",220,"76,796","2,130",0.10,0.91,0.03,0.00
1.0,220,"2,130",0.10,"420,570",0,"78,926",0,nan,nan,0.00,0.00
