p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,377,0,inf,377,"420,193",0,"78,926",5.32,0.16,1.00,1.00
0.05,"7,272",0,inf,"7,649","412,921",0,"78,926",5.23,0.16,1.00,0.98
0.1,"20,439",0,inf,"28,088","392,482",0,"78,926",4.97,0.17,1.00,0.94
0.15,"32,143",0,inf,"60,231","360,339",0,"78,926",4.57,0.18,1.00,0.88
0.2,"41,153",0,inf,"101,384","319,186",0,"78,926",4.04,0.20,1.00,0.80
0.25,"46,536",0,inf,"147,920","272,650",0,"78,926",3.45,0.22,1.00,0.70
0.3,"48,006",0,inf,"195,926","224,644",0,"78,926",2.85,0.26,1.00,0.61
0.35,"47,345",0,inf,"243,271","177,299",0,"78,926",2.25,0.31,1.00,0.51
0.4,"42,345",0,inf,"285,616","134,954",0,"78,926",1.71,0.37,1.00,0.43
0.45,"36,808",0,inf,"322,424","98,146",0,"78,926",1.24,0.45,1.00,0.35
0.5,"30,018",1,30018.00,"352,442","68,128",1,"78,925",0.86,0.54,1.00,0.29
0.55,"23,075",6,3845.83,"375,517","45,053",7,"78,919",0.57,0.64,1.00,0.25
0.6,"17,035",85,200.41,"392,552","28,018",92,"78,834",0.36,0.74,1.00,0.21
0.65,"11,546",616,18.74,"404,098","16,472",708,"78,218",0.21,0.83,0.99,0.19
0.7,"7,526","2,276",3.31,"411,624","8,946","2,984","75,942",0.12,0.89,0.96,0.17
0.75,"4,415","6,049",0.73,"416,039","4,531","9,033","69,893",0.06,0.94,0.89,0.15
0.8,"2,766","11,463",0.24,"418,805","1,765","20,496","58,430",0.03,0.97,0.74,0.12
0.85,"1,277","16,397",0.08,"420,082",488,"36,893","42,033",0.01,0.99,0.53,0.09
0.9,397,"17,960",0.02,"420,479",91,"54,853","24,073",0.00,1.00,0.31,0.05
0.95,78,"15,586",0.01,"420,557",13,"70,439","8,487",0.00,1.00,0.11,0.02
1.0,13,"8,487",0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
