p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.1,3,0,inf,3,"420,567",0,"78,926",5.33,0.16,1.00,1.00
0.15,67,0,inf,70,"420,500",0,"78,926",5.33,0.16,1.00,1.00
0.2,633,13,48.69,703,"419,867",13,"78,913",5.32,0.16,1.00,1.00
0.25,"1,587",39,40.69,"2,290","418,280",52,"78,874",5.30,0.16,1.00,1.00
0.3,"5,629",193,29.17,"7,919","412,651",245,"78,681",5.24,0.16,1.00,0.98
0.35,"11,462",472,24.28,"19,381","401,189",717,"78,209",5.13,0.16,0.99,0.96
0.4,"19,132","1,058",18.08,"38,513","382,057","1,775","77,151",4.95,0.17,0.98,0.92
0.45,"23,198","1,540",15.06,"61,711","358,859","3,315","75,611",4.75,0.17,0.96,0.87
0.5,"24,282","2,020",12.02,"85,993","334,577","5,335","73,591",4.55,0.18,0.93,0.82
0.55,"26,807","2,641",10.15,"112,800","307,770","7,976","70,950",4.34,0.19,0.90,0.76
0.6,"45,673","5,505",8.30,"158,473","262,097","13,481","65,445",4.00,0.20,0.83,0.66
0.65,"65,387","9,815",6.66,"223,860","196,710","23,296","55,630",3.54,0.22,0.70,0.51
0.7,"61,992","11,732",5.28,"285,852","134,718","35,028","43,898",3.07,0.25,0.56,0.36
0.75,"47,696","11,266",4.23,"333,548","87,022","46,294","32,632",2.67,0.27,0.41,0.24
0.8,"43,964","13,501",3.26,"377,512","43,058","59,795","19,131",2.25,0.31,0.24,0.12
0.85,"31,648","12,562",2.52,"409,160","11,410","72,357","6,569",1.74,0.37,0.08,0.04
0.9,"10,834","6,062",1.79,"419,994",576,"78,419",507,1.14,0.47,0.01,0.00
0.95,576,507,1.14,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
