p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.06,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.07,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.08,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.09,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.11,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.12,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.13,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.14,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.15,3,0,inf,3,"420,567",0,"78,926",5.33,0.16,1.00,1.00
0.16,0,0,nan,3,"420,567",0,"78,926",5.33,0.16,1.00,1.00
0.17,1,0,inf,4,"420,566",0,"78,926",5.33,0.16,1.00,1.00
0.18,9,0,inf,13,"420,557",0,"78,926",5.33,0.16,1.00,1.00
0.19,21,3,7.00,34,"420,536",3,"78,923",5.33,0.16,1.00,1.00
0.2,44,0,inf,78,"420,492",3,"78,923",5.33,0.16,1.00,1.00
0.21,137,2,68.50,215,"420,355",5,"78,921",5.33,0.16,1.00,1.00
0.22,165,0,inf,380,"420,190",5,"78,921",5.32,0.16,1.00,1.00
0.23,387,12,32.25,767,"419,803",17,"78,909",5.32,0.16,1.00,1.00
0.24,759,19,39.95,"1,526","419,044",36,"78,890",5.31,0.16,1.00,1.00
0.25,"2,123",65,32.66,"3,649","416,921",101,"78,825",5.29,0.16,1.00,0.99
0.26,"1,745",56,31.16,"5,394","415,176",157,"78,769",5.27,0.16,1.00,0.99
0.27,"3,719",120,30.99,"9,113","411,457",277,"78,649",5.23,0.16,1.00,0.98
0.28,"4,247",178,23.86,"13,360","407,210",455,"78,471",5.19,0.16,0.99,0.97
0.29,"6,343",293,21.65,"19,703","400,867",748,"78,178",5.13,0.16,0.99,0.96
0.3,"7,861",416,18.90,"27,564","393,006","1,164","77,762",5.05,0.17,0.99,0.94
0.31,"7,520",418,17.99,"35,084","385,486","1,582","77,344",4.98,0.17,0.98,0.93
0.32,"8,382",533,15.73,"43,466","377,104","2,115","76,811",4.91,0.17,0.97,0.91
0.33,"8,642",553,15.63,"52,108","368,462","2,668","76,258",4.83,0.17,0.97,0.89
0.34,"11,093",740,14.99,"63,201","357,369","3,408","75,518",4.73,0.17,0.96,0.87
0.35,"9,012",753,11.97,"72,213","348,357","4,161","74,765",4.66,0.18,0.95,0.85
0.36,"10,908",916,11.91,"83,121","337,449","5,077","73,849",4.57,0.18,0.94,0.82
0.37,"9,693",900,10.77,"92,814","327,756","5,977","72,949",4.49,0.18,0.92,0.80
0.38,"10,433","1,050",9.94,"103,247","317,323","7,027","71,899",4.41,0.18,0.91,0.78
0.39,"11,934","1,280",9.32,"115,181","305,389","8,307","70,619",4.32,0.19,0.89,0.75
0.4,"13,558","1,536",8.83,"128,739","291,831","9,843","69,083",4.22,0.19,0.88,0.72
0.41,"15,683","1,817",8.63,"144,422","276,148","11,660","67,266",4.11,0.20,0.85,0.69
0.42,"17,520","2,218",7.90,"161,942","258,628","13,878","65,048",3.98,0.20,0.82,0.65
0.43,"20,147","2,901",6.94,"182,089","238,481","16,779","62,147",3.84,0.21,0.79,0.60
0.44,"21,970","3,389",6.48,"204,059","216,511","20,168","58,758",3.68,0.21,0.74,0.55
0.45,"20,672","3,314",6.24,"224,731","195,839","23,482","55,444",3.53,0.22,0.70,0.50
0.46,"21,203","3,620",5.86,"245,934","174,636","27,102","51,824",3.37,0.23,0.66,0.45
0.47,"19,735","3,676",5.37,"265,669","154,901","30,778","48,148",3.22,0.24,0.61,0.41
0.48,"16,329","3,316",4.92,"281,998","138,572","34,094","44,832",3.09,0.24,0.57,0.37
0.49,"16,179","3,394",4.77,"298,177","122,393","37,488","41,438",2.95,0.25,0.53,0.33
0.5,"14,374","3,292",4.37,"312,551","108,019","40,780","38,146",2.83,0.26,0.48,0.29
0.51,"13,479","3,413",3.95,"326,030","94,540","44,193","34,733",2.72,0.27,0.44,0.26
0.52,"13,714","3,622",3.79,"339,744","80,826","47,815","31,111",2.60,0.28,0.39,0.22
0.53,"12,127","3,491",3.47,"351,871","68,699","51,306","27,620",2.49,0.29,0.35,0.19
0.54,"11,819","3,621",3.26,"363,690","56,880","54,927","23,999",2.37,0.30,0.30,0.16
0.55,"10,575","3,482",3.04,"374,265","46,305","58,409","20,517",2.26,0.31,0.26,0.13
0.56,"9,475","3,352",2.83,"383,740","36,830","61,761","17,165",2.15,0.32,0.22,0.11
0.57,"8,395","3,093",2.71,"392,135","28,435","64,854","14,072",2.02,0.33,0.18,0.09
0.58,"7,468","3,089",2.42,"399,603","20,967","67,943","10,983",1.91,0.34,0.14,0.06
0.59,"6,080","2,626",2.32,"405,683","14,887","70,569","8,357",1.78,0.36,0.11,0.05
0.6,"4,552","2,172",2.10,"410,235","10,335","72,741","6,185",1.67,0.37,0.08,0.03
0.61,"3,298","1,647",2.00,"413,533","7,037","74,388","4,538",1.55,0.39,0.06,0.02
0.62,"2,227","1,282",1.74,"415,760","4,810","75,670","3,256",1.48,0.40,0.04,0.02
0.63,"1,662",969,1.72,"417,422","3,148","76,639","2,287",1.38,0.42,0.03,0.01
0.64,"1,021",669,1.53,"418,443","2,127","77,308","1,618",1.31,0.43,0.02,0.01
0.65,748,507,1.48,"419,191","1,379","77,815","1,111",1.24,0.45,0.01,0.00
0.66,541,428,1.26,"419,732",838,"78,243",683,1.23,0.45,0.01,0.00
0.67,340,290,1.17,"420,072",498,"78,533",393,1.27,0.44,0.00,0.00
0.68,208,149,1.40,"420,280",290,"78,682",244,1.19,0.46,0.00,0.00
0.69,107,81,1.32,"420,387",183,"78,763",163,1.12,0.47,0.00,0.00
0.7,93,69,1.35,"420,480",90,"78,832",94,0.96,0.51,0.00,0.00
0.71,59,60,0.98,"420,539",31,"78,892",34,0.91,0.52,0.00,0.00
0.72,21,11,1.91,"420,560",10,"78,903",23,0.43,0.70,0.00,0.00
0.73,6,18,0.33,"420,566",4,"78,921",5,0.80,0.56,0.00,0.00
0.74,3,5,0.60,"420,569",1,"78,926",0,inf,0.00,0.00,0.00
0.75,1,0,inf,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.76,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.77,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.78,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.79,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.81,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.82,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.83,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.84,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.86,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
