p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,"13,136",491,0.04,"13,136","407,434",491,"78,435",0.16,0.99,0.97
0.1,"86,690","6,350",0.07,"99,826","320,744","6,841","72,085",0.18,0.91,0.79
0.15,"123,586","16,637",0.12,"223,412","197,158","23,478","55,448",0.22,0.70,0.51
0.2,"86,062","16,704",0.16,"309,474","111,096","40,182","38,744",0.26,0.49,0.30
0.25,"49,052","13,061",0.21,"358,526","62,044","53,243","25,683",0.29,0.33,0.18
0.3,"34,093","11,852",0.26,"392,619","27,951","65,095","13,831",0.33,0.18,0.08
0.35,"18,518","8,013",0.30,"411,137","9,433","73,108","5,818",0.38,0.07,0.03
0.4,"6,744","3,734",0.36,"417,881","2,689","76,842","2,084",0.44,0.03,0.01
0.45,"1,967","1,480",0.43,"419,848",722,"78,322",604,0.46,0.01,0.00
0.5,579,454,0.44,"420,427",143,"78,776",150,0.51,0.00,0.00
0.55,121,108,0.47,"420,548",22,"78,884",42,0.66,0.00,0.00
0.6,17,39,0.70,"420,565",5,"78,923",3,0.38,0.00,0.00
0.65,5,3,0.38,"420,570",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
