p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"180,245",0,"33,825",5.33,0.16,1.00,1.00
0.05,142,2,71.00,142,"180,103",2,"33,823",5.32,0.16,1.00,1.00
0.1,"2,514",58,43.34,"2,656","177,589",60,"33,765",5.26,0.16,1.00,0.99
0.15,"9,257",316,29.29,"11,913","168,332",376,"33,449",5.03,0.17,0.99,0.94
0.2,"19,801","1,123",17.63,"31,714","148,531","1,499","32,326",4.59,0.18,0.96,0.84
0.25,"30,584","2,656",11.52,"62,298","117,947","4,155","29,670",3.98,0.20,0.88,0.69
0.3,"35,944","4,455",8.07,"98,242","82,003","8,610","25,215",3.25,0.24,0.75,0.50
0.35,"32,349","5,783",5.59,"130,591","49,654","14,393","19,432",2.56,0.28,0.57,0.32
0.4,"23,757","6,129",3.88,"154,348","25,897","20,522","13,303",1.95,0.34,0.39,0.18
0.45,"13,875","5,154",2.69,"168,223","12,022","25,676","8,149",1.48,0.40,0.24,0.09
0.5,"6,887","3,626",1.90,"175,110","5,135","29,302","4,523",1.14,0.47,0.13,0.05
0.55,"3,323","2,520",1.32,"178,433","1,812","31,822","2,003",0.90,0.53,0.06,0.02
0.6,"1,371","1,412",0.97,"179,804",441,"33,234",591,0.75,0.57,0.02,0.00
0.65,367,480,0.76,"180,171",74,"33,714",111,0.67,0.60,0.00,0.00
0.7,65,98,0.66,"180,236",9,"33,812",13,0.69,0.59,0.00,0.00
0.75,6,10,0.60,"180,242",3,"33,822",3,1.00,0.50,0.00,0.00
0.8,2,1,2.00,"180,244",1,"33,823",2,0.50,0.67,0.00,0.00
0.85,1,0,inf,"180,245",0,"33,823",2,0.00,1.00,0.00,0.00
0.9,0,2,0.00,"180,245",0,"33,825",0,nan,nan,0.00,0.00
0.95,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
1.0,0,0,nan,"180,245",0,"33,825",0,nan,nan,0.00,0.00
