p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,206",17,0.00,"4,206","416,364",17,"78,909",0.16,1.00,0.99
0.01,"3,568",21,0.01,"7,774","412,796",38,"78,888",0.16,1.00,0.98
0.02,"4,145",22,0.01,"11,919","408,651",60,"78,866",0.16,1.00,0.98
0.03,"4,823",44,0.01,"16,742","403,828",104,"78,822",0.16,1.00,0.97
0.04,"5,357",42,0.01,"22,099","398,471",146,"78,780",0.17,1.00,0.96
0.05,"5,684",53,0.01,"27,783","392,787",199,"78,727",0.17,1.00,0.94
0.06,"5,788",88,0.01,"33,571","386,999",287,"78,639",0.17,1.00,0.93
0.07,"6,166",99,0.02,"39,737","380,833",386,"78,540",0.17,1.00,0.92
0.08,"6,331",110,0.02,"46,068","374,502",496,"78,430",0.17,0.99,0.91
0.09,"6,399",146,0.02,"52,467","368,103",642,"78,284",0.18,0.99,0.89
0.1,"6,476",131,0.02,"58,943","361,627",773,"78,153",0.18,0.99,0.88
0.11,"6,496",138,0.02,"65,439","355,131",911,"78,015",0.18,0.99,0.87
0.12,"6,448",171,0.03,"71,887","348,683","1,082","77,844",0.18,0.99,0.85
0.13,"6,580",162,0.02,"78,467","342,103","1,244","77,682",0.19,0.98,0.84
0.14,"6,435",172,0.03,"84,902","335,668","1,416","77,510",0.19,0.98,0.83
0.15,"6,580",217,0.03,"91,482","329,088","1,633","77,293",0.19,0.98,0.81
0.16,"6,451",221,0.03,"97,933","322,637","1,854","77,072",0.19,0.98,0.80
0.17,"6,545",224,0.03,"104,478","316,092","2,078","76,848",0.20,0.97,0.79
0.18,"6,388",255,0.04,"110,866","309,704","2,333","76,593",0.20,0.97,0.77
0.19,"6,498",284,0.04,"117,364","303,206","2,617","76,309",0.20,0.97,0.76
0.2,"6,584",302,0.04,"123,948","296,622","2,919","76,007",0.20,0.96,0.75
0.21,"6,413",276,0.04,"130,361","290,209","3,195","75,731",0.21,0.96,0.73
0.22,"6,493",308,0.05,"136,854","283,716","3,503","75,423",0.21,0.96,0.72
0.23,"6,166",331,0.05,"143,020","277,550","3,834","75,092",0.21,0.95,0.71
0.24,"6,228",345,0.05,"149,248","271,322","4,179","74,747",0.22,0.95,0.69
0.25,"6,330",387,0.06,"155,578","264,992","4,566","74,360",0.22,0.94,0.68
0.26,"6,271",405,0.06,"161,849","258,721","4,971","73,955",0.22,0.94,0.67
0.27,"6,296",425,0.06,"168,145","252,425","5,396","73,530",0.23,0.93,0.65
0.28,"6,235",454,0.07,"174,380","246,190","5,850","73,076",0.23,0.93,0.64
0.29,"6,242",453,0.07,"180,622","239,948","6,303","72,623",0.23,0.92,0.63
0.3,"6,280",457,0.07,"186,902","233,668","6,760","72,166",0.24,0.91,0.61
0.31,"6,336",510,0.07,"193,238","227,332","7,270","71,656",0.24,0.91,0.60
0.32,"6,312",522,0.08,"199,550","221,020","7,792","71,134",0.24,0.90,0.58
0.33,"6,017",558,0.08,"205,567","215,003","8,350","70,576",0.25,0.89,0.57
0.34,"5,846",550,0.09,"211,413","209,157","8,900","70,026",0.25,0.89,0.56
0.35,"5,910",609,0.09,"217,323","203,247","9,509","69,417",0.25,0.88,0.55
0.36,"5,909",584,0.09,"223,232","197,338","10,093","68,833",0.26,0.87,0.53
0.37,"5,784",643,0.10,"229,016","191,554","10,736","68,190",0.26,0.86,0.52
0.38,"5,774",666,0.10,"234,790","185,780","11,402","67,524",0.27,0.86,0.51
0.39,"5,787",689,0.11,"240,577","179,993","12,091","66,835",0.27,0.85,0.49
0.4,"5,690",642,0.10,"246,267","174,303","12,733","66,193",0.28,0.84,0.48
0.41,"5,490",690,0.11,"251,757","168,813","13,423","65,503",0.28,0.83,0.47
0.42,"5,432",785,0.13,"257,189","163,381","14,208","64,718",0.28,0.82,0.46
0.43,"5,465",770,0.12,"262,654","157,916","14,978","63,948",0.29,0.81,0.44
0.44,"5,143",825,0.14,"267,797","152,773","15,803","63,123",0.29,0.80,0.43
0.45,"5,205",766,0.13,"273,002","147,568","16,569","62,357",0.30,0.79,0.42
0.46,"5,272",774,0.13,"278,274","142,296","17,343","61,583",0.30,0.78,0.41
0.47,"5,089",794,0.13,"283,363","137,207","18,137","60,789",0.31,0.77,0.40
0.48,"4,929",841,0.15,"288,292","132,278","18,978","59,948",0.31,0.76,0.38
0.49,"4,749",933,0.16,"293,041","127,529","19,911","59,015",0.32,0.75,0.37
0.5,"4,827",896,0.16,"297,868","122,702","20,807","58,119",0.32,0.74,0.36
0.51,"4,697",887,0.16,"302,565","118,005","21,694","57,232",0.33,0.73,0.35
0.52,"4,624",929,0.17,"307,189","113,381","22,623","56,303",0.33,0.71,0.34
0.53,"4,495",931,0.17,"311,684","108,886","23,554","55,372",0.34,0.70,0.33
0.54,"4,508",960,0.18,"316,192","104,378","24,514","54,412",0.34,0.69,0.32
0.55,"4,503",962,0.18,"320,695","99,875","25,476","53,450",0.35,0.68,0.31
0.56,"4,363",964,0.18,"325,058","95,512","26,440","52,486",0.35,0.67,0.30
0.57,"4,225","1,058",0.20,"329,283","91,287","27,498","51,428",0.36,0.65,0.29
0.58,"4,084","1,047",0.20,"333,367","87,203","28,545","50,381",0.37,0.64,0.28
0.59,"3,924","1,077",0.22,"337,291","83,279","29,622","49,304",0.37,0.62,0.27
0.6,"3,992","1,078",0.21,"341,283","79,287","30,700","48,226",0.38,0.61,0.26
0.61,"3,842","1,111",0.22,"345,125","75,445","31,811","47,115",0.38,0.60,0.25
0.62,"3,832","1,099",0.22,"348,957","71,613","32,910","46,016",0.39,0.58,0.24
0.63,"3,798","1,163",0.23,"352,755","67,815","34,073","44,853",0.40,0.57,0.23
0.64,"3,560","1,181",0.25,"356,315","64,255","35,254","43,672",0.40,0.55,0.22
0.65,"3,434","1,144",0.25,"359,749","60,821","36,398","42,528",0.41,0.54,0.21
0.66,"3,355","1,174",0.26,"363,104","57,466","37,572","41,354",0.42,0.52,0.20
0.67,"3,321","1,239",0.27,"366,425","54,145","38,811","40,115",0.43,0.51,0.19
0.68,"3,153","1,152",0.27,"369,578","50,992","39,963","38,963",0.43,0.49,0.18
0.69,"3,062","1,258",0.29,"372,640","47,930","41,221","37,705",0.44,0.48,0.17
0.7,"2,917","1,224",0.30,"375,557","45,013","42,445","36,481",0.45,0.46,0.16
0.71,"2,857","1,240",0.30,"378,414","42,156","43,685","35,241",0.46,0.45,0.15
0.72,"2,789","1,160",0.29,"381,203","39,367","44,845","34,081",0.46,0.43,0.15
0.73,"2,567","1,185",0.32,"383,770","36,800","46,030","32,896",0.47,0.42,0.14
0.74,"2,568","1,213",0.32,"386,338","34,232","47,243","31,683",0.48,0.40,0.13
0.75,"2,475","1,188",0.32,"388,813","31,757","48,431","30,495",0.49,0.39,0.12
0.76,"2,361","1,209",0.34,"391,174","29,396","49,640","29,286",0.50,0.37,0.12
0.77,"2,300","1,172",0.34,"393,474","27,096","50,812","28,114",0.51,0.36,0.11
0.78,"2,133","1,195",0.36,"395,607","24,963","52,007","26,919",0.52,0.34,0.10
0.79,"2,015","1,229",0.38,"397,622","22,948","53,236","25,690",0.53,0.33,0.10
0.8,"1,958","1,271",0.39,"399,580","20,990","54,507","24,419",0.54,0.31,0.09
0.81,"1,789","1,162",0.39,"401,369","19,201","55,669","23,257",0.55,0.29,0.09
0.82,"1,752","1,180",0.40,"403,121","17,449","56,849","22,077",0.56,0.28,0.08
0.83,"1,616","1,213",0.43,"404,737","15,833","58,062","20,864",0.57,0.26,0.07
0.84,"1,554","1,173",0.43,"406,291","14,279","59,235","19,691",0.58,0.25,0.07
0.85,"1,451","1,209",0.45,"407,742","12,828","60,444","18,482",0.59,0.23,0.06
0.86,"1,337","1,194",0.47,"409,079","11,491","61,638","17,288",0.60,0.22,0.06
0.87,"1,353","1,222",0.47,"410,432","10,138","62,860","16,066",0.61,0.20,0.05
