p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,372,0,inf,372,"420,198",0,"78,926",5.32,0.16,1.00,1.00
0.01,651,0,inf,"1,023","419,547",0,"78,926",5.32,0.16,1.00,1.00
0.02,906,0,inf,"1,929","418,641",0,"78,926",5.30,0.16,1.00,1.00
0.03,"1,323",0,inf,"3,252","417,318",0,"78,926",5.29,0.16,1.00,0.99
0.04,"1,753",0,inf,"5,005","415,565",0,"78,926",5.27,0.16,1.00,0.99
0.05,"2,178",0,inf,"7,183","413,387",0,"78,926",5.24,0.16,1.00,0.99
0.06,"2,748",0,inf,"9,931","410,639",0,"78,926",5.20,0.16,1.00,0.98
0.07,"3,132",0,inf,"13,063","407,507",0,"78,926",5.16,0.16,1.00,0.97
0.08,"3,733",0,inf,"16,796","403,774",0,"78,926",5.12,0.16,1.00,0.97
0.09,"4,199",0,inf,"20,995","399,575",0,"78,926",5.06,0.16,1.00,0.96
0.1,"4,662",0,inf,"25,657","394,913",0,"78,926",5.00,0.17,1.00,0.95
0.11,"5,001",0,inf,"30,658","389,912",0,"78,926",4.94,0.17,1.00,0.94
0.12,"5,420",0,inf,"36,078","384,492",0,"78,926",4.87,0.17,1.00,0.93
0.13,"5,766",0,inf,"41,844","378,726",0,"78,926",4.80,0.17,1.00,0.92
0.14,"6,095",0,inf,"47,939","372,631",0,"78,926",4.72,0.17,1.00,0.90
0.15,"6,438",0,inf,"54,377","366,193",0,"78,926",4.64,0.18,1.00,0.89
0.16,"6,706",0,inf,"61,083","359,487",0,"78,926",4.55,0.18,1.00,0.88
0.17,"6,898",0,inf,"67,981","352,589",0,"78,926",4.47,0.18,1.00,0.86
0.18,"7,215",0,inf,"75,196","345,374",0,"78,926",4.38,0.19,1.00,0.85
0.19,"7,610",0,inf,"82,806","337,764",0,"78,926",4.28,0.19,1.00,0.83
0.2,"7,757",0,inf,"90,563","330,007",0,"78,926",4.18,0.19,1.00,0.82
0.21,"7,987",0,inf,"98,550","322,020",0,"78,926",4.08,0.20,1.00,0.80
0.22,"8,159",0,inf,"106,709","313,861",0,"78,926",3.98,0.20,1.00,0.79
0.23,"8,379",0,inf,"115,088","305,482",0,"78,926",3.87,0.21,1.00,0.77
0.24,"8,335",0,inf,"123,423","297,147",0,"78,926",3.76,0.21,1.00,0.75
0.25,"8,627",0,inf,"132,050","288,520",0,"78,926",3.66,0.21,1.00,0.74
0.26,"8,556",0,inf,"140,606","279,964",0,"78,926",3.55,0.22,1.00,0.72
0.27,"8,735",0,inf,"149,341","271,229",0,"78,926",3.44,0.23,1.00,0.70
0.28,"8,928",0,inf,"158,269","262,301",0,"78,926",3.32,0.23,1.00,0.68
0.29,"8,943",0,inf,"167,212","253,358",0,"78,926",3.21,0.24,1.00,0.67
