p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,515",68,0.01,"10,515","410,055",68,"78,858",0.16,1.00,0.98
0.1,"201,401","9,545",0.05,"211,916","208,654","9,613","69,313",0.25,0.88,0.56
0.2,"102,645","14,772",0.13,"314,561","106,009","24,385","54,541",0.34,0.69,0.32
0.3,"49,956","13,319",0.21,"364,517","56,053","37,704","41,222",0.42,0.52,0.19
0.4,"25,431","10,526",0.29,"389,948","30,622","48,230","30,696",0.50,0.39,0.12
0.5,"13,346","7,792",0.37,"403,294","17,276","56,022","22,904",0.57,0.29,0.08
0.6,"7,254","5,847",0.45,"410,548","10,022","61,869","17,057",0.63,0.22,0.05
0.7,"4,326","4,721",0.52,"414,874","5,696","66,590","12,336",0.68,0.16,0.04
0.8,"2,582","3,910",0.60,"417,456","3,114","70,500","8,426",0.73,0.11,0.02
0.9,"1,703","3,349",0.66,"419,159","1,411","73,849","5,077",0.78,0.06,0.01
1.0,"1,411","5,077",0.78,"420,570",0,"78,926",0,nan,0.00,0.00
