p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",0.16,1.00,1.00
0.05,"73,853","2,243",0.03,"73,853","328,866","2,243","76,683",0.19,0.97,0.84
0.1,"115,575","8,683",0.07,"189,428","213,291","10,926","68,000",0.24,0.86,0.58
0.15,"77,986","11,242",0.13,"267,414","135,305","22,168","56,758",0.30,0.72,0.40
0.2,"48,239","10,568",0.18,"315,653","87,066","32,736","46,190",0.35,0.59,0.28
0.25,"30,074","9,214",0.23,"345,727","56,992","41,950","36,976",0.39,0.47,0.20
0.3,"19,043","7,512",0.28,"364,770","37,949","49,462","29,464",0.44,0.37,0.14
0.35,"12,543","6,156",0.33,"377,313","25,406","55,618","23,308",0.48,0.30,0.10
0.4,"8,282","5,038",0.38,"385,595","17,124","60,656","18,270",0.52,0.23,0.07
0.45,"5,605","4,400",0.44,"391,200","11,519","65,056","13,870",0.55,0.18,0.05
0.5,"3,913","3,494",0.47,"395,113","7,606","68,550","10,376",0.58,0.13,0.04
0.55,"2,675","2,745",0.51,"397,788","4,931","71,295","7,631",0.61,0.10,0.03
0.6,"1,825","2,152",0.54,"399,613","3,106","73,447","5,479",0.64,0.07,0.02
0.65,"1,257","1,687",0.57,"400,870","1,849","75,134","3,792",0.67,0.05,0.01
0.7,790,"1,236",0.61,"401,660","1,059","76,370","2,556",0.71,0.03,0.01
0.75,523,943,0.64,"402,183",536,"77,313","1,613",0.75,0.02,0.00
0.8,306,751,0.71,"402,489",230,"78,064",862,0.79,0.01,0.00
0.85,170,537,0.76,"402,659",60,"78,601",325,0.84,0.00,0.00
0.9,59,285,0.83,"402,718",1,"78,886",40,0.98,0.00,0.00
0.95,1,40,0.98,"402,719",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,0.00,0.00
