p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,317,0,inf,317,"420,253",0,"78,926",5.32,0.16,1.00,1.00
0.05,"6,792",0,inf,"7,109","413,461",0,"78,926",5.24,0.16,1.00,0.99
0.1,"19,088",0,inf,"26,197","394,373",0,"78,926",5.00,0.17,1.00,0.95
0.15,"30,204",0,inf,"56,401","364,169",0,"78,926",4.61,0.18,1.00,0.89
0.2,"38,838",0,inf,"95,239","325,331",0,"78,926",4.12,0.20,1.00,0.81
0.25,"44,195",0,inf,"139,434","281,136",0,"78,926",3.56,0.22,1.00,0.72
0.3,"46,960",0,inf,"186,394","234,176",0,"78,926",2.97,0.25,1.00,0.63
0.35,"46,194",0,inf,"232,588","187,982",0,"78,926",2.38,0.30,1.00,0.53
0.4,"43,487",0,inf,"276,075","144,495",0,"78,926",1.83,0.35,1.00,0.45
0.45,"38,603",0,inf,"314,678","105,892",0,"78,926",1.34,0.43,1.00,0.37
0.5,"32,098",1,32098.00,"346,776","73,794",1,"78,925",0.93,0.52,1.00,0.31
0.55,"25,069",11,2279.00,"371,845","48,725",12,"78,914",0.62,0.62,1.00,0.26
0.6,"18,490",77,240.13,"390,335","30,235",89,"78,837",0.38,0.72,1.00,0.22
0.65,"12,600",566,22.26,"402,935","17,635",655,"78,271",0.23,0.82,0.99,0.19
0.7,"8,105","2,183",3.71,"411,040","9,530","2,838","76,088",0.13,0.89,0.96,0.17
0.75,"4,926","5,593",0.88,"415,966","4,604","8,431","70,495",0.07,0.94,0.89,0.15
0.8,"2,773","10,743",0.26,"418,739","1,831","19,174","59,752",0.03,0.97,0.76,0.12
0.85,"1,387","16,279",0.09,"420,126",444,"35,453","43,473",0.01,0.99,0.55,0.09
0.9,370,"18,283",0.02,"420,496",74,"53,736","25,190",0.00,1.00,0.32,0.05
0.95,64,"16,144",0.00,"420,560",10,"69,880","9,046",0.00,1.00,0.11,0.02
1.0,10,"9,046",0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
