p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"8,536",747,0.08,"8,536","412,034",747,"78,179",0.16,0.99,0.98
0.01,773,41,0.05,"9,309","411,261",788,"78,138",0.16,0.99,0.98
0.02,51,5,0.09,"9,360","411,210",793,"78,133",0.16,0.99,0.98
0.03,"8,840","1,097",0.11,"18,200","402,370","1,890","77,036",0.16,0.98,0.96
0.04,"4,771",747,0.14,"22,971","397,599","2,637","76,289",0.16,0.97,0.95
0.05,"4,799","1,100",0.19,"27,770","392,800","3,737","75,189",0.16,0.95,0.94
0.06,"6,956",520,0.07,"34,726","385,844","4,257","74,669",0.16,0.95,0.92
0.07,"6,071",475,0.07,"40,797","379,773","4,732","74,194",0.16,0.94,0.91
0.08,436,29,0.06,"41,233","379,337","4,761","74,165",0.16,0.94,0.91
0.09,"5,875",570,0.09,"47,108","373,462","5,331","73,595",0.16,0.93,0.90
0.1,"18,047","2,547",0.12,"65,155","355,415","7,878","71,048",0.17,0.90,0.85
0.11,"11,373","2,473",0.18,"76,528","344,042","10,351","68,575",0.17,0.87,0.83
0.12,"5,416","1,540",0.22,"81,944","338,626","11,891","67,035",0.17,0.85,0.81
0.13,623,131,0.17,"82,567","338,003","12,022","66,904",0.17,0.85,0.81
0.14,"4,553",415,0.08,"87,120","333,450","12,437","66,489",0.17,0.84,0.80
0.15,"2,799",397,0.12,"89,919","330,651","12,834","66,092",0.17,0.84,0.79
0.16,"3,548",322,0.08,"93,467","327,103","13,156","65,770",0.17,0.83,0.79
0.17,"7,800",825,0.10,"101,267","319,303","13,981","64,945",0.17,0.82,0.77
0.18,"8,491","1,282",0.13,"109,758","310,812","15,263","63,663",0.17,0.81,0.75
0.19,"4,244",949,0.18,"114,002","306,568","16,212","62,714",0.17,0.79,0.74
0.2,"16,289","2,049",0.11,"130,291","290,279","18,261","60,665",0.17,0.77,0.70
0.21,"11,856","1,641",0.12,"142,147","278,423","19,902","59,024",0.17,0.75,0.68
0.22,"7,145","1,666",0.19,"149,292","271,278","21,568","57,358",0.17,0.73,0.66
0.23,"9,495","1,105",0.10,"158,787","261,783","22,673","56,253",0.18,0.71,0.64
0.24,"23,666","3,130",0.12,"182,453","238,117","25,803","53,123",0.18,0.67,0.58
0.25,"14,222","2,764",0.16,"196,675","223,895","28,567","50,359",0.18,0.64,0.55
0.26,"10,555","2,294",0.18,"207,230","213,340","30,861","48,065",0.18,0.61,0.52
0.27,"21,085","3,214",0.13,"228,315","192,255","34,075","44,851",0.19,0.57,0.47
0.28,"14,256","3,310",0.19,"242,571","177,999","37,385","41,541",0.19,0.53,0.44
0.29,"8,562","2,449",0.22,"251,133","169,437","39,834","39,092",0.19,0.50,0.42
0.3,"3,842",887,0.19,"254,975","165,595","40,721","38,205",0.19,0.48,0.41
0.31,"5,075",739,0.13,"260,050","160,520","41,460","37,466",0.19,0.47,0.40
