p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"8,110",346,0.04,"8,110","412,460",346,"78,580",0.16,1.00,0.98
0.1,"41,383","2,241",0.05,"49,493","371,077","2,587","76,339",0.17,0.97,0.90
0.2,"39,982","3,012",0.07,"89,475","331,095","5,599","73,327",0.18,0.93,0.81
0.3,"67,975","7,130",0.09,"157,450","263,120","12,729","66,197",0.20,0.84,0.66
0.4,"99,304","14,740",0.13,"256,754","163,816","27,469","51,457",0.24,0.65,0.43
0.5,"84,250","17,383",0.17,"341,004","79,566","44,852","34,074",0.30,0.43,0.23
0.6,"38,619","11,321",0.23,"379,623","40,947","56,173","22,753",0.36,0.29,0.13
0.7,"22,134","9,087",0.29,"401,757","18,813","65,260","13,666",0.42,0.17,0.07
0.8,"8,480","5,183",0.38,"410,237","10,333","70,443","8,483",0.45,0.11,0.04
0.9,"5,439","3,838",0.41,"415,676","4,894","74,281","4,645",0.49,0.06,0.02
1.0,"4,894","4,645",0.49,"420,570",0,"78,926",0,nan,0.00,0.00
