p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,30,0,inf,30,"420,540",0,"78,926",5.33,0.16,1.00,1.00
0.02,39,0,inf,69,"420,501",0,"78,926",5.33,0.16,1.00,1.00
0.03,52,0,inf,121,"420,449",0,"78,926",5.33,0.16,1.00,1.00
0.04,61,0,inf,182,"420,388",0,"78,926",5.33,0.16,1.00,1.00
0.05,81,0,inf,263,"420,307",0,"78,926",5.33,0.16,1.00,1.00
0.06,108,0,inf,371,"420,199",0,"78,926",5.32,0.16,1.00,1.00
0.07,105,0,inf,476,"420,094",0,"78,926",5.32,0.16,1.00,1.00
0.08,150,0,inf,626,"419,944",0,"78,926",5.32,0.16,1.00,1.00
0.09,185,0,inf,811,"419,759",0,"78,926",5.32,0.16,1.00,1.00
0.1,239,0,inf,"1,050","419,520",0,"78,926",5.32,0.16,1.00,1.00
0.11,296,0,inf,"1,346","419,224",0,"78,926",5.31,0.16,1.00,1.00
0.12,383,0,inf,"1,729","418,841",0,"78,926",5.31,0.16,1.00,1.00
0.13,586,0,inf,"2,315","418,255",0,"78,926",5.30,0.16,1.00,1.00
0.14,796,1,796.00,"3,111","417,459",1,"78,925",5.29,0.16,1.00,0.99
0.15,"1,009",2,504.50,"4,120","416,450",3,"78,923",5.28,0.16,1.00,0.99
0.16,"1,373",2,686.50,"5,493","415,077",5,"78,921",5.26,0.16,1.00,0.99
0.17,"1,592",6,265.33,"7,085","413,485",11,"78,915",5.24,0.16,1.00,0.99
0.18,"2,076",12,173.00,"9,161","411,409",23,"78,903",5.21,0.16,1.00,0.98
0.19,"2,541",10,254.10,"11,702","408,868",33,"78,893",5.18,0.16,1.00,0.98
0.2,"2,928",14,209.14,"14,630","405,940",47,"78,879",5.15,0.16,1.00,0.97
0.21,"3,479",17,204.65,"18,109","402,461",64,"78,862",5.10,0.16,1.00,0.96
0.22,"4,044",30,134.80,"22,153","398,417",94,"78,832",5.05,0.17,1.00,0.96
0.23,"4,568",36,126.89,"26,721","393,849",130,"78,796",5.00,0.17,1.00,0.95
0.24,"5,189",50,103.78,"31,910","388,660",180,"78,746",4.94,0.17,1.00,0.94
0.25,"5,876",66,89.03,"37,786","382,784",246,"78,680",4.87,0.17,1.00,0.92
0.26,"6,557",99,66.23,"44,343","376,227",345,"78,581",4.79,0.17,1.00,0.91
0.27,"7,198",121,59.49,"51,541","369,029",466,"78,460",4.70,0.18,0.99,0.90
0.28,"7,803",137,56.96,"59,344","361,226",603,"78,323",4.61,0.18,0.99,0.88
0.29,"8,569",186,46.07,"67,913","352,657",789,"78,137",4.51,0.18,0.99,0.86
0.3,"9,302",241,38.60,"77,215","343,355","1,030","77,896",4.41,0.18,0.99,0.84
0.31,"9,849",281,35.05,"87,064","333,506","1,311","77,615",4.30,0.19,0.98,0.82
0.32,"10,573",360,29.37,"97,637","322,933","1,671","77,255",4.18,0.19,0.98,0.80
0.33,"11,218",406,27.63,"108,855","311,715","2,077","76,849",4.06,0.20,0.97,0.78
0.34,"11,771",509,23.13,"120,626","299,944","2,586","76,340",3.93,0.20,0.97,0.75
0.35,"12,507",579,21.60,"133,133","287,437","3,165","75,761",3.79,0.21,0.96,0.73
0.36,"12,732",680,18.72,"145,865","274,705","3,845","75,081",3.66,0.21,0.95,0.70
0.37,"13,411",775,17.30,"159,276","261,294","4,620","74,306",3.52,0.22,0.94,0.67
0.38,"13,394",934,14.34,"172,670","247,900","5,554","73,372",3.38,0.23,0.93,0.64
0.39,"13,637","1,004",13.58,"186,307","234,263","6,558","72,368",3.24,0.24,0.92,0.61
0.4,"13,979","1,179",11.86,"200,286","220,284","7,737","71,189",3.09,0.24,0.90,0.58
