p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.02,1,0,inf,1,"402,718",0,"78,926",5.10,0.16,1.00,1.00
0.03,3,0,inf,4,"402,715",0,"78,926",5.10,0.16,1.00,1.00
0.04,3,0,inf,7,"402,712",0,"78,926",5.10,0.16,1.00,1.00
0.05,5,0,inf,12,"402,707",0,"78,926",5.10,0.16,1.00,1.00
0.06,12,0,inf,24,"402,695",0,"78,926",5.10,0.16,1.00,1.00
0.07,7,0,inf,31,"402,688",0,"78,926",5.10,0.16,1.00,1.00
0.08,5,0,inf,36,"402,683",0,"78,926",5.10,0.16,1.00,1.00
0.09,14,0,inf,50,"402,669",0,"78,926",5.10,0.16,1.00,1.00
0.1,14,0,inf,64,"402,655",0,"78,926",5.10,0.16,1.00,1.00
0.11,18,0,inf,82,"402,637",0,"78,926",5.10,0.16,1.00,1.00
0.12,20,0,inf,102,"402,617",0,"78,926",5.10,0.16,1.00,1.00
0.13,27,0,inf,129,"402,590",0,"78,926",5.10,0.16,1.00,1.00
0.14,32,0,inf,161,"402,558",0,"78,926",5.10,0.16,1.00,1.00
0.15,41,0,inf,202,"402,517",0,"78,926",5.10,0.16,1.00,1.00
0.16,46,0,inf,248,"402,471",0,"78,926",5.10,0.16,1.00,1.00
0.17,54,0,inf,302,"402,417",0,"78,926",5.10,0.16,1.00,1.00
0.18,56,0,inf,358,"402,361",0,"78,926",5.10,0.16,1.00,1.00
0.19,60,0,inf,418,"402,301",0,"78,926",5.10,0.16,1.00,1.00
0.2,66,0,inf,484,"402,235",0,"78,926",5.10,0.16,1.00,1.00
0.21,87,0,inf,571,"402,148",0,"78,926",5.10,0.16,1.00,1.00
0.22,118,0,inf,689,"402,030",0,"78,926",5.09,0.16,1.00,1.00
0.23,129,0,inf,818,"401,901",0,"78,926",5.09,0.16,1.00,1.00
0.24,149,0,inf,967,"401,752",0,"78,926",5.09,0.16,1.00,1.00
0.25,200,0,inf,"1,167","401,552",0,"78,926",5.09,0.16,1.00,1.00
0.26,240,0,inf,"1,407","401,312",0,"78,926",5.08,0.16,1.00,1.00
0.27,286,0,inf,"1,693","401,026",0,"78,926",5.08,0.16,1.00,1.00
0.28,422,0,inf,"2,115","400,604",0,"78,926",5.08,0.16,1.00,1.00
0.29,618,0,inf,"2,733","399,986",0,"78,926",5.07,0.16,1.00,0.99
0.3,741,1,741.00,"3,474","399,245",1,"78,925",5.06,0.17,1.00,0.99
0.31,"1,125",0,inf,"4,599","398,120",1,"78,925",5.04,0.17,1.00,0.99
0.32,"1,522",0,inf,"6,121","396,598",1,"78,925",5.02,0.17,1.00,0.99
0.33,"2,132",1,2132.00,"8,253","394,466",2,"78,924",5.00,0.17,1.00,0.98
0.34,"2,873",6,478.83,"11,126","391,593",8,"78,918",4.96,0.17,1.00,0.98
0.35,"3,861",15,257.40,"14,987","387,732",23,"78,903",4.91,0.17,1.00,0.97
0.36,"5,145",24,214.38,"20,132","382,587",47,"78,879",4.85,0.17,1.00,0.96
0.37,"6,734",55,122.44,"26,866","375,853",102,"78,824",4.77,0.17,1.00,0.94
0.38,"8,716",82,106.29,"35,582","367,137",184,"78,742",4.66,0.18,1.00,0.93
0.39,"10,930",158,69.18,"46,512","356,207",342,"78,584",4.53,0.18,1.00,0.90
0.4,"13,391",238,56.26,"59,903","342,816",580,"78,346",4.38,0.19,0.99,0.87
0.41,"16,114",400,40.28,"76,017","326,702",980,"77,946",4.19,0.19,0.99,0.84
0.42,"18,906",591,31.99,"94,923","307,796","1,571","77,355",3.98,0.20,0.98,0.80
0.43,"21,722",888,24.46,"116,645","286,074","2,459","76,467",3.74,0.21,0.97,0.75
0.44,"24,505","1,277",19.19,"141,150","261,569","3,736","75,190",3.48,0.22,0.95,0.70
0.45,"26,693","1,836",14.54,"167,843","234,876","5,572","73,354",3.20,0.24,0.93,0.64
0.46,"28,150","2,330",12.08,"195,993","206,726","7,902","71,024",2.91,0.26,0.90,0.58
0.47,"28,635","2,976",9.62,"224,628","178,091","10,878","68,048",2.62,0.28,0.86,0.51
0.48,"28,777","3,727",7.72,"253,405","149,314","14,605","64,321",2.32,0.30,0.81,0.44
0.49,"27,221","4,568",5.96,"280,626","122,093","19,173","59,753",2.04,0.33,0.76,0.38
0.5,"25,533","5,295",4.82,"306,159","96,560","24,468","54,458",1.77,0.36,0.69,0.31
0.51,"22,605","6,001",3.77,"328,764","73,955","30,469","48,457",1.53,0.40,0.61,0.25
0.52,"19,286","6,235",3.09,"348,050","54,669","36,704","42,222",1.29,0.44,0.53,0.20
0.53,"15,415","6,269",2.46,"363,465","39,254","42,973","35,953",1.09,0.48,0.46,0.16
0.54,"11,604","5,701",2.04,"375,069","27,650","48,674","30,252",0.91,0.52,0.38,0.12
0.55,"8,625","5,154",1.67,"383,694","19,025","53,828","25,098",0.76,0.57,0.32,0.09
0.56,"6,048","4,414",1.37,"389,742","12,977","58,242","20,684",0.63,0.61,0.26,0.07
0.57,"4,306","3,865",1.11,"394,048","8,671","62,107","16,819",0.52,0.66,0.21,0.05
0.58,"2,856","3,258",0.88,"396,904","5,815","65,365","13,561",0.43,0.70,0.17,0.04
0.59,"1,967","2,821",0.70,"398,871","3,848","68,186","10,740",0.36,0.74,0.14,0.03
0.6,"1,267","2,327",0.54,"400,138","2,581","70,513","8,413",0.31,0.77,0.11,0.02
0.61,890,"1,866",0.48,"401,028","1,691","72,379","6,547",0.26,0.79,0.08,0.02
0.62,620,"1,661",0.37,"401,648","1,071","74,040","4,886",0.22,0.82,0.06,0.01
0.63,405,"1,536",0.26,"402,053",666,"75,576","3,350",0.20,0.83,0.04,0.01
0.64,317,"1,218",0.26,"402,370",349,"76,794","2,132",0.16,0.86,0.03,0.01
0.65,174,935,0.19,"402,544",175,"77,729","1,197",0.15,0.87,0.02,0.00
0.66,105,563,0.19,"402,649",70,"78,292",634,0.11,0.90,0.01,0.00
0.67,43,304,0.14,"402,692",27,"78,596",330,0.08,0.92,0.00,0.00
0.68,17,156,0.11,"402,709",10,"78,752",174,0.06,0.95,0.00,0.00
0.69,4,75,0.05,"402,713",6,"78,827",99,0.06,0.94,0.00,0.00
0.7,2,40,0.05,"402,715",4,"78,867",59,0.07,0.94,0.00,0.00
