p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.05,"20,616",107,0.01,"20,616","378,439",107,"78,819",0.17,1.00,0.96
0.1,"33,177",485,0.01,"53,793","345,262",592,"78,334",0.18,0.99,0.89
0.15,"35,011",864,0.02,"88,804","310,251","1,456","77,470",0.20,0.98,0.81
0.2,"34,755","1,352",0.04,"123,559","275,496","2,808","76,118",0.22,0.96,0.74
0.25,"33,088","1,861",0.05,"156,647","242,408","4,669","74,257",0.23,0.94,0.66
0.3,"31,496","2,310",0.07,"188,143","210,912","6,979","71,947",0.25,0.91,0.59
0.35,"29,320","2,920",0.09,"217,463","181,592","9,899","69,027",0.28,0.87,0.52
0.4,"27,583","3,460",0.11,"245,046","154,009","13,359","65,567",0.30,0.83,0.46
0.45,"25,507","3,831",0.13,"270,553","128,502","17,190","61,736",0.32,0.78,0.40
0.5,"23,445","4,495",0.16,"293,998","105,057","21,685","57,241",0.35,0.73,0.34
0.55,"21,285","5,049",0.19,"315,283","83,772","26,734","52,192",0.38,0.66,0.28
0.6,"18,829","5,615",0.23,"334,112","64,943","32,349","46,577",0.42,0.59,0.23
0.65,"16,415","6,079",0.27,"350,527","48,528","38,428","40,498",0.45,0.51,0.19
0.7,"14,371","6,282",0.30,"364,898","34,157","44,710","34,216",0.50,0.43,0.14
0.75,"11,697","6,605",0.36,"376,595","22,460","51,315","27,611",0.55,0.35,0.10
0.8,"9,014","6,607",0.42,"385,609","13,446","57,922","21,004",0.61,0.27,0.07
0.85,"6,473","6,393",0.50,"392,082","6,973","64,315","14,611",0.68,0.19,0.05
0.9,"3,835","5,370",0.58,"395,917","3,138","69,685","9,241",0.75,0.12,0.03
0.95,"2,150","4,920",0.70,"398,067",988,"74,605","4,321",0.81,0.05,0.01
1.0,988,"4,321",0.81,"399,055",0,"78,926",0,nan,0.00,0.00
