p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,"1,662",72,0.04,"1,662","418,908",72,"78,854",0.16,1.00,1.00
0.1,"105,066","8,021",0.07,"106,728","313,842","8,093","70,833",0.18,0.90,0.77
0.15,"126,519","18,335",0.13,"233,247","187,323","26,428","52,498",0.22,0.67,0.48
0.2,"91,573","18,844",0.17,"324,820","95,750","45,272","33,654",0.26,0.43,0.26
0.25,"52,918","15,789",0.23,"377,738","42,832","61,061","17,865",0.29,0.23,0.12
0.3,"28,385","10,946",0.28,"406,123","14,447","72,007","6,919",0.32,0.09,0.04
0.35,"9,146","4,101",0.31,"415,269","5,301","76,108","2,818",0.35,0.04,0.02
0.4,"4,090","2,024",0.33,"419,359","1,211","78,132",794,0.40,0.01,0.00
0.45,"1,167",767,0.40,"420,526",44,"78,899",27,0.38,0.00,0.00
0.5,44,27,0.38,"420,570",0,"78,926",0,nan,0.00,0.00
0.55,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.6,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.65,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
