p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"2,662",20,0.01,"2,662","177,583",20,"33,805",0.16,1.00,0.99
0.05,"4,210",36,0.01,"6,872","173,373",56,"33,769",0.16,1.00,0.97
0.1,"6,636",121,0.02,"13,508","166,737",177,"33,648",0.17,0.99,0.94
0.15,"9,020",215,0.02,"22,528","157,717",392,"33,433",0.17,0.99,0.89
0.2,"11,141",336,0.03,"33,669","146,576",728,"33,097",0.18,0.98,0.84
0.25,"12,964",568,0.04,"46,633","133,612","1,296","32,529",0.20,0.96,0.78
0.3,"14,379",842,0.06,"61,012","119,233","2,138","31,687",0.21,0.94,0.71
0.35,"15,580","1,200",0.07,"76,592","103,653","3,338","30,487",0.23,0.90,0.63
0.4,"16,380","1,669",0.09,"92,972","87,273","5,007","28,818",0.25,0.85,0.54
0.45,"16,362","1,980",0.11,"109,334","70,911","6,987","26,838",0.27,0.79,0.46
0.5,"15,828","2,689",0.15,"125,162","55,083","9,676","24,149",0.30,0.71,0.37
0.55,"14,245","3,026",0.18,"139,407","40,838","12,702","21,123",0.34,0.62,0.29
0.6,"12,268","3,520",0.22,"151,675","28,570","16,222","17,603",0.38,0.52,0.22
0.65,"9,750","3,384",0.26,"161,425","18,820","19,606","14,219",0.43,0.42,0.15
0.7,"7,131","3,246",0.31,"168,556","11,689","22,852","10,973",0.48,0.32,0.11
0.75,"4,692","2,809",0.37,"173,248","6,997","25,661","8,164",0.54,0.24,0.07
0.8,"3,052","2,266",0.43,"176,300","3,945","27,927","5,898",0.60,0.17,0.05
0.85,"1,845","1,811",0.50,"178,145","2,100","29,738","4,087",0.66,0.12,0.03
0.9,"1,060","1,490",0.58,"179,205","1,040","31,228","2,597",0.71,0.08,0.02
0.95,570,"1,197",0.68,"179,775",470,"32,425","1,400",0.75,0.04,0.01
1.0,470,"1,400",0.75,"180,245",0,"33,825",0,nan,0.00,0.00
