p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.06,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.07,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.08,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.09,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.11,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.12,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.13,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.14,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.15,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.16,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.17,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.18,10,0,inf,10,"420,560",0,"78,926",5.33,0.16,1.00,1.00
0.19,85,0,inf,95,"420,475",0,"78,926",5.33,0.16,1.00,1.00
0.2,130,8,16.25,225,"420,345",8,"78,918",5.33,0.16,1.00,1.00
0.21,323,13,24.85,548,"420,022",21,"78,905",5.32,0.16,1.00,1.00
0.22,"1,399",62,22.56,"1,947","418,623",83,"78,843",5.31,0.16,1.00,1.00
0.23,"3,010",151,19.93,"4,957","415,613",234,"78,692",5.28,0.16,1.00,0.99
0.24,"5,622",292,19.25,"10,579","409,991",526,"78,400",5.23,0.16,0.99,0.98
0.25,"9,854",572,17.23,"20,433","400,137","1,098","77,828",5.14,0.16,0.99,0.96
0.26,"10,909",633,17.23,"31,342","389,228","1,731","77,195",5.04,0.17,0.98,0.93
0.27,"11,449",729,15.71,"42,791","377,779","2,460","76,466",4.94,0.17,0.97,0.91
0.28,"11,221",809,13.87,"54,012","366,558","3,269","75,657",4.84,0.17,0.96,0.89
0.29,"9,138",643,14.21,"63,150","357,420","3,912","75,014",4.76,0.17,0.95,0.87
0.3,"6,597",553,11.93,"69,747","350,823","4,465","74,461",4.71,0.18,0.94,0.85
0.31,"5,804",454,12.78,"75,551","345,019","4,919","74,007",4.66,0.18,0.94,0.84
0.32,"4,381",380,11.53,"79,932","340,638","5,299","73,627",4.63,0.18,0.93,0.83
0.33,"4,060",388,10.46,"83,992","336,578","5,687","73,239",4.60,0.18,0.93,0.82
0.34,"4,014",390,10.29,"88,006","332,564","6,077","72,849",4.57,0.18,0.92,0.81
0.35,"4,877",499,9.77,"92,883","327,687","6,576","72,350",4.53,0.18,0.92,0.80
0.36,"5,158",615,8.39,"98,041","322,529","7,191","71,735",4.50,0.18,0.91,0.79
0.37,"6,379",709,9.00,"104,420","316,150","7,900","71,026",4.45,0.18,0.90,0.78
0.38,"6,925",783,8.84,"111,345","309,225","8,683","70,243",4.40,0.19,0.89,0.76
0.39,"8,049",982,8.20,"119,394","301,176","9,665","69,261",4.35,0.19,0.88,0.74
0.4,"9,490","1,192",7.96,"128,884","291,686","10,857","68,069",4.29,0.19,0.86,0.72
0.41,"9,928","1,303",7.62,"138,812","281,758","12,160","66,766",4.22,0.19,0.85,0.70
0.42,"12,152","1,582",7.68,"150,964","269,606","13,742","65,184",4.14,0.19,0.83,0.67
0.43,"12,679","1,793",7.07,"163,643","256,927","15,535","63,391",4.05,0.20,0.80,0.64
0.44,"13,041","1,857",7.02,"176,684","243,886","17,392","61,534",3.96,0.20,0.78,0.61
0.45,"13,703","2,097",6.53,"190,387","230,183","19,489","59,437",3.87,0.21,0.75,0.58
0.46,"13,102","2,040",6.42,"203,489","217,081","21,529","57,397",3.78,0.21,0.73,0.55
0.47,"12,986","2,132",6.09,"216,475","204,095","23,661","55,265",3.69,0.21,0.70,0.52
0.48,"12,621","2,137",5.91,"229,096","191,474","25,798","53,128",3.60,0.22,0.67,0.49
0.49,"11,591","2,111",5.49,"240,687","179,883","27,909","51,017",3.53,0.22,0.65,0.46
0.5,"12,997","2,308",5.63,"253,684","166,886","30,217","48,709",3.43,0.23,0.62,0.43
0.51,"12,552","2,372",5.29,"266,236","154,334","32,589","46,337",3.33,0.23,0.59,0.40
0.52,"11,765","2,246",5.24,"278,001","142,569","34,835","44,091",3.23,0.24,0.56,0.37
0.53,"11,787","2,471",4.77,"289,788","130,782","37,306","41,620",3.14,0.24,0.53,0.35
0.54,"9,915","2,152",4.61,"299,703","120,867","39,458","39,468",3.06,0.25,0.50,0.32
0.55,"9,405","2,134",4.41,"309,108","111,462","41,592","37,334",2.99,0.25,0.47,0.30
0.56,"7,132","1,589",4.49,"316,240","104,330","43,181","35,745",2.92,0.26,0.45,0.28
0.57,"7,621","1,896",4.02,"323,861","96,709","45,077","33,849",2.86,0.26,0.43,0.26
0.58,"6,152","1,523",4.04,"330,013","90,557","46,600","32,326",2.80,0.26,0.41,0.25
0.59,"7,264","2,029",3.58,"337,277","83,293","48,629","30,297",2.75,0.27,0.38,0.23
0.6,"7,348","2,029",3.62,"344,625","75,945","50,658","28,268",2.69,0.27,0.36,0.21
0.61,"8,464","2,454",3.45,"353,089","67,481","53,112","25,814",2.61,0.28,0.33,0.19
0.62,"8,603","2,560",3.36,"361,692","58,878","55,672","23,254",2.53,0.28,0.29,0.16
0.63,"8,099","2,686",3.02,"369,791","50,779","58,358","20,568",2.47,0.29,0.26,0.14
0.64,"7,820","2,666",2.93,"377,611","42,959","61,024","17,902",2.40,0.29,0.23,0.12
0.65,"6,868","2,487",2.76,"384,479","36,091","63,511","15,415",2.34,0.30,0.20,0.10
0.66,"6,365","2,451",2.60,"390,844","29,726","65,962","12,964",2.29,0.30,0.16,0.09
0.67,"5,108","1,988",2.57,"395,952","24,618","67,950","10,976",2.24,0.31,0.14,0.07
0.68,"4,527","1,794",2.52,"400,479","20,091","69,744","9,182",2.19,0.31,0.12,0.06
0.69,"3,636","1,529",2.38,"404,115","16,455","71,273","7,653",2.15,0.32,0.10,0.05
0.7,"3,091","1,295",2.39,"407,206","13,364","72,568","6,358",2.10,0.32,0.08,0.04
0.71,"2,808","1,121",2.50,"410,014","10,556","73,689","5,237",2.02,0.33,0.07,0.03
0.72,"1,781",818,2.18,"411,795","8,775","74,507","4,419",1.99,0.33,0.06,0.03
0.73,"1,575",726,2.17,"413,370","7,200","75,233","3,693",1.95,0.34,0.05,0.02
0.74,"1,352",637,2.12,"414,722","5,848","75,870","3,056",1.91,0.34,0.04,0.02
0.75,"1,034",496,2.08,"415,756","4,814","76,366","2,560",1.88,0.35,0.03,0.01
0.76,"1,096",549,2.00,"416,852","3,718","76,915","2,011",1.85,0.35,0.03,0.01
0.77,"1,089",533,2.04,"417,941","2,629","77,448","1,478",1.78,0.36,0.02,0.01
0.78,938,436,2.15,"418,879","1,691","77,884","1,042",1.62,0.38,0.01,0.01
0.79,714,401,1.78,"419,593",977,"78,285",641,1.52,0.40,0.01,0.00
0.8,512,309,1.66,"420,105",465,"78,594",332,1.40,0.42,0.00,0.00
0.81,318,228,1.39,"420,423",147,"78,822",104,1.41,0.41,0.00,0.00
0.82,102,80,1.27,"420,525",45,"78,902",24,1.88,0.35,0.00,0.00
0.83,34,17,2.00,"420,559",11,"78,919",7,1.57,0.39,0.00,0.00
0.84,7,4,1.75,"420,566",4,"78,923",3,1.33,0.43,0.00,0.00
0.85,4,2,2.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.86,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
