p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,"51,116","3,257",0.06,"51,116","369,454","3,257","75,669",0.17,0.96,0.89
0.1,"24,814","1,747",0.07,"75,930","344,640","5,004","73,922",0.18,0.94,0.84
0.15,0,0,nan,"75,930","344,640","5,004","73,922",0.18,0.94,0.84
0.2,"9,471",873,0.08,"85,401","335,169","5,877","73,049",0.18,0.93,0.82
0.25,"3,462",400,0.10,"88,863","331,707","6,277","72,649",0.18,0.92,0.81
0.3,"37,045","4,306",0.10,"125,908","294,662","10,583","68,343",0.19,0.87,0.73
0.35,"30,626","4,098",0.12,"156,534","264,036","14,681","64,245",0.20,0.81,0.66
0.4,"11,868","1,950",0.14,"168,402","252,168","16,631","62,295",0.20,0.79,0.63
0.45,"49,465","7,392",0.13,"217,867","202,703","24,023","54,903",0.21,0.70,0.52
0.5,"68,823","12,800",0.16,"286,690","133,880","36,823","42,103",0.24,0.53,0.35
0.55,"4,879","1,013",0.17,"291,569","129,001","37,836","41,090",0.24,0.52,0.34
0.6,"30,410","7,131",0.19,"321,979","98,591","44,967","33,959",0.26,0.43,0.27
0.65,"12,872","3,329",0.21,"334,851","85,719","48,296","30,630",0.26,0.39,0.23
0.7,"5,179","1,604",0.24,"340,030","80,540","49,900","29,026",0.26,0.37,0.22
0.75,"30,755","9,035",0.23,"370,785","49,785","58,935","19,991",0.29,0.25,0.14
0.8,"26,211","9,733",0.27,"396,996","23,574","68,668","10,258",0.30,0.13,0.07
0.85,"11,706","4,807",0.29,"408,702","11,868","73,475","5,451",0.31,0.07,0.03
0.9,"1,470",511,0.26,"410,172","10,398","73,986","4,940",0.32,0.06,0.03
0.95,"3,558","1,571",0.31,"413,730","6,840","75,557","3,369",0.33,0.04,0.02
1.0,"6,840","3,369",0.33,"420,570",0,"78,926",0,nan,0.00,0.00
