p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"48,907",0,0.00,"48,907","371,663",0,"78,926",0.18,1.00,0.90
0.01,0,0,nan,"48,907","371,663",0,"78,926",0.18,1.00,0.90
0.02,37,0,0.00,"48,944","371,626",0,"78,926",0.18,1.00,0.90
0.03,189,0,0.00,"49,133","371,437",0,"78,926",0.18,1.00,0.90
0.04,710,1,0.00,"49,843","370,727",1,"78,925",0.18,1.00,0.90
0.05,"2,976",0,0.00,"52,819","367,751",1,"78,925",0.18,1.00,0.89
0.06,136,0,0.00,"52,955","367,615",1,"78,925",0.18,1.00,0.89
0.07,"1,585",0,0.00,"54,540","366,030",1,"78,925",0.18,1.00,0.89
0.08,816,0,0.00,"55,356","365,214",1,"78,925",0.18,1.00,0.89
0.09,170,0,0.00,"55,526","365,044",1,"78,925",0.18,1.00,0.89
0.1,"65,043",3,0.00,"120,569","300,001",4,"78,922",0.21,1.00,0.76
0.11,20,0,0.00,"120,589","299,981",4,"78,922",0.21,1.00,0.76
0.12,302,1,0.00,"120,891","299,679",5,"78,921",0.21,1.00,0.76
0.13,348,0,0.00,"121,239","299,331",5,"78,921",0.21,1.00,0.76
0.14,"1,086",2,0.00,"122,325","298,245",7,"78,919",0.21,1.00,0.76
0.15,"4,873",7,0.00,"127,198","293,372",14,"78,912",0.21,1.00,0.75
0.16,263,0,0.00,"127,461","293,109",14,"78,912",0.21,1.00,0.74
0.17,"2,447",2,0.00,"129,908","290,662",16,"78,910",0.21,1.00,0.74
0.18,"1,385",2,0.00,"131,293","289,277",18,"78,908",0.21,1.00,0.74
0.19,366,3,0.01,"131,659","288,911",21,"78,905",0.21,1.00,0.74
0.2,"66,052",24,0.00,"197,711","222,859",45,"78,881",0.26,1.00,0.60
0.21,71,1,0.01,"197,782","222,788",46,"78,880",0.26,1.00,0.60
0.22,426,9,0.02,"198,208","222,362",55,"78,871",0.26,1.00,0.60
0.23,428,6,0.01,"198,636","221,934",61,"78,865",0.26,1.00,0.60
0.24,"1,117",8,0.01,"199,753","220,817",69,"78,857",0.26,1.00,0.60
0.25,"5,250",30,0.01,"205,003","215,567",99,"78,827",0.27,1.00,0.59
0.26,279,6,0.02,"205,282","215,288",105,"78,821",0.27,1.00,0.59
0.27,"2,657",15,0.01,"207,939","212,631",120,"78,806",0.27,1.00,0.58
0.28,"1,474",15,0.01,"209,413","211,157",135,"78,791",0.27,1.00,0.58
0.29,548,22,0.04,"209,961","210,609",157,"78,769",0.27,1.00,0.58
0.3,"56,999",166,0.00,"266,960","153,610",323,"78,603",0.34,1.00,0.46
0.31,171,13,0.07,"267,131","153,439",336,"78,590",0.34,1.00,0.46
0.32,538,28,0.05,"267,669","152,901",364,"78,562",0.34,1.00,0.46
0.33,426,23,0.05,"268,095","152,475",387,"78,539",0.34,1.00,0.46
0.34,"1,095",34,0.03,"269,190","151,380",421,"78,505",0.34,0.99,0.46
0.35,"4,691",86,0.02,"273,881","146,689",507,"78,419",0.35,0.99,0.45
0.36,273,14,0.05,"274,154","146,416",521,"78,405",0.35,0.99,0.45
0.37,"2,314",60,0.03,"276,468","144,102",581,"78,345",0.35,0.99,0.45
0.38,"1,484",48,0.03,"277,952","142,618",629,"78,297",0.35,0.99,0.44
0.39,471,43,0.08,"278,423","142,147",672,"78,254",0.36,0.99,0.44
0.4,"43,245",595,0.01,"321,668","98,902","1,267","77,659",0.44,0.98,0.35
0.41,184,23,0.11,"321,852","98,718","1,290","77,636",0.44,0.98,0.35
0.42,577,84,0.13,"322,429","98,141","1,374","77,552",0.44,0.98,0.35
0.43,461,61,0.12,"322,890","97,680","1,435","77,491",0.44,0.98,0.35
0.44,858,81,0.09,"323,748","96,822","1,516","77,410",0.44,0.98,0.35
0.45,"3,972",295,0.07,"327,720","92,850","1,811","77,115",0.45,0.98,0.34
0.46,300,44,0.13,"328,020","92,550","1,855","77,071",0.45,0.98,0.34
0.47,"1,937",147,0.07,"329,957","90,613","2,002","76,924",0.46,0.97,0.34
0.48,"1,206",113,0.09,"331,163","89,407","2,115","76,811",0.46,0.97,0.33
0.49,550,104,0.16,"331,713","88,857","2,219","76,707",0.46,0.97,0.33
0.5,"30,020","1,908",0.06,"361,733","58,837","4,127","74,799",0.56,0.95,0.27
0.51,241,65,0.21,"361,974","58,596","4,192","74,734",0.56,0.95,0.27
0.52,550,165,0.23,"362,524","58,046","4,357","74,569",0.56,0.94,0.27
0.53,459,106,0.19,"362,983","57,587","4,463","74,463",0.56,0.94,0.26
0.54,775,167,0.18,"363,758","56,812","4,630","74,296",0.57,0.94,0.26
0.55,"2,821",633,0.18,"366,579","53,991","5,263","73,663",0.58,0.93,0.26
0.56,269,64,0.19,"366,848","53,722","5,327","73,599",0.58,0.93,0.25
0.57,"1,565",323,0.17,"368,413","52,157","5,650","73,276",0.58,0.93,0.25
0.58,820,180,0.18,"369,233","51,337","5,830","73,096",0.59,0.93,0.25
0.59,539,160,0.23,"369,772","50,798","5,990","72,936",0.59,0.92,0.25
0.6,"18,049","4,601",0.20,"387,821","32,749","10,591","68,335",0.68,0.87,0.20
0.61,185,82,0.31,"388,006","32,564","10,673","68,253",0.68,0.86,0.20
0.62,632,277,0.30,"388,638","31,932","10,950","67,976",0.68,0.86,0.20
0.63,384,166,0.30,"389,022","31,548","11,116","67,810",0.68,0.86,0.20
0.64,575,267,0.32,"389,597","30,973","11,383","67,543",0.69,0.86,0.20
0.65,"2,048",996,0.33,"391,645","28,925","12,379","66,547",0.70,0.84,0.19
0.66,255,100,0.28,"391,900","28,670","12,479","66,447",0.70,0.84,0.19
0.67,"1,143",554,0.33,"393,043","27,527","13,033","65,893",0.71,0.83,0.19
0.68,649,301,0.32,"393,692","26,878","13,334","65,592",0.71,0.83,0.19
0.69,395,200,0.34,"394,087","26,483","13,534","65,392",0.71,0.83,0.18
0.7,"10,395","9,352",0.47,"404,482","16,088","22,886","56,040",0.78,0.71,0.14
0.71,207,101,0.33,"404,689","15,881","22,987","55,939",0.78,0.71,0.14
0.72,576,374,0.39,"405,265","15,305","23,361","55,565",0.78,0.70,0.14
0.73,362,229,0.39,"405,627","14,943","23,590","55,336",0.79,0.70,0.14
0.74,425,299,0.41,"406,052","14,518","23,889","55,037",0.79,0.70,0.14
0.75,"1,378","1,248",0.48,"407,430","13,140","25,137","53,789",0.80,0.68,0.13
0.76,209,155,0.43,"407,639","12,931","25,292","53,634",0.81,0.68,0.13
0.77,880,728,0.45,"408,519","12,051","26,020","52,906",0.81,0.67,0.13
0.78,486,417,0.46,"409,005","11,565","26,437","52,489",0.82,0.67,0.13
0.79,280,198,0.41,"409,285","11,285","26,635","52,291",0.82,0.66,0.13
0.8,"5,055","14,304",0.74,"414,340","6,230","40,939","37,987",0.86,0.48,0.09
0.81,109,93,0.46,"414,449","6,121","41,032","37,894",0.86,0.48,0.09
0.82,406,354,0.47,"414,855","5,715","41,386","37,540",0.87,0.48,0.09
0.83,211,206,0.49,"415,066","5,504","41,592","37,334",0.87,0.47,0.09
0.84,285,324,0.53,"415,351","5,219","41,916","37,010",0.88,0.47,0.08
0.85,917,"1,300",0.59,"416,268","4,302","43,216","35,710",0.89,0.45,0.08
0.86,95,108,0.53,"416,363","4,207","43,324","35,602",0.89,0.45,0.08
0.87,432,630,0.59,"416,795","3,775","43,954","34,972",0.90,0.44,0.08
0.88,202,314,0.61,"416,997","3,573","44,268","34,658",0.91,0.44,0.08
0.89,151,253,0.63,"417,148","3,422","44,521","34,405",0.91,0.44,0.08
0.9,"1,957","17,634",0.90,"419,105","1,465","62,155","16,771",0.92,0.21,0.04
0.91,46,62,0.57,"419,151","1,419","62,217","16,709",0.92,0.21,0.04
0.92,153,177,0.54,"419,304","1,266","62,394","16,532",0.93,0.21,0.04
0.93,85,134,0.61,"419,389","1,181","62,528","16,398",0.93,0.21,0.04
0.94,83,159,0.66,"419,472","1,098","62,687","16,239",0.94,0.21,0.03
0.95,317,767,0.71,"419,789",781,"63,454","15,472",0.95,0.20,0.03
0.96,20,50,0.71,"419,809",761,"63,504","15,422",0.95,0.20,0.03
0.97,155,405,0.72,"419,964",606,"63,909","15,017",0.96,0.19,0.03
0.98,79,198,0.71,"420,043",527,"64,107","14,819",0.97,0.19,0.03
0.99,51,135,0.73,"420,094",476,"64,242","14,684",0.97,0.19,0.03
1.0,476,"14,684",0.97,"420,570",0,"78,926",0,nan,0.00,0.00
