p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,1,0,0.00,1,"420,569",0,"78,926",0.16,1.00,1.00
0.01,18,0,0.00,19,"420,551",0,"78,926",0.16,1.00,1.00
0.02,44,0,0.00,63,"420,507",0,"78,926",0.16,1.00,1.00
0.03,65,0,0.00,128,"420,442",0,"78,926",0.16,1.00,1.00
0.04,129,0,0.00,257,"420,313",0,"78,926",0.16,1.00,1.00
0.05,188,0,0.00,445,"420,125",0,"78,926",0.16,1.00,1.00
0.06,293,1,0.00,738,"419,832",1,"78,925",0.16,1.00,1.00
0.07,420,1,0.00,"1,158","419,412",2,"78,924",0.16,1.00,1.00
0.08,580,3,0.01,"1,738","418,832",5,"78,921",0.16,1.00,1.00
0.09,757,3,0.00,"2,495","418,075",8,"78,918",0.16,1.00,0.99
0.1,985,0,0.00,"3,480","417,090",8,"78,918",0.16,1.00,0.99
0.11,"1,222",8,0.01,"4,702","415,868",16,"78,910",0.16,1.00,0.99
0.12,"1,730",8,0.00,"6,432","414,138",24,"78,902",0.16,1.00,0.99
0.13,"1,905",10,0.01,"8,337","412,233",34,"78,892",0.16,1.00,0.98
0.14,"2,288",16,0.01,"10,625","409,945",50,"78,876",0.16,1.00,0.98
0.15,"2,739",19,0.01,"13,364","407,206",69,"78,857",0.16,1.00,0.97
0.16,"3,178",17,0.01,"16,542","404,028",86,"78,840",0.16,1.00,0.97
0.17,"3,440",40,0.01,"19,982","400,588",126,"78,800",0.16,1.00,0.96
0.18,"3,936",34,0.01,"23,918","396,652",160,"78,766",0.17,1.00,0.95
0.19,"4,361",50,0.01,"28,279","392,291",210,"78,716",0.17,1.00,0.94
0.2,"4,671",62,0.01,"32,950","387,620",272,"78,654",0.17,1.00,0.93
0.21,"5,116",76,0.01,"38,066","382,504",348,"78,578",0.17,1.00,0.92
0.22,"5,472",91,0.02,"43,538","377,032",439,"78,487",0.17,0.99,0.91
0.23,"5,626",97,0.02,"49,164","371,406",536,"78,390",0.17,0.99,0.90
0.24,"6,102",128,0.02,"55,266","365,304",664,"78,262",0.18,0.99,0.89
0.25,"6,252",147,0.02,"61,518","359,052",811,"78,115",0.18,0.99,0.88
0.26,"6,728",159,0.02,"68,246","352,324",970,"77,956",0.18,0.99,0.86
0.27,"6,675",168,0.02,"74,921","345,649","1,138","77,788",0.18,0.99,0.85
0.28,"7,006",205,0.03,"81,927","338,643","1,343","77,583",0.19,0.98,0.83
0.29,"7,250",245,0.03,"89,177","331,393","1,588","77,338",0.19,0.98,0.82
0.3,"7,491",247,0.03,"96,668","323,902","1,835","77,091",0.19,0.98,0.80
0.31,"7,757",293,0.04,"104,425","316,145","2,128","76,798",0.20,0.97,0.79
0.32,"7,919",329,0.04,"112,344","308,226","2,457","76,469",0.20,0.97,0.77
0.33,"8,156",334,0.04,"120,500","300,070","2,791","76,135",0.20,0.96,0.75
0.34,"8,159",380,0.04,"128,659","291,911","3,171","75,755",0.21,0.96,0.74
0.35,"8,401",441,0.05,"137,060","283,510","3,612","75,314",0.21,0.95,0.72
0.36,"8,595",463,0.05,"145,655","274,915","4,075","74,851",0.21,0.95,0.70
0.37,"8,759",477,0.05,"154,414","266,156","4,552","74,374",0.22,0.94,0.68
0.38,"8,880",527,0.06,"163,294","257,276","5,079","73,847",0.22,0.94,0.66
0.39,"8,815",613,0.07,"172,109","248,461","5,692","73,234",0.23,0.93,0.64
0.4,"9,026",626,0.06,"181,135","239,435","6,318","72,608",0.23,0.92,0.62
0.41,"8,957",714,0.07,"190,092","230,478","7,032","71,894",0.24,0.91,0.61
0.42,"9,129",764,0.08,"199,221","221,349","7,796","71,130",0.24,0.90,0.59
0.43,"8,941",821,0.08,"208,162","212,408","8,617","70,309",0.25,0.89,0.57
0.44,"8,819",874,0.09,"216,981","203,589","9,491","69,435",0.25,0.88,0.55
0.45,"8,825",954,0.10,"225,806","194,764","10,445","68,481",0.26,0.87,0.53
0.46,"8,743",957,0.10,"234,549","186,021","11,402","67,524",0.27,0.86,0.51
0.47,"8,792","1,003",0.10,"243,341","177,229","12,405","66,521",0.27,0.84,0.49
0.48,"8,688","1,090",0.11,"252,029","168,541","13,495","65,431",0.28,0.83,0.47
0.49,"8,613","1,167",0.12,"260,642","159,928","14,662","64,264",0.29,0.81,0.45
0.5,"8,512","1,163",0.12,"269,154","151,416","15,825","63,101",0.29,0.80,0.43
0.51,"8,162","1,300",0.14,"277,316","143,254","17,125","61,801",0.30,0.78,0.41
0.52,"8,063","1,367",0.14,"285,379","135,191","18,492","60,434",0.31,0.77,0.39
0.53,"7,793","1,401",0.15,"293,172","127,398","19,893","59,033",0.32,0.75,0.37
0.54,"7,724","1,439",0.16,"300,896","119,674","21,332","57,594",0.32,0.73,0.35
0.55,"7,600","1,541",0.17,"308,496","112,074","22,873","56,053",0.33,0.71,0.34
0.56,"7,139","1,541",0.18,"315,635","104,935","24,414","54,512",0.34,0.69,0.32
0.57,"7,010","1,590",0.18,"322,645","97,925","26,004","52,922",0.35,0.67,0.30
0.58,"6,785","1,591",0.19,"329,430","91,140","27,595","51,331",0.36,0.65,0.29
0.59,"6,588","1,695",0.20,"336,018","84,552","29,290","49,636",0.37,0.63,0.27
0.6,"6,159","1,720",0.22,"342,177","78,393","31,010","47,916",0.38,0.61,0.25
0.61,"6,111","1,648",0.21,"348,288","72,282","32,658","46,268",0.39,0.59,0.24
0.62,"5,732","1,693",0.23,"354,020","66,550","34,351","44,575",0.40,0.56,0.22
0.63,"5,421","1,738",0.24,"359,441","61,129","36,089","42,837",0.41,0.54,0.21
0.64,"5,036","1,770",0.26,"364,477","56,093","37,859","41,067",0.42,0.52,0.19
0.65,"4,733","1,791",0.27,"369,210","51,360","39,650","39,276",0.43,0.50,0.18
0.66,"4,582","1,768",0.28,"373,792","46,778","41,418","37,508",0.45,0.48,0.17
0.67,"4,271","1,779",0.29,"378,063","42,507","43,197","35,729",0.46,0.45,0.16
0.68,"3,932","1,741",0.31,"381,995","38,575","44,938","33,988",0.47,0.43,0.15
0.69,"3,756","1,729",0.32,"385,751","34,819","46,667","32,259",0.48,0.41,0.13
0.7,"3,404","1,668",0.33,"389,155","31,415","48,335","30,591",0.49,0.39,0.12
0.71,"3,186","1,593",0.33,"392,341","28,229","49,928","28,998",0.51,0.37,0.11
0.72,"2,827","1,563",0.36,"395,168","25,402","51,491","27,435",0.52,0.35,0.11
0.73,"2,735","1,565",0.36,"397,903","22,667","53,056","25,870",0.53,0.33,0.10
0.74,"2,340","1,596",0.41,"400,243","20,327","54,652","24,274",0.54,0.31,0.09
0.75,"2,229","1,502",0.40,"402,472","18,098","56,154","22,772",0.56,0.29,0.08
0.76,"1,983","1,496",0.43,"404,455","16,115","57,650","21,276",0.57,0.27,0.07
0.77,"1,859","1,413",0.43,"406,314","14,256","59,063","19,863",0.58,0.25,0.07
0.78,"1,671","1,434",0.46,"407,985","12,585","60,497","18,429",0.59,0.23,0.06
0.79,"1,536","1,359",0.47,"409,521","11,049","61,856","17,070",0.61,0.22,0.06
0.8,"1,376","1,343",0.49,"410,897","9,673","63,199","15,727",0.62,0.20,0.05
0.81,"1,284","1,192",0.48,"412,181","8,389","64,391","14,535",0.63,0.18,0.05
0.82,"1,178","1,260",0.52,"413,359","7,211","65,651","13,275",0.65,0.17,0.04
0.83,"1,023","1,162",0.53,"414,382","6,188","66,813","12,113",0.66,0.15,0.04
0.84,904,"1,121",0.55,"415,286","5,284","67,934","10,992",0.68,0.14,0.03
0.85,786,"1,026",0.57,"416,072","4,498","68,960","9,966",0.69,0.13,0.03
0.86,698,"1,009",0.59,"416,770","3,800","69,969","8,957",0.70,0.11,0.03
0.87,594,987,0.62,"417,364","3,206","70,956","7,970",0.71,0.10,0.02
0.88,540,943,0.64,"417,904","2,666","71,899","7,027",0.72,0.09,0.02
0.89,457,951,0.68,"418,361","2,209","72,850","6,076",0.73,0.08,0.02
0.9,453,885,0.66,"418,814","1,756","73,735","5,191",0.75,0.07,0.01
0.91,370,878,0.70,"419,184","1,386","74,613","4,313",0.76,0.05,0.01
0.92,355,863,0.71,"419,539","1,031","75,476","3,450",0.77,0.04,0.01
0.93,311,892,0.74,"419,850",720,"76,368","2,558",0.78,0.03,0.01
0.94,253,804,0.76,"420,103",467,"77,172","1,754",0.79,0.02,0.00
0.95,208,676,0.76,"420,311",259,"77,848","1,078",0.81,0.01,0.00
0.96,149,541,0.78,"420,460",110,"78,389",537,0.83,0.01,0.00
0.97,71,326,0.82,"420,531",39,"78,715",211,0.84,0.00,0.00
0.98,35,148,0.81,"420,566",4,"78,863",63,0.94,0.00,0.00
0.99,4,54,0.93,"420,570",0,"78,917",9,1.00,0.00,0.00
1.0,0,9,1.00,"420,570",0,"78,926",0,nan,0.00,0.00
