p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,15,0,inf,15,"420,555",0,"78,926",5.33,0.16,1.00,1.00
0.02,222,3,74.00,237,"420,333",3,"78,923",5.33,0.16,1.00,1.00
0.03,898,6,149.67,"1,135","419,435",9,"78,917",5.31,0.16,1.00,1.00
0.04,"2,154",38,56.68,"3,289","417,281",47,"78,879",5.29,0.16,1.00,0.99
0.05,"3,782",70,54.03,"7,071","413,499",117,"78,809",5.25,0.16,1.00,0.99
0.06,"5,666",124,45.69,"12,737","407,833",241,"78,685",5.18,0.16,1.00,0.97
0.07,"7,217",204,35.38,"19,954","400,616",445,"78,481",5.10,0.16,0.99,0.96
0.08,"8,385",278,30.16,"28,339","392,231",723,"78,203",5.02,0.17,0.99,0.94
0.09,"9,135",356,25.66,"37,474","383,096","1,079","77,847",4.92,0.17,0.99,0.92
0.1,"9,870",448,22.03,"47,344","373,226","1,527","77,399",4.82,0.17,0.98,0.90
0.11,"10,428",513,20.33,"57,772","362,798","2,040","76,886",4.72,0.17,0.97,0.88
0.12,"11,248",581,19.36,"69,020","351,550","2,621","76,305",4.61,0.18,0.97,0.86
0.13,"11,974",703,17.03,"80,994","339,576","3,324","75,602",4.49,0.18,0.96,0.83
0.14,"12,114",816,14.85,"93,108","327,462","4,140","74,786",4.38,0.19,0.95,0.81
0.15,"12,890",871,14.80,"105,998","314,572","5,011","73,915",4.26,0.19,0.94,0.78
0.16,"12,782","1,042",12.27,"118,780","301,790","6,053","72,873",4.14,0.19,0.92,0.75
0.17,"13,128","1,092",12.02,"131,908","288,662","7,145","71,781",4.02,0.20,0.91,0.72
0.18,"12,939","1,151",11.24,"144,847","275,723","8,296","70,630",3.90,0.20,0.89,0.69
0.19,"13,057","1,229",10.62,"157,904","262,666","9,525","69,401",3.78,0.21,0.88,0.66
0.2,"12,686","1,303",9.74,"170,590","249,980","10,828","68,098",3.67,0.21,0.86,0.64
0.21,"12,801","1,398",9.16,"183,391","237,179","12,226","66,700",3.56,0.22,0.85,0.61
0.22,"12,178","1,365",8.92,"195,569","225,001","13,591","65,335",3.44,0.23,0.83,0.58
0.23,"12,254","1,504",8.15,"207,823","212,747","15,095","63,831",3.33,0.23,0.81,0.55
0.24,"11,544","1,509",7.65,"219,367","201,203","16,604","62,322",3.23,0.24,0.79,0.53
0.25,"11,255","1,595",7.06,"230,622","189,948","18,199","60,727",3.13,0.24,0.77,0.50
0.26,"10,936","1,609",6.80,"241,558","179,012","19,808","59,118",3.03,0.25,0.75,0.48
0.27,"10,725","1,653",6.49,"252,283","168,287","21,461","57,465",2.93,0.25,0.73,0.45
0.28,"10,199","1,574",6.48,"262,482","158,088","23,035","55,891",2.83,0.26,0.71,0.43
0.29,"9,704","1,724",5.63,"272,186","148,384","24,759","54,167",2.74,0.27,0.69,0.41
0.3,"9,160","1,675",5.47,"281,346","139,224","26,434","52,492",2.65,0.27,0.67,0.38
0.31,"8,941","1,671",5.35,"290,287","130,283","28,105","50,821",2.56,0.28,0.64,0.36
0.32,"8,332","1,669",4.99,"298,619","121,951","29,774","49,152",2.48,0.29,0.62,0.34
0.33,"8,029","1,729",4.64,"306,648","113,922","31,503","47,423",2.40,0.29,0.60,0.32
0.34,"7,542","1,642",4.59,"314,190","106,380","33,145","45,781",2.32,0.30,0.58,0.30
0.35,"7,272","1,706",4.26,"321,462","99,108","34,851","44,075",2.25,0.31,0.56,0.29
0.36,"6,585","1,617",4.07,"328,047","92,523","36,468","42,458",2.18,0.31,0.54,0.27
0.37,"6,414","1,593",4.03,"334,461","86,109","38,061","40,865",2.11,0.32,0.52,0.25
0.38,"5,953","1,538",3.87,"340,414","80,156","39,599","39,327",2.04,0.33,0.50,0.24
0.39,"5,641","1,512",3.73,"346,055","74,515","41,111","37,815",1.97,0.34,0.48,0.22
0.4,"5,481","1,519",3.61,"351,536","69,034","42,630","36,296",1.90,0.34,0.46,0.21
0.41,"4,816","1,509",3.19,"356,352","64,218","44,139","34,787",1.85,0.35,0.44,0.20
0.42,"4,645","1,379",3.37,"360,997","59,573","45,518","33,408",1.78,0.36,0.42,0.19
0.43,"4,304","1,365",3.15,"365,301","55,269","46,883","32,043",1.72,0.37,0.41,0.17
0.44,"4,193","1,361",3.08,"369,494","51,076","48,244","30,682",1.66,0.38,0.39,0.16
0.45,"3,748","1,341",2.79,"373,242","47,328","49,585","29,341",1.61,0.38,0.37,0.15
0.46,"3,570","1,272",2.81,"376,812","43,758","50,857","28,069",1.56,0.39,0.36,0.14
0.47,"3,445","1,225",2.81,"380,257","40,313","52,082","26,844",1.50,0.40,0.34,0.13
0.48,"3,113","1,250",2.49,"383,370","37,200","53,332","25,594",1.45,0.41,0.32,0.13
0.49,"2,911","1,196",2.43,"386,281","34,289","54,528","24,398",1.41,0.42,0.31,0.12
0.5,"2,648","1,220",2.17,"388,929","31,641","55,748","23,178",1.37,0.42,0.29,0.11
0.51,"2,561","1,145",2.24,"391,490","29,080","56,893","22,033",1.32,0.43,0.28,0.10
0.52,"2,365","1,088",2.17,"393,855","26,715","57,981","20,945",1.28,0.44,0.27,0.10
0.53,"2,187","1,107",1.98,"396,042","24,528","59,088","19,838",1.24,0.45,0.25,0.09
0.54,"2,120","1,056",2.01,"398,162","22,408","60,144","18,782",1.19,0.46,0.24,0.08
0.55,"1,939","1,004",1.93,"400,101","20,469","61,148","17,778",1.15,0.46,0.23,0.08
0.56,"1,774",943,1.88,"401,875","18,695","62,091","16,835",1.11,0.47,0.21,0.07
0.57,"1,571",939,1.67,"403,446","17,124","63,030","15,896",1.08,0.48,0.20,0.07
0.58,"1,422",918,1.55,"404,868","15,702","63,948","14,978",1.05,0.49,0.19,0.06
0.59,"1,434",890,1.61,"406,302","14,268","64,838","14,088",1.01,0.50,0.18,0.06
0.6,"1,266",841,1.51,"407,568","13,002","65,679","13,247",0.98,0.50,0.17,0.05
0.61,"1,160",819,1.42,"408,728","11,842","66,498","12,428",0.95,0.51,0.16,0.05
0.62,"1,171",818,1.43,"409,899","10,671","67,316","11,610",0.92,0.52,0.15,0.04
0.63,"1,002",751,1.33,"410,901","9,669","68,067","10,859",0.89,0.53,0.14,0.04
0.64,980,763,1.28,"411,881","8,689","68,830","10,096",0.86,0.54,0.13,0.04
0.65,881,731,1.21,"412,762","7,808","69,561","9,365",0.83,0.55,0.12,0.03
0.66,857,781,1.10,"413,619","6,951","70,342","8,584",0.81,0.55,0.11,0.03
0.67,804,767,1.05,"414,423","6,147","71,109","7,817",0.79,0.56,0.10,0.03
0.68,734,718,1.02,"415,157","5,413","71,827","7,099",0.76,0.57,0.09,0.03
0.69,679,695,0.98,"415,836","4,734","72,522","6,404",0.74,0.57,0.08,0.02
0.7,589,627,0.94,"416,425","4,145","73,149","5,777",0.72,0.58,0.07,0.02
0.71,596,629,0.95,"417,021","3,549","73,778","5,148",0.69,0.59,0.07,0.02
0.72,498,594,0.84,"417,519","3,051","74,372","4,554",0.67,0.60,0.06,0.02
0.73,454,563,0.81,"417,973","2,597","74,935","3,991",0.65,0.61,0.05,0.01
0.74,452,537,0.84,"418,425","2,145","75,472","3,454",0.62,0.62,0.04,0.01
0.75,353,411,0.86,"418,778","1,792","75,883","3,043",0.59,0.63,0.04,0.01
0.76,331,440,0.75,"419,109","1,461","76,323","2,603",0.56,0.64,0.03,0.01
0.77,290,416,0.70,"419,399","1,171","76,739","2,187",0.54,0.65,0.03,0.01
0.78,241,348,0.69,"419,640",930,"77,087","1,839",0.51,0.66,0.02,0.01
0.79,191,320,0.60,"419,831",739,"77,407","1,519",0.49,0.67,0.02,0.00
0.8,163,291,0.56,"419,994",576,"77,698","1,228",0.47,0.68,0.02,0.00
0.81,121,253,0.48,"420,115",455,"77,951",975,0.47,0.68,0.01,0.00
0.82,112,228,0.49,"420,227",343,"78,179",747,0.46,0.69,0.01,0.00
0.83,96,173,0.55,"420,323",247,"78,352",574,0.43,0.70,0.01,0.00
0.84,75,154,0.49,"420,398",172,"78,506",420,0.41,0.71,0.01,0.00
0.85,53,117,0.45,"420,451",119,"78,623",303,0.39,0.72,0.00,0.00
0.86,38,90,0.42,"420,489",81,"78,713",213,0.38,0.72,0.00,0.00
0.87,33,75,0.44,"420,522",48,"78,788",138,0.35,0.74,0.00,0.00
0.88,17,47,0.36,"420,539",31,"78,835",91,0.34,0.75,0.00,0.00
0.89,13,28,0.46,"420,552",18,"78,863",63,0.29,0.78,0.00,0.00
0.9,8,21,0.38,"420,560",10,"78,884",42,0.24,0.81,0.00,0.00
0.91,5,17,0.29,"420,565",5,"78,901",25,0.20,0.83,0.00,0.00
0.92,3,11,0.27,"420,568",2,"78,912",14,0.14,0.88,0.00,0.00
0.93,1,9,0.11,"420,569",1,"78,921",5,0.20,0.83,0.00,0.00
0.94,1,0,inf,"420,570",0,"78,921",5,0.00,1.00,0.00,0.00
0.95,0,4,0.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.96,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
