p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.06,8,0,inf,8,"420,562",0,"78,926",5.33,0.16,1.00,1.00
0.07,20,0,inf,28,"420,542",0,"78,926",5.33,0.16,1.00,1.00
0.08,85,0,inf,113,"420,457",0,"78,926",5.33,0.16,1.00,1.00
0.09,189,6,31.50,302,"420,268",6,"78,920",5.33,0.16,1.00,1.00
0.1,216,2,108.00,518,"420,052",8,"78,918",5.32,0.16,1.00,1.00
0.11,711,11,64.64,"1,229","419,341",19,"78,907",5.31,0.16,1.00,1.00
0.12,"1,129",28,40.32,"2,358","418,212",47,"78,879",5.30,0.16,1.00,1.00
0.13,"2,490",83,30.00,"4,848","415,722",130,"78,796",5.28,0.16,1.00,0.99
0.14,"1,872",61,30.69,"6,720","413,850",191,"78,735",5.26,0.16,1.00,0.99
0.15,"4,187",189,22.15,"10,907","409,663",380,"78,546",5.22,0.16,1.00,0.98
0.16,"4,792",199,24.08,"15,699","404,871",579,"78,347",5.17,0.16,0.99,0.97
0.17,"3,572",175,20.41,"19,271","401,299",754,"78,172",5.13,0.16,0.99,0.96
0.18,"6,532",357,18.30,"25,803","394,767","1,111","77,815",5.07,0.16,0.99,0.95
0.19,"5,580",328,17.01,"31,383","389,187","1,439","77,487",5.02,0.17,0.98,0.93
0.2,"6,701",393,17.05,"38,084","382,486","1,832","77,094",4.96,0.17,0.98,0.92
0.21,"7,069",410,17.24,"45,153","375,417","2,242","76,684",4.90,0.17,0.97,0.91
0.22,"7,204",485,14.85,"52,357","368,213","2,727","76,199",4.83,0.17,0.97,0.89
0.23,"6,791",446,15.23,"59,148","361,422","3,173","75,753",4.77,0.17,0.96,0.88
0.24,"5,572",404,13.79,"64,720","355,850","3,577","75,349",4.72,0.17,0.95,0.86
0.25,"6,067",489,12.41,"70,787","349,783","4,066","74,860",4.67,0.18,0.95,0.85
0.26,"5,184",428,12.11,"75,971","344,599","4,494","74,432",4.63,0.18,0.94,0.84
0.27,"6,251",553,11.30,"82,222","338,348","5,047","73,879",4.58,0.18,0.94,0.83
0.28,"5,887",555,10.61,"88,109","332,461","5,602","73,324",4.53,0.18,0.93,0.81
0.29,"6,461",577,11.20,"94,570","326,000","6,179","72,747",4.48,0.18,0.92,0.80
0.3,"6,652",675,9.85,"101,222","319,348","6,854","72,072",4.43,0.18,0.91,0.78
0.31,"6,705",719,9.33,"107,927","312,643","7,573","71,353",4.38,0.19,0.90,0.77
0.32,"8,036",814,9.87,"115,963","304,607","8,387","70,539",4.32,0.19,0.89,0.75
0.33,"9,133","1,041",8.77,"125,096","295,474","9,428","69,498",4.25,0.19,0.88,0.73
0.34,"11,241","1,311",8.57,"136,337","284,233","10,739","68,187",4.17,0.19,0.86,0.71
0.35,"11,315","1,384",8.18,"147,652","272,918","12,123","66,803",4.09,0.20,0.85,0.68
0.36,"12,756","1,720",7.42,"160,408","260,162","13,843","65,083",4.00,0.20,0.82,0.65
0.37,"11,877","1,600",7.42,"172,285","248,285","15,443","63,483",3.91,0.20,0.80,0.62
0.38,"12,921","1,864",6.93,"185,206","235,364","17,307","61,619",3.82,0.21,0.78,0.59
0.39,"13,201","2,008",6.57,"198,407","222,163","19,315","59,611",3.73,0.21,0.76,0.56
0.4,"14,301","2,221",6.44,"212,708","207,862","21,536","57,390",3.62,0.22,0.73,0.53
0.41,"11,610","1,874",6.20,"224,318","196,252","23,410","55,516",3.54,0.22,0.70,0.50
0.42,"12,381","1,997",6.20,"236,699","183,871","25,407","53,519",3.44,0.23,0.68,0.48
0.43,"11,481","2,179",5.27,"248,180","172,390","27,586","51,340",3.36,0.23,0.65,0.45
0.44,"10,658","1,913",5.57,"258,838","161,732","29,499","49,427",3.27,0.23,0.63,0.42
0.45,"11,386","2,229",5.11,"270,224","150,346","31,728","47,198",3.19,0.24,0.60,0.40
0.46,"9,552","1,951",4.90,"279,776","140,794","33,679","45,247",3.11,0.24,0.57,0.37
0.47,"9,002","1,874",4.80,"288,778","131,792","35,553","43,373",3.04,0.25,0.55,0.35
0.48,"8,558","1,862",4.60,"297,336","123,234","37,415","41,511",2.97,0.25,0.53,0.33
0.49,"8,207","1,828",4.49,"305,543","115,027","39,243","39,683",2.90,0.26,0.50,0.31
0.5,"7,323","1,714",4.27,"312,866","107,704","40,957","37,969",2.84,0.26,0.48,0.29
0.51,"9,066","2,108",4.30,"321,932","98,638","43,065","35,861",2.75,0.27,0.45,0.27
0.52,"7,416","1,937",3.83,"329,348","91,222","45,002","33,924",2.69,0.27,0.43,0.25
0.53,"7,165","1,900",3.77,"336,513","84,057","46,902","32,024",2.62,0.28,0.41,0.23
0.54,"5,804","1,522",3.81,"342,317","78,253","48,424","30,502",2.57,0.28,0.39,0.22
0.55,"7,236","2,112",3.43,"349,553","71,017","50,536","28,390",2.50,0.29,0.36,0.20
0.56,"6,216","1,853",3.35,"355,769","64,801","52,389","26,537",2.44,0.29,0.34,0.18
0.57,"5,912","1,901",3.11,"361,681","58,889","54,290","24,636",2.39,0.29,0.31,0.17
0.58,"6,063","2,048",2.96,"367,744","52,826","56,338","22,588",2.34,0.30,0.29,0.15
0.59,"6,076","1,960",3.10,"373,820","46,750","58,298","20,628",2.27,0.31,0.26,0.13
0.6,"5,378","1,840",2.92,"379,198","41,372","60,138","18,788",2.20,0.31,0.24,0.12
0.61,"4,811","1,687",2.85,"384,009","36,561","61,825","17,101",2.14,0.32,0.22,0.11
0.62,"4,965","1,810",2.74,"388,974","31,596","63,635","15,291",2.07,0.33,0.19,0.09
0.63,"5,139","1,961",2.62,"394,113","26,457","65,596","13,330",1.98,0.34,0.17,0.08
0.64,"3,997","1,712",2.33,"398,110","22,460","67,308","11,618",1.93,0.34,0.15,0.07
0.65,"4,378","1,857",2.36,"402,488","18,082","69,165","9,761",1.85,0.35,0.12,0.06
0.66,"3,151","1,391",2.27,"405,639","14,931","70,556","8,370",1.78,0.36,0.11,0.05
0.67,"2,743","1,318",2.08,"408,382","12,188","71,874","7,052",1.73,0.37,0.09,0.04
0.68,"2,525","1,196",2.11,"410,907","9,663","73,070","5,856",1.65,0.38,0.07,0.03
0.69,"2,341","1,226",1.91,"413,248","7,322","74,296","4,630",1.58,0.39,0.06,0.02
0.7,"1,787",939,1.90,"415,035","5,535","75,235","3,691",1.50,0.40,0.05,0.02
0.71,"1,447",833,1.74,"416,482","4,088","76,068","2,858",1.43,0.41,0.04,0.01
0.72,"1,026",642,1.60,"417,508","3,062","76,710","2,216",1.38,0.42,0.03,0.01
0.73,788,546,1.44,"418,296","2,274","77,256","1,670",1.36,0.42,0.02,0.01
0.74,717,472,1.52,"419,013","1,557","77,728","1,198",1.30,0.43,0.02,0.01
0.75,487,340,1.43,"419,500","1,070","78,068",858,1.25,0.45,0.01,0.00
0.76,371,249,1.49,"419,871",699,"78,317",609,1.15,0.47,0.01,0.00
0.77,244,196,1.24,"420,115",455,"78,513",413,1.10,0.48,0.01,0.00
0.78,142,133,1.07,"420,257",313,"78,646",280,1.12,0.47,0.00,0.00
0.79,137,135,1.01,"420,394",176,"78,781",145,1.21,0.45,0.00,0.00
0.8,73,59,1.24,"420,467",103,"78,840",86,1.20,0.46,0.00,0.00
0.81,46,35,1.31,"420,513",57,"78,875",51,1.12,0.47,0.00,0.00
0.82,32,30,1.07,"420,545",25,"78,905",21,1.19,0.46,0.00,0.00
0.83,8,5,1.60,"420,553",17,"78,910",16,1.06,0.48,0.00,0.00
0.84,2,2,1.00,"420,555",15,"78,912",14,1.07,0.48,0.00,0.00
0.85,11,13,0.85,"420,566",4,"78,925",1,4.00,0.20,0.00,0.00
0.86,1,0,inf,"420,567",3,"78,925",1,3.00,0.25,0.00,0.00
0.87,0,0,nan,"420,567",3,"78,925",1,3.00,0.25,0.00,0.00
0.88,3,1,3.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
