p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,1,0,0.00,1,"420,569",0,"78,926",0.16,1.00,1.00
0.1,"4,073",122,0.03,"4,074","416,496",122,"78,804",0.16,1.00,0.99
0.2,"40,990","1,892",0.04,"45,064","375,506","2,014","76,912",0.17,0.97,0.91
0.3,"69,522","5,107",0.07,"114,586","305,984","7,121","71,805",0.19,0.91,0.76
0.4,"88,076","10,007",0.10,"202,662","217,908","17,128","61,798",0.22,0.78,0.56
0.5,"88,013","14,715",0.14,"290,675","129,895","31,843","47,083",0.27,0.60,0.35
0.6,"65,147","15,480",0.19,"355,822","64,748","47,323","31,603",0.33,0.40,0.19
0.7,"36,518","12,895",0.26,"392,340","28,230","60,218","18,708",0.40,0.24,0.09
0.8,"17,305","9,104",0.34,"409,645","10,925","69,322","9,604",0.47,0.12,0.04
0.9,"9,183","7,521",0.45,"418,828","1,742","76,843","2,083",0.54,0.03,0.01
1.0,"1,742","2,083",0.54,"420,570",0,"78,926",0,nan,0.00,0.00
