p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,"1,620",2,810.00,"1,620","401,099",2,"78,924",5.08,0.16,1.00,1.00
0.02,"3,220",7,460.00,"4,840","397,879",9,"78,917",5.04,0.17,1.00,0.99
0.03,"4,705",31,151.77,"9,545","393,174",40,"78,886",4.98,0.17,1.00,0.98
0.04,"5,765",38,151.71,"15,310","387,409",78,"78,848",4.91,0.17,1.00,0.97
0.05,"6,644",47,141.36,"21,954","380,765",125,"78,801",4.83,0.17,1.00,0.95
0.06,"6,937",79,87.81,"28,891","373,828",204,"78,722",4.75,0.17,1.00,0.94
0.07,"7,410",80,92.62,"36,301","366,418",284,"78,642",4.66,0.18,1.00,0.92
0.08,"7,784",106,73.43,"44,085","358,634",390,"78,536",4.57,0.18,1.00,0.91
0.09,"7,642",140,54.59,"51,727","350,992",530,"78,396",4.48,0.18,0.99,0.89
0.1,"7,641",176,43.41,"59,368","343,351",706,"78,220",4.39,0.19,0.99,0.88
0.11,"7,733",177,43.69,"67,101","335,618",883,"78,043",4.30,0.19,0.99,0.86
0.12,"7,742",185,41.85,"74,843","327,876","1,068","77,858",4.21,0.19,0.99,0.84
0.13,"7,683",235,32.69,"82,526","320,193","1,303","77,623",4.12,0.20,0.98,0.83
0.14,"7,530",245,30.73,"90,056","312,663","1,548","77,378",4.04,0.20,0.98,0.81
0.15,"7,675",267,28.75,"97,731","304,988","1,815","77,111",3.96,0.20,0.98,0.79
0.16,"7,615",289,26.35,"105,346","297,373","2,104","76,822",3.87,0.21,0.97,0.78
0.17,"7,242",336,21.55,"112,588","290,131","2,440","76,486",3.79,0.21,0.97,0.76
0.18,"7,501",327,22.94,"120,089","282,630","2,767","76,159",3.71,0.21,0.96,0.74
0.19,"7,348",285,25.78,"127,437","275,282","3,052","75,874",3.63,0.22,0.96,0.73
0.2,"7,003",337,20.78,"134,440","268,279","3,389","75,537",3.55,0.22,0.96,0.71
0.21,"7,169",388,18.48,"141,609","261,110","3,777","75,149",3.47,0.22,0.95,0.70
0.22,"7,024",423,16.61,"148,633","254,086","4,200","74,726",3.40,0.23,0.95,0.68
0.23,"7,077",425,16.65,"155,710","247,009","4,625","74,301",3.32,0.23,0.94,0.67
0.24,"6,826",406,16.81,"162,536","240,183","5,031","73,895",3.25,0.24,0.94,0.65
0.25,"6,994",454,15.41,"169,530","233,189","5,485","73,441",3.18,0.24,0.93,0.64
0.26,"6,575",503,13.07,"176,105","226,614","5,988","72,938",3.11,0.24,0.92,0.62
0.27,"6,457",530,12.18,"182,562","220,157","6,518","72,408",3.04,0.25,0.92,0.61
0.28,"6,380",571,11.17,"188,942","213,777","7,089","71,837",2.98,0.25,0.91,0.59
0.29,"6,423",505,12.72,"195,365","207,354","7,594","71,332",2.91,0.26,0.90,0.58
