p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"5,912",0,0.00,"5,912","414,658",0,"78,926",0.16,1.00,0.99
0.05,"9,452",7,0.00,"15,364","405,206",7,"78,919",0.16,1.00,0.97
0.1,"11,616",64,0.01,"26,980","393,590",71,"78,855",0.17,1.00,0.95
0.15,"17,873",297,0.02,"44,853","375,717",368,"78,558",0.17,1.00,0.91
0.2,"21,031",549,0.03,"65,884","354,686",917,"78,009",0.18,0.99,0.87
0.25,"25,602",989,0.04,"91,486","329,084","1,906","77,020",0.19,0.98,0.81
0.3,"26,858","1,412",0.05,"118,344","302,226","3,318","75,608",0.20,0.96,0.76
0.35,"29,441","2,011",0.06,"147,785","272,785","5,329","73,597",0.21,0.93,0.69
0.4,"34,449","3,149",0.08,"182,234","238,336","8,478","70,448",0.23,0.89,0.62
0.45,"35,636","4,112",0.10,"217,870","202,700","12,590","66,336",0.25,0.84,0.54
0.5,"36,921","5,346",0.13,"254,791","165,779","17,936","60,990",0.27,0.77,0.45
0.55,"36,488","6,517",0.15,"291,279","129,291","24,453","54,473",0.30,0.69,0.37
0.6,"32,878","7,243",0.18,"324,157","96,413","31,696","47,230",0.33,0.60,0.29
0.65,"27,608","7,420",0.21,"351,765","68,805","39,116","39,810",0.37,0.50,0.22
0.7,"23,487","7,900",0.25,"375,252","45,318","47,016","31,910",0.41,0.40,0.15
0.75,"18,323","7,770",0.30,"393,575","26,995","54,786","24,140",0.47,0.31,0.10
0.8,"12,382","6,884",0.36,"405,957","14,613","61,670","17,256",0.54,0.22,0.06
0.85,"7,878","5,935",0.43,"413,835","6,735","67,605","11,321",0.63,0.14,0.04
0.9,"4,052","4,370",0.52,"417,887","2,683","71,975","6,951",0.72,0.09,0.02
0.95,"2,047","3,616",0.64,"419,934",636,"75,591","3,335",0.84,0.04,0.01
1.0,636,"3,335",0.84,"420,570",0,"78,926",0,nan,0.00,0.00
