p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"3,226",167,0.05,"3,226","417,344",167,"78,759",0.16,1.00,0.99
0.01,"3,272",166,0.05,"6,498","414,072",333,"78,593",0.16,1.00,0.99
0.02,"2,683",130,0.05,"9,181","411,389",463,"78,463",0.16,0.99,0.98
0.03,"4,488",250,0.05,"13,669","406,901",713,"78,213",0.16,0.99,0.97
0.04,"5,018",282,0.05,"18,687","401,883",995,"77,931",0.16,0.99,0.96
0.05,"5,743",310,0.05,"24,430","396,140","1,305","77,621",0.16,0.98,0.95
0.06,"6,094",359,0.06,"30,524","390,046","1,664","77,262",0.17,0.98,0.94
0.07,"6,590",397,0.06,"37,114","383,456","2,061","76,865",0.17,0.97,0.92
0.08,"6,718",424,0.06,"43,832","376,738","2,485","76,441",0.17,0.97,0.91
0.09,"5,862",430,0.07,"49,694","370,876","2,915","76,011",0.17,0.96,0.89
0.1,"5,737",387,0.06,"55,431","365,139","3,302","75,624",0.17,0.96,0.88
0.11,"4,993",335,0.06,"60,424","360,146","3,637","75,289",0.17,0.95,0.87
0.12,"4,307",337,0.07,"64,731","355,839","3,974","74,952",0.17,0.95,0.86
0.13,"3,709",299,0.07,"68,440","352,130","4,273","74,653",0.17,0.95,0.85
0.14,"3,063",261,0.08,"71,503","349,067","4,534","74,392",0.18,0.94,0.85
0.15,"2,828",236,0.08,"74,331","346,239","4,770","74,156",0.18,0.94,0.84
0.16,"2,809",221,0.07,"77,140","343,430","4,991","73,935",0.18,0.94,0.84
0.17,"2,313",182,0.07,"79,453","341,117","5,173","73,753",0.18,0.93,0.83
0.18,"2,423",257,0.10,"81,876","338,694","5,430","73,496",0.18,0.93,0.83
0.19,"2,320",213,0.08,"84,196","336,374","5,643","73,283",0.18,0.93,0.82
0.2,"1,972",189,0.09,"86,168","334,402","5,832","73,094",0.18,0.93,0.82
0.21,"2,374",231,0.09,"88,542","332,028","6,063","72,863",0.18,0.92,0.81
