p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,"29,662","1,203",24.66,"29,662","390,908","1,203","77,723",5.03,0.17,0.98,0.94
0.1,"121,412","9,695",12.52,"151,074","269,496","10,898","68,028",3.96,0.20,0.86,0.68
0.15,"114,315","16,133",7.09,"265,389","155,181","27,031","51,895",2.99,0.25,0.66,0.41
0.2,"71,950","15,366",4.68,"337,339","83,231","42,397","36,529",2.28,0.31,0.46,0.24
0.25,"37,628","10,978",3.43,"374,967","45,603","53,375","25,551",1.78,0.36,0.32,0.14
0.3,"19,014","7,375",2.58,"393,981","26,589","60,750","18,176",1.46,0.41,0.23,0.09
0.35,"9,963","4,917",2.03,"403,944","16,626","65,667","13,259",1.25,0.44,0.17,0.06
0.4,"5,920","3,572",1.66,"409,864","10,706","69,239","9,687",1.11,0.48,0.12,0.04
0.45,"4,026","2,918",1.38,"413,890","6,680","72,157","6,769",0.99,0.50,0.09,0.03
0.5,"2,783","2,433",1.14,"416,673","3,897","74,590","4,336",0.90,0.53,0.05,0.02
0.55,"1,957","1,972",0.99,"418,630","1,940","76,562","2,364",0.82,0.55,0.03,0.01
0.6,"1,100","1,254",0.88,"419,730",840,"77,816","1,110",0.76,0.57,0.01,0.00
0.65,581,711,0.82,"420,311",259,"78,527",399,0.65,0.61,0.01,0.00
0.7,191,285,0.67,"420,502",68,"78,812",114,0.60,0.63,0.00,0.00
0.75,61,96,0.64,"420,563",7,"78,908",18,0.39,0.72,0.00,0.00
0.8,7,17,0.41,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.85,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
