p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,522",0,0.00,"10,522","410,048",0,"78,926",0.16,1.00,0.98
0.1,"13,006",0,0.00,"23,528","397,042",0,"78,926",0.17,1.00,0.95
0.2,"14,496",16,0.00,"38,024","382,546",16,"78,910",0.17,1.00,0.92
0.3,"15,534",69,0.00,"53,558","367,012",85,"78,841",0.18,1.00,0.89
0.4,"20,166",348,0.02,"73,724","346,846",433,"78,493",0.18,0.99,0.85
0.5,"24,417",908,0.04,"98,141","322,429","1,341","77,585",0.19,0.98,0.80
0.6,"36,610","2,309",0.06,"134,751","285,819","3,650","75,276",0.21,0.95,0.72
0.7,"49,827","5,088",0.09,"184,578","235,992","8,738","70,188",0.23,0.89,0.61
0.8,"74,697","11,514",0.13,"259,275","161,295","20,252","58,674",0.27,0.74,0.44
0.9,"108,752","26,866",0.20,"368,027","52,543","47,118","31,808",0.38,0.40,0.17
1.0,"52,543","31,808",0.38,"420,570",0,"78,926",0,nan,0.00,0.00
