p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.01,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.02,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.03,"65,960",0,0.00,"65,960","333,095",0,"78,926",0.19,1.00,0.86
0.04,0,0,nan,"65,960","333,095",0,"78,926",0.19,1.00,0.86
0.05,0,0,nan,"65,960","333,095",0,"78,926",0.19,1.00,0.86
0.06,21,0,0.00,"65,981","333,074",0,"78,926",0.19,1.00,0.86
0.07,1,0,0.00,"65,982","333,073",0,"78,926",0.19,1.00,0.86
0.08,146,0,0.00,"66,128","332,927",0,"78,926",0.19,1.00,0.86
0.09,87,0,0.00,"66,215","332,840",0,"78,926",0.19,1.00,0.86
0.1,36,0,0.00,"66,251","332,804",0,"78,926",0.19,1.00,0.86
0.11,4,0,0.00,"66,255","332,800",0,"78,926",0.19,1.00,0.86
0.12,"79,727",0,0.00,"145,982","253,073",0,"78,926",0.24,1.00,0.69
0.13,0,0,nan,"145,982","253,073",0,"78,926",0.24,1.00,0.69
0.14,2,0,0.00,"145,984","253,071",0,"78,926",0.24,1.00,0.69
0.15,1,0,0.00,"145,985","253,070",0,"78,926",0.24,1.00,0.69
0.16,46,0,0.00,"146,031","253,024",0,"78,926",0.24,1.00,0.69
0.17,283,0,0.00,"146,314","252,741",0,"78,926",0.24,1.00,0.69
0.18,2,0,0.00,"146,316","252,739",0,"78,926",0.24,1.00,0.69
0.19,146,0,0.00,"146,462","252,593",0,"78,926",0.24,1.00,0.69
0.2,61,1,0.02,"146,523","252,532",1,"78,925",0.24,1.00,0.69
0.21,0,0,nan,"146,523","252,532",1,"78,925",0.24,1.00,0.69
0.22,"75,559",25,0.00,"222,082","176,973",26,"78,900",0.31,1.00,0.54
0.23,0,0,nan,"222,082","176,973",26,"78,900",0.31,1.00,0.54
0.24,2,0,0.00,"222,084","176,971",26,"78,900",0.31,1.00,0.54
0.25,42,1,0.02,"222,126","176,929",27,"78,899",0.31,1.00,0.54
0.26,4,0,0.00,"222,130","176,925",27,"78,899",0.31,1.00,0.54
0.27,335,0,0.00,"222,465","176,590",27,"78,899",0.31,1.00,0.53
0.28,156,0,0.00,"222,621","176,434",27,"78,899",0.31,1.00,0.53
0.29,49,0,0.00,"222,670","176,385",27,"78,899",0.31,1.00,0.53
0.3,25,0,0.00,"222,695","176,360",27,"78,899",0.31,1.00,0.53
0.31,"62,541",105,0.00,"285,236","113,819",132,"78,794",0.41,1.00,0.40
0.32,0,0,nan,"285,236","113,819",132,"78,794",0.41,1.00,0.40
0.33,8,1,0.11,"285,244","113,811",133,"78,793",0.41,1.00,0.40
0.34,8,1,0.11,"285,252","113,803",134,"78,792",0.41,1.00,0.40
0.35,54,0,0.00,"285,306","113,749",134,"78,792",0.41,1.00,0.40
0.36,335,5,0.01,"285,641","113,414",139,"78,787",0.41,1.00,0.40
0.37,4,0,0.00,"285,645","113,410",139,"78,787",0.41,1.00,0.40
0.38,139,0,0.00,"285,784","113,271",139,"78,787",0.41,1.00,0.40
0.39,64,2,0.03,"285,848","113,207",141,"78,785",0.41,1.00,0.40
0.4,5,1,0.17,"285,853","113,202",142,"78,784",0.41,1.00,0.40
0.41,"46,673",530,0.01,"332,526","66,529",672,"78,254",0.54,0.99,0.30
0.42,1,1,0.50,"332,527","66,528",673,"78,253",0.54,0.99,0.30
0.43,10,4,0.29,"332,537","66,518",677,"78,249",0.54,0.99,0.30
0.44,35,1,0.03,"332,572","66,483",678,"78,248",0.54,0.99,0.30
0.45,6,1,0.14,"332,578","66,477",679,"78,247",0.54,0.99,0.30
0.46,223,12,0.05,"332,801","66,254",691,"78,235",0.54,0.99,0.30
0.47,129,6,0.04,"332,930","66,125",697,"78,229",0.54,0.99,0.30
0.48,57,4,0.07,"332,987","66,068",701,"78,225",0.54,0.99,0.30
0.49,14,2,0.12,"333,001","66,054",703,"78,223",0.54,0.99,0.30
0.5,"30,859","1,942",0.06,"363,860","35,195","2,645","76,281",0.68,0.97,0.23
0.51,6,3,0.33,"363,866","35,189","2,648","76,278",0.68,0.97,0.23
0.52,22,13,0.37,"363,888","35,167","2,661","76,265",0.68,0.97,0.23
0.53,14,8,0.36,"363,902","35,153","2,669","76,257",0.68,0.97,0.23
0.54,31,11,0.26,"363,933","35,122","2,680","76,246",0.68,0.97,0.23
0.55,208,46,0.18,"364,141","34,914","2,726","76,200",0.69,0.97,0.23
0.56,5,2,0.29,"364,146","34,909","2,728","76,198",0.69,0.97,0.23
0.57,102,23,0.18,"364,248","34,807","2,751","76,175",0.69,0.97,0.23
0.58,62,19,0.23,"364,310","34,745","2,770","76,156",0.69,0.96,0.23
0.59,2,2,0.50,"364,312","34,743","2,772","76,154",0.69,0.96,0.23
0.6,"18,174","4,898",0.21,"382,486","16,569","7,670","71,256",0.81,0.90,0.18
0.61,4,3,0.43,"382,490","16,565","7,673","71,253",0.81,0.90,0.18
0.62,32,23,0.42,"382,522","16,533","7,696","71,230",0.81,0.90,0.18
0.63,26,18,0.41,"382,548","16,507","7,714","71,212",0.81,0.90,0.18
0.64,2,1,0.33,"382,550","16,505","7,715","71,211",0.81,0.90,0.18
0.65,153,70,0.31,"382,703","16,352","7,785","71,141",0.81,0.90,0.18
0.66,71,34,0.32,"382,774","16,281","7,819","71,107",0.81,0.90,0.18
0.67,30,22,0.42,"382,804","16,251","7,841","71,085",0.81,0.90,0.18
0.68,17,13,0.43,"382,821","16,234","7,854","71,072",0.81,0.90,0.18
0.69,"9,659","10,243",0.51,"392,480","6,575","18,097","60,829",0.90,0.77,0.14
0.7,5,3,0.38,"392,485","6,570","18,100","60,826",0.90,0.77,0.14
0.71,38,32,0.46,"392,523","6,532","18,132","60,794",0.90,0.77,0.14
0.72,16,14,0.47,"392,539","6,516","18,146","60,780",0.90,0.77,0.14
0.73,44,34,0.44,"392,583","6,472","18,180","60,746",0.90,0.77,0.14
0.74,101,100,0.50,"392,684","6,371","18,280","60,646",0.90,0.77,0.14
0.75,3,3,0.50,"392,687","6,368","18,283","60,643",0.90,0.77,0.14
0.76,52,55,0.51,"392,739","6,316","18,338","60,588",0.91,0.77,0.14
0.77,32,32,0.50,"392,771","6,284","18,370","60,556",0.91,0.77,0.14
0.78,3,1,0.25,"392,774","6,281","18,371","60,555",0.91,0.77,0.14
0.79,"4,286","16,829",0.80,"397,060","1,995","35,200","43,726",0.96,0.55,0.10
0.8,7,7,0.50,"397,067","1,988","35,207","43,719",0.96,0.55,0.10
0.81,28,24,0.46,"397,095","1,960","35,231","43,695",0.96,0.55,0.10
0.82,14,26,0.65,"397,109","1,946","35,257","43,669",0.96,0.55,0.10
0.83,17,18,0.51,"397,126","1,929","35,275","43,651",0.96,0.55,0.10
0.84,61,124,0.67,"397,187","1,868","35,399","43,527",0.96,0.55,0.09
0.85,34,67,0.66,"397,221","1,834","35,466","43,460",0.96,0.55,0.09
0.86,15,27,0.64,"397,236","1,819","35,493","43,433",0.96,0.55,0.09
0.87,8,15,0.65,"397,244","1,811","35,508","43,418",0.96,0.55,0.09
0.88,"1,444","22,236",0.94,"398,688",367,"57,744","21,182",0.98,0.27,0.05
0.89,1,1,0.50,"398,689",366,"57,745","21,181",0.98,0.27,0.05
0.9,6,8,0.57,"398,695",360,"57,753","21,173",0.98,0.27,0.05
0.91,5,7,0.58,"398,700",355,"57,760","21,166",0.98,0.27,0.05
0.92,7,19,0.73,"398,707",348,"57,779","21,147",0.98,0.27,0.04
0.93,22,63,0.74,"398,729",326,"57,842","21,084",0.98,0.27,0.04
0.94,1,2,0.67,"398,730",325,"57,844","21,082",0.98,0.27,0.04
0.95,11,46,0.81,"398,741",314,"57,890","21,036",0.99,0.27,0.04
0.96,7,28,0.80,"398,748",307,"57,918","21,008",0.99,0.27,0.04
0.97,0,0,nan,"398,748",307,"57,918","21,008",0.99,0.27,0.04
0.98,307,"21,008",0.99,"399,055",0,"78,926",0,nan,0.00,0.00
0.99,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
