p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"7,137",76,0.01,"7,137","413,433",76,"78,850",0.16,1.00,0.99
0.05,"7,834",154,0.02,"14,971","405,599",230,"78,696",0.16,1.00,0.97
0.1,"12,933",301,0.02,"27,904","392,666",531,"78,395",0.17,0.99,0.94
0.15,"19,793",576,0.03,"47,697","372,873","1,107","77,819",0.17,0.99,0.90
0.2,"26,409","1,072",0.04,"74,106","346,464","2,179","76,747",0.18,0.97,0.85
0.25,"33,408","1,762",0.05,"107,514","313,056","3,941","74,985",0.19,0.95,0.78
0.3,"40,136","2,724",0.06,"147,650","272,920","6,665","72,261",0.21,0.92,0.69
0.35,"44,510","4,039",0.08,"192,160","228,410","10,704","68,222",0.23,0.86,0.59
0.4,"44,546","5,575",0.11,"236,706","183,864","16,279","62,647",0.25,0.79,0.49
0.45,"42,202","6,691",0.14,"278,908","141,662","22,970","55,956",0.28,0.71,0.40
0.5,"37,041","7,660",0.17,"315,949","104,621","30,630","48,296",0.32,0.61,0.31
0.55,"30,631","8,101",0.21,"346,580","73,990","38,731","40,195",0.35,0.51,0.23
0.6,"23,420","7,895",0.25,"370,000","50,570","46,626","32,300",0.39,0.41,0.17
0.65,"17,194","7,234",0.30,"387,194","33,376","53,860","25,066",0.43,0.32,0.12
0.7,"11,994","6,305",0.34,"399,188","21,382","60,165","18,761",0.47,0.24,0.08
0.75,"8,167","5,314",0.39,"407,355","13,215","65,479","13,447",0.50,0.17,0.05
0.8,"5,241","4,263",0.45,"412,596","7,974","69,742","9,184",0.54,0.12,0.03
0.85,"3,352","3,074",0.48,"415,948","4,622","72,816","6,110",0.57,0.08,0.02
0.9,"2,007","2,161",0.52,"417,955","2,615","74,977","3,949",0.60,0.05,0.01
0.95,"1,198","1,433",0.54,"419,153","1,417","76,410","2,516",0.64,0.03,0.01
1.0,"1,417","2,516",0.64,"420,570",0,"78,926",0,nan,0.00,0.00
