p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,"37,898","1,101",0.03,"37,898","382,672","1,101","77,825",0.17,0.99,0.92
0.2,"187,605","16,633",0.08,"225,503","195,067","17,734","61,192",0.24,0.78,0.51
0.3,"133,630","27,024",0.17,"359,133","61,437","44,758","34,168",0.36,0.43,0.19
0.4,"44,115","17,944",0.29,"403,248","17,322","62,702","16,224",0.48,0.21,0.07
0.5,"13,311","10,435",0.44,"416,559","4,011","73,137","5,789",0.59,0.07,0.02
0.6,"3,587","4,840",0.57,"420,146",424,"77,977",949,0.69,0.01,0.00
0.7,403,886,0.69,"420,549",21,"78,863",63,0.75,0.00,0.00
0.8,21,62,0.75,"420,570",0,"78,925",1,1.00,0.00,0.00
0.9,0,1,1.00,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
