p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,218",306,0.07,"4,218","416,352",306,"78,620",0.16,1.00,0.99
0.1,"123,980","15,578",0.11,"128,198","292,372","15,884","63,042",0.18,0.80,0.71
0.2,"171,019","31,335",0.15,"299,217","121,353","47,219","31,707",0.21,0.40,0.31
0.3,"42,349","10,032",0.19,"341,566","79,004","57,251","21,675",0.22,0.27,0.20
0.4,"1,984",505,0.20,"343,550","77,020","57,756","21,170",0.22,0.27,0.20
0.5,"9,199","1,617",0.15,"352,749","67,821","59,373","19,553",0.22,0.25,0.17
0.6,"28,080","6,846",0.20,"380,829","39,741","66,219","12,707",0.24,0.16,0.11
0.7,"14,019","3,893",0.22,"394,848","25,722","70,112","8,814",0.26,0.11,0.07
0.8,"1,756",447,0.20,"396,604","23,966","70,559","8,367",0.26,0.11,0.06
0.9,"9,869","3,238",0.25,"406,473","14,097","73,797","5,129",0.27,0.06,0.04
1.0,"14,097","5,129",0.27,"420,570",0,"78,926",0,nan,0.00,0.00
