p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.2,225,8,0.03,225,"420,345",8,"78,918",0.16,1.00,1.00
0.3,"69,522","4,457",0.06,"69,747","350,823","4,465","74,461",0.18,0.94,0.85
0.4,"59,137","6,392",0.10,"128,884","291,686","10,857","68,069",0.19,0.86,0.72
0.5,"124,800","19,360",0.13,"253,684","166,886","30,217","48,709",0.23,0.62,0.43
0.6,"90,941","20,441",0.18,"344,625","75,945","50,658","28,268",0.27,0.36,0.21
0.7,"62,581","21,910",0.26,"407,206","13,364","72,568","6,358",0.32,0.08,0.04
0.8,"12,899","6,026",0.32,"420,105",465,"78,594",332,0.42,0.00,0.00
0.9,465,332,0.42,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
