p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,317,0,inf,317,"420,253",0,"78,926",5.32,0.16,1.00,1.00
0.01,644,0,inf,961,"419,609",0,"78,926",5.32,0.16,1.00,1.00
0.02,894,0,inf,"1,855","418,715",0,"78,926",5.31,0.16,1.00,1.00
0.03,"1,329",0,inf,"3,184","417,386",0,"78,926",5.29,0.16,1.00,0.99
0.04,"1,683",0,inf,"4,867","415,703",0,"78,926",5.27,0.16,1.00,0.99
0.05,"2,242",0,inf,"7,109","413,461",0,"78,926",5.24,0.16,1.00,0.99
0.06,"2,815",0,inf,"9,924","410,646",0,"78,926",5.20,0.16,1.00,0.98
0.07,"3,263",0,inf,"13,187","407,383",0,"78,926",5.16,0.16,1.00,0.97
0.08,"3,855",0,inf,"17,042","403,528",0,"78,926",5.11,0.16,1.00,0.97
0.09,"4,322",0,inf,"21,364","399,206",0,"78,926",5.06,0.17,1.00,0.96
0.1,"4,833",0,inf,"26,197","394,373",0,"78,926",5.00,0.17,1.00,0.95
0.11,"5,189",0,inf,"31,386","389,184",0,"78,926",4.93,0.17,1.00,0.94
0.12,"5,767",0,inf,"37,153","383,417",0,"78,926",4.86,0.17,1.00,0.93
0.13,"5,996",0,inf,"43,149","377,421",0,"78,926",4.78,0.17,1.00,0.91
0.14,"6,459",0,inf,"49,608","370,962",0,"78,926",4.70,0.18,1.00,0.90
0.15,"6,793",0,inf,"56,401","364,169",0,"78,926",4.61,0.18,1.00,0.89
0.16,"7,077",0,inf,"63,478","357,092",0,"78,926",4.52,0.18,1.00,0.87
0.17,"7,516",0,inf,"70,994","349,576",0,"78,926",4.43,0.18,1.00,0.86
0.18,"7,906",0,inf,"78,900","341,670",0,"78,926",4.33,0.19,1.00,0.84
0.19,"7,959",0,inf,"86,859","333,711",0,"78,926",4.23,0.19,1.00,0.83
0.2,"8,380",0,inf,"95,239","325,331",0,"78,926",4.12,0.20,1.00,0.81
0.21,"8,478",0,inf,"103,717","316,853",0,"78,926",4.01,0.20,1.00,0.79
0.22,"8,644",0,inf,"112,361","308,209",0,"78,926",3.91,0.20,1.00,0.78
0.23,"8,813",0,inf,"121,174","299,396",0,"78,926",3.79,0.21,1.00,0.76
0.24,"9,016",0,inf,"130,190","290,380",0,"78,926",3.68,0.21,1.00,0.74
0.25,"9,244",0,inf,"139,434","281,136",0,"78,926",3.56,0.22,1.00,0.72
0.26,"9,217",0,inf,"148,651","271,919",0,"78,926",3.45,0.22,1.00,0.70
0.27,"9,425",0,inf,"158,076","262,494",0,"78,926",3.33,0.23,1.00,0.68
0.28,"9,434",0,inf,"167,510","253,060",0,"78,926",3.21,0.24,1.00,0.66
0.29,"9,451",0,inf,"176,961","243,609",0,"78,926",3.09,0.24,1.00,0.65
0.3,"9,433",0,inf,"186,394","234,176",0,"78,926",2.97,0.25,1.00,0.63
0.31,"9,432",0,inf,"195,826","224,744",0,"78,926",2.85,0.26,1.00,0.61
0.32,"9,297",0,inf,"205,123","215,447",0,"78,926",2.73,0.27,1.00,0.59
0.33,"9,277",0,inf,"214,400","206,170",0,"78,926",2.61,0.28,1.00,0.57
0.34,"9,095",0,inf,"223,495","197,075",0,"78,926",2.50,0.29,1.00,0.55
0.35,"9,093",0,inf,"232,588","187,982",0,"78,926",2.38,0.30,1.00,0.53
0.36,"9,037",0,inf,"241,625","178,945",0,"78,926",2.27,0.31,1.00,0.52
0.37,"8,931",0,inf,"250,556","170,014",0,"78,926",2.15,0.32,1.00,0.50
0.38,"8,803",0,inf,"259,359","161,211",0,"78,926",2.04,0.33,1.00,0.48
0.39,"8,464",0,inf,"267,823","152,747",0,"78,926",1.94,0.34,1.00,0.46
0.4,"8,252",0,inf,"276,075","144,495",0,"78,926",1.83,0.35,1.00,0.45
0.41,"8,321",0,inf,"284,396","136,174",0,"78,926",1.73,0.37,1.00,0.43
0.42,"7,986",0,inf,"292,382","128,188",0,"78,926",1.62,0.38,1.00,0.41
0.43,"7,640",0,inf,"300,022","120,548",0,"78,926",1.53,0.40,1.00,0.40
0.44,"7,412",0,inf,"307,434","113,136",0,"78,926",1.43,0.41,1.00,0.38
0.45,"7,244",0,inf,"314,678","105,892",0,"78,926",1.34,0.43,1.00,0.37
0.46,"6,837",0,inf,"321,515","99,055",0,"78,926",1.26,0.44,1.00,0.36
0.47,"6,817",0,inf,"328,332","92,238",0,"78,926",1.17,0.46,1.00,0.34
0.48,"6,424",0,inf,"334,756","85,814",0,"78,926",1.09,0.48,1.00,0.33
0.49,"6,186",1,6186.00,"340,942","79,628",1,"78,925",1.01,0.50,1.00,0.32
0.5,"5,834",0,inf,"346,776","73,794",1,"78,925",0.93,0.52,1.00,0.31
0.51,"5,474",2,2737.00,"352,250","68,320",3,"78,923",0.87,0.54,1.00,0.29
0.52,"5,294",1,5294.00,"357,544","63,026",4,"78,922",0.80,0.56,1.00,0.28
0.53,"4,947",2,2473.50,"362,491","58,079",6,"78,920",0.74,0.58,1.00,0.27
0.54,"4,785",3,1595.00,"367,276","53,294",9,"78,917",0.68,0.60,1.00,0.26
0.55,"4,569",3,1523.00,"371,845","48,725",12,"78,914",0.62,0.62,1.00,0.26
0.56,"4,239",6,706.50,"376,084","44,486",18,"78,908",0.56,0.64,1.00,0.25
0.57,"3,991",9,443.44,"380,075","40,495",27,"78,899",0.51,0.66,1.00,0.24
0.58,"3,678",11,334.36,"383,753","36,817",38,"78,888",0.47,0.68,1.00,0.23
0.59,"3,365",22,152.95,"387,118","33,452",60,"78,866",0.42,0.70,1.00,0.22
0.6,"3,217",29,110.93,"390,335","30,235",89,"78,837",0.38,0.72,1.00,0.22
0.61,"2,948",49,60.16,"393,283","27,287",138,"78,788",0.35,0.74,1.00,0.21
0.62,"2,731",80,34.14,"396,014","24,556",218,"78,708",0.31,0.76,1.00,0.21
0.63,"2,522",122,20.67,"398,536","22,034",340,"78,586",0.28,0.78,1.00,0.20
0.64,"2,314",150,15.43,"400,850","19,720",490,"78,436",0.25,0.80,0.99,0.20
0.65,"2,085",165,12.64,"402,935","17,635",655,"78,271",0.23,0.82,0.99,0.19
0.66,"1,960",260,7.54,"404,895","15,675",915,"78,011",0.20,0.83,0.99,0.19
0.67,"1,760",333,5.29,"406,655","13,915","1,248","77,678",0.18,0.85,0.98,0.18
0.68,"1,602",454,3.53,"408,257","12,313","1,702","77,224",0.16,0.86,0.98,0.18
0.69,"1,486",505,2.94,"409,743","10,827","2,207","76,719",0.14,0.88,0.97,0.18
0.7,"1,297",631,2.06,"411,040","9,530","2,838","76,088",0.13,0.89,0.96,0.17
0.71,"1,203",805,1.49,"412,243","8,327","3,643","75,283",0.11,0.90,0.95,0.17
0.72,"1,022",916,1.12,"413,265","7,305","4,559","74,367",0.10,0.91,0.94,0.16
0.73,960,"1,049",0.92,"414,225","6,345","5,608","73,318",0.09,0.92,0.93,0.16
0.74,943,"1,336",0.71,"415,168","5,402","6,944","71,982",0.08,0.93,0.91,0.15
0.75,798,"1,487",0.54,"415,966","4,604","8,431","70,495",0.07,0.94,0.89,0.15
0.76,701,"1,698",0.41,"416,667","3,903","10,129","68,797",0.06,0.95,0.87,0.15
0.77,587,"1,881",0.31,"417,254","3,316","12,010","66,916",0.05,0.95,0.85,0.14
0.78,546,"2,081",0.26,"417,800","2,770","14,091","64,835",0.04,0.96,0.82,0.14
0.79,497,"2,407",0.21,"418,297","2,273","16,498","62,428",0.04,0.96,0.79,0.13
0.8,442,"2,676",0.17,"418,739","1,831","19,174","59,752",0.03,0.97,0.76,0.12
0.81,411,"2,997",0.14,"419,150","1,420","22,171","56,755",0.03,0.98,0.72,0.12
