p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"51,116","3,257",0.06,"51,116","369,454","3,257","75,669",0.17,0.96,0.89
0.1,"24,814","1,747",0.07,"75,930","344,640","5,004","73,922",0.18,0.94,0.84
0.2,"12,933","1,273",0.09,"88,863","331,707","6,277","72,649",0.18,0.92,0.81
0.3,"67,671","8,404",0.11,"156,534","264,036","14,681","64,245",0.20,0.81,0.66
0.4,"63,348","9,743",0.13,"219,882","200,688","24,424","54,502",0.21,0.69,0.51
0.5,"87,081","16,970",0.16,"306,963","113,607","41,394","37,532",0.25,0.48,0.30
0.6,"28,547","7,077",0.20,"335,510","85,060","48,471","30,455",0.26,0.39,0.23
0.7,"61,486","20,197",0.25,"396,996","23,574","68,668","10,258",0.30,0.13,0.07
0.8,"11,706","4,807",0.29,"408,702","11,868","73,475","5,451",0.31,0.07,0.03
0.9,"8,244","3,608",0.30,"416,946","3,624","77,083","1,843",0.34,0.02,0.01
1.0,"3,624","1,843",0.34,"420,570",0,"78,926",0,nan,0.00,0.00
