p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"7,674",621,0.07,"7,674","412,896",621,"78,305",0.16,0.99,0.98
0.05,"6,305",552,0.08,"13,979","406,591","1,173","77,753",0.16,0.99,0.97
0.1,"8,691",893,0.09,"22,670","397,900","2,066","76,860",0.16,0.97,0.95
0.15,"10,846","1,452",0.12,"33,516","387,054","3,518","75,408",0.16,0.96,0.93
0.2,"14,854","2,063",0.12,"48,370","372,200","5,581","73,345",0.16,0.93,0.89
0.25,"23,755","2,535",0.10,"72,125","348,445","8,116","70,810",0.17,0.90,0.84
0.3,"34,216","3,337",0.09,"106,341","314,229","11,453","67,473",0.18,0.85,0.76
0.35,"45,496","4,423",0.09,"151,837","268,733","15,876","63,050",0.19,0.80,0.66
0.4,"56,969","6,769",0.11,"208,806","211,764","22,645","56,281",0.21,0.71,0.54
0.45,"61,469","9,126",0.13,"270,275","150,295","31,771","47,155",0.24,0.60,0.40
0.5,"50,265","10,045",0.17,"320,540","100,030","41,816","37,110",0.27,0.47,0.27
0.55,"31,600","8,174",0.21,"352,140","68,430","49,990","28,936",0.30,0.37,0.19
0.6,"18,549","5,662",0.23,"370,689","49,881","55,652","23,274",0.32,0.29,0.15
0.65,"12,599","3,923",0.24,"383,288","37,282","59,575","19,351",0.34,0.25,0.11
0.7,"9,926","3,208",0.24,"393,214","27,356","62,783","16,143",0.37,0.20,0.09
0.75,"8,070","3,161",0.28,"401,284","19,286","65,944","12,982",0.40,0.16,0.06
0.8,"6,112","2,995",0.33,"407,396","13,174","68,939","9,987",0.43,0.13,0.05
0.85,"4,627","2,917",0.39,"412,023","8,547","71,856","7,070",0.45,0.09,0.03
0.9,"3,361","2,599",0.44,"415,384","5,186","74,455","4,471",0.46,0.06,0.02
0.95,"2,237","1,844",0.45,"417,621","2,949","76,299","2,627",0.47,0.03,0.01
1.0,"2,949","2,627",0.47,"420,570",0,"78,926",0,nan,0.00,0.00
