p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,270,0,inf,270,"420,300",0,"78,926",5.33,0.16,1.00,1.00
0.05,"4,089",0,inf,"4,359","416,211",0,"78,926",5.27,0.16,1.00,0.99
0.1,"12,779",0,inf,"17,138","403,432",0,"78,926",5.11,0.16,1.00,0.97
0.15,"22,411",0,inf,"39,549","381,021",0,"78,926",4.83,0.17,1.00,0.92
0.2,"32,716",0,inf,"72,265","348,305",0,"78,926",4.41,0.18,1.00,0.86
0.25,"41,097",1,41097.00,"113,362","307,208",1,"78,925",3.89,0.20,1.00,0.77
0.3,"45,981",2,22990.50,"159,343","261,227",3,"78,923",3.31,0.23,1.00,0.68
0.35,"47,188",6,7864.67,"206,531","214,039",9,"78,917",2.71,0.27,1.00,0.59
0.4,"45,402",24,1891.75,"251,933","168,637",33,"78,893",2.14,0.32,1.00,0.50
0.45,"40,040",77,520.00,"291,973","128,597",110,"78,816",1.63,0.38,1.00,0.42
0.5,"33,880",133,254.74,"325,853","94,717",243,"78,683",1.20,0.45,1.00,0.35
0.55,"26,718",294,90.88,"352,571","67,999",537,"78,389",0.87,0.54,0.99,0.29
0.6,"20,276",670,30.26,"372,847","47,723","1,207","77,719",0.61,0.62,0.98,0.25
0.65,"15,347","1,582",9.70,"388,194","32,376","2,789","76,137",0.43,0.70,0.96,0.22
0.7,"12,095","3,895",3.11,"400,289","20,281","6,684","72,242",0.28,0.78,0.92,0.19
0.75,"9,039","7,613",1.19,"409,328","11,242","14,297","64,629",0.17,0.85,0.82,0.15
0.8,"5,970","12,044",0.50,"415,298","5,272","26,341","52,585",0.10,0.91,0.67,0.12
0.85,"3,232","15,021",0.22,"418,530","2,040","41,362","37,564",0.05,0.95,0.48,0.08
0.9,"1,490","16,180",0.09,"420,020",550,"57,542","21,384",0.03,0.97,0.27,0.04
0.95,504,"14,443",0.03,"420,524",46,"71,985","6,941",0.01,0.99,0.09,0.01
1.0,46,"6,941",0.01,"420,570",0,"78,926",0,nan,nan,0.00,0.00
